"var","categoria","La votaría","Puede que la vote","Nunca la votaría","No sabe"
"P04","Tengo trabajo estable",0.438,0.435,0.438,0.264
"P04","Realizo changas o trabajos de vez en cuando",0.209,0.242,0.193,0.295
"P04","No tengo trabajo",0.167,0.174,0.175,0.23
"P04","Soy jubilado o pensionado",0.186,0.149,0.194,0.211
"P05","1",0.24,0.205,0.357,0.287
"P05","2",0.066,0.092,0.08,0.107
"P05","3",0.025,0.056,0.08,0.053
"P05","4",0.045,0.099,0.083,0.087
"P05","5",0.134,0.135,0.236,0.225
"P05","6",0.054,0.09,0.031,0.031
"P05","7",0.12,0.136,0.03,0.056
"P05","8",0.068,0.06,0.027,0.067
"P05","9",0.248,0.127,0.076,0.087
"P06","1",0.501,0.312,0.167,0.298
"P06","2",0.07,0.108,0.043,0.018
"P06","3",0.039,0.075,0.027,0.034
"P06","4",0.027,0.084,0.039,0.097
"P06","5",0.14,0.181,0.211,0.225
"P06","6",0.024,0.063,0.049,0.038
"P06","7",0.025,0.039,0.088,0.044
"P06","8",0.038,0.054,0.076,0.032
"P06","9",0.136,0.084,0.3,0.214
"P07","1",0.617,0.512,0.248,0.336
"P07","2",0.039,0.101,0.031,0.054
"P07","3",0.018,0.035,0.023,0.013
"P07","4",0.01,0.022,0.027,0.032
"P07","5",0.065,0.108,0.138,0.097
"P07","6",0.007,0.009,0.026,0.009
"P07","7",0.017,0.018,0.046,0.015
"P07","8",0.019,0.01,0.056,0.033
"P07","9",0.208,0.185,0.405,0.411
"P09","Del Frente de Todos y el peronismo",0.852,0.528,0.064,0.147
"P09","De Cambiemos",0.047,0.116,0.458,0.044
"P09","De los Liberales libertarios",0.006,0.041,0.268,0.037
"P09","De la Izquierda",0.019,0.096,0.038,0.073
"P09","No sabe",0.076,0.219,0.172,0.699
"P10","A Alberto Fernández",0.195,0.136,0.158,0.377
"P10","A Sergio Massa",0.122,0.262,0.176,0.371
"P10","A algún candidato del peronismo",0.125,0.275,0.506,0.166
"P10","A algún candidato del kirchnerismo",0.558,0.327,0.16,0.086
"P11","A Alberto Fernández",0.132,0.122,0.163,0.22
"P11","A Sergio Massa",0.054,0.195,0.181,0.271
"P11","A algún candidato del peronismo",0.061,0.217,0.506,0.185
"P11","A Cristina Fernández de Kirchner",0.753,0.466,0.15,0.324
"P12","A Horacio Rodriguez Larreta",0.187,0.204,0.249,0.7
"P12","A Mauricio Macri",0.197,0.314,0.369,0.149
