"var","categoria","1","2","3","4","5","6","7","8","9"
"P04","Tengo trabajo estable",0.475,0.26,0.305,0.302,0.422,0.533,0.562,0.537,0.353
"P04","Realizo changas o trabajos de vez en cuando",0.177,0.538,0.099,0.105,0.223,0.161,0.156,0.165,0.218
"P04","No tengo trabajo",0.182,0.122,0.514,0.097,0.191,0.131,0.128,0.125,0.217
"P04","Soy jubilado o pensionado",0.166,0.08,0.082,0.496,0.164,0.175,0.154,0.173,0.212
"P06","1",0.373,0.224,0.212,0.177,0.12,0.205,0.252,0.304,0.481
"P06","2",0.054,0.179,0.05,0.052,0.029,0.075,0.086,0.07,0.032
"P06","3",0.017,0.035,0.086,0.023,0.029,0.057,0.097,0.058,0.009
"P06","4",0.014,0.004,0.045,0.194,0.047,0.08,0.045,0.026,0.005
"P06","5",0.097,0.138,0.144,0.181,0.473,0.185,0.154,0.109,0.088
"P06","6",0.017,0.019,0.057,0.047,0.059,0.202,0.063,0.043,0.015
"P06","7",0.042,0.027,0.096,0.116,0.065,0.079,0.184,0.043,0.008
"P06","8",0.036,0.095,0.113,0.063,0.063,0.062,0.055,0.228,0.025
"P06","9",0.35,0.279,0.197,0.147,0.115,0.055,0.064,0.119,0.337
"P07","1",0.324,0.262,0.284,0.297,0.304,0.552,0.627,0.507,0.589
"P07","2",0.031,0.086,0.009,0.055,0.041,0.065,0.035,0.075,0.015
"P07","3",0.019,0.02,0.042,0.031,0.029,0.054,0.029,0.026,0.005
"P07","4",0.008,0.034,0.043,0.066,0.024,0.039,0.016,0.005,0.006
"P07","5",0.108,0.105,0.125,0.123,0.191,0.071,0.063,0.057,0.057
"P07","6",0.009,0.012,0.029,0.046,0.02,0.047,0.008,0.027,0.01
"P07","7",0.031,0.028,0.084,0.054,0.04,0.023,0.05,0.022,0.002
"P07","8",0.027,0.05,0.088,0.069,0.046,0.035,0.021,0.06,0.013
"P07","9",0.443,0.403,0.296,0.259,0.305,0.114,0.151,0.221,0.303
"P09","Del Frente de Todos y el peronismo",0.287,0.276,0.208,0.336,0.227,0.478,0.631,0.579,0.542
"P09","De Cambiemos",0.355,0.343,0.406,0.356,0.287,0.208,0.167,0.151,0.161
"P09","De los Liberales libertarios",0.187,0.177,0.252,0.117,0.197,0.08,0.066,0.1,0.065
"P09","De la Izquierda",0.021,0.032,0.021,0.026,0.018,0.046,0.041,0.048,0.096
"P09","No sabe",0.15,0.172,0.113,0.165,0.271,0.188,0.095,0.122,0.136
"P10","A Alberto Fernández",0.289,0.262,0.137,0.161,0.183,0.088,0.079,0.13,0.177
"P10","A Sergio Massa",0.145,0.138,0.146,0.319,0.174,0.186,0.098,0.224,0.116
"P10","A algún candidato del peronismo",0.176,0.308,0.284,0.194,0.199,0.172,0.182,0.177,0.12
"P10","A algún candidato del kirchnerismo",0.39,0.292,0.433,0.326,0.444,0.554,0.641,0.469,0.587
