"var","categoria","Lo votaría","Puede que lo vote","Nunca lo votaría","No sabe"
"P04","Tengo trabajo estable",0.375,0.433,0.468,0.311
"P04","Realizo changas o trabajos de vez en cuando",0.222,0.192,0.2,0.232
"P04","No tengo trabajo",0.166,0.17,0.167,0.253
"P04","Soy jubilado o pensionado",0.237,0.205,0.165,0.204
"P05","1",0.367,0.319,0.279,0.307
"P05","2",0.091,0.096,0.065,0.08
"P05","3",0.056,0.089,0.047,0.069
"P05","4",0.077,0.09,0.064,0.083
"P05","5",0.219,0.211,0.171,0.295
"P05","6",0.021,0.039,0.054,0.026
"P05","7",0.054,0.045,0.088,0.029
"P05","8",0.024,0.03,0.056,0.025
"P05","9",0.091,0.081,0.176,0.086
"P06","1",0.262,0.148,0.355,0.282
"P06","2",0.041,0.059,0.065,0.023
"P06","3",0.02,0.031,0.039,0.051
"P06","4",0.039,0.05,0.034,0.066
"P06","5",0.217,0.188,0.174,0.229
"P06","6",0.042,0.067,0.03,0.051
"P06","7",0.065,0.118,0.038,0.066
"P06","8",0.048,0.085,0.054,0.057
"P06","9",0.266,0.254,0.211,0.175
"P07","1",0.382,0.26,0.461,0.257
"P07","2",0.039,0.04,0.038,0.058
"P07","3",0.027,0.027,0.017,0.034
"P07","4",0.017,0.038,0.016,0.029
"P07","5",0.099,0.145,0.106,0.091
"P07","6",0.017,0.028,0.012,0.03
"P07","7",0.032,0.053,0.024,0.046
"P07","8",0.031,0.057,0.027,0.07
"P07","9",0.356,0.352,0.299,0.385
"P09","Del Frente de Todos y el peronismo",0.245,0.098,0.517,0.145
"P09","De Cambiemos",0.583,0.502,0.129,0.092
"P09","De los Liberales libertarios",0.069,0.205,0.177,0.147
"P09","De la Izquierda",0.021,0.037,0.045,0.026
"P09","No sabe",0.082,0.158,0.132,0.59
"P10","A Alberto Fernández",0.208,0.342,0.164,0.376
"P10","A Sergio Massa",0.161,0.267,0.134,0.083
"P10","A algún candidato del peronismo",0.216,0.301,0.168,0.249
"P10","A algún candidato del kirchnerismo",0.415,0.09,0.534,0.292
"P11","A Alberto Fernández",0.182,0.327,0.102,0.289
"P11","A Sergio Massa",0.058,0.273,0.079,0.061
"P11","A algún candidato del peronismo",0.2,0.306,0.105,0.113
"P11","A Cristina Fernández de Kirchner",0.56,0.094,0.714,0.537
"P12","A Horacio Rodriguez Larreta",0.424,0.137,0.177,0.189
"P12","A Mauricio Macri",0.313,0.41,0.348,0.167
"P12","A Patricia Bullrich",0.183,0.334,0.261,0.247
"P12","A Facundo Manes",0.068,0.087,0.166,0.167
"P12","A Gerardo Morales",0.012,0.032,0.048,0.23
"P13","Seguro lo votaria",0.274,0.137,0.224,0.081
"P13","Quizás lo votaría",0.321,0.426,0.273,0.251
"P13","Nunca lo votaría",0.405,0.437,0.503,0.668
"P14","Lo votaría",0.455,0.337,0.108,0.102
"P14","Puede que lo vote",0.197,0.369,0.1,0.114
"P14","Nunca lo votaría",0.253,0.221,0.715,0.296
