"var","categoria","A Alberto Fernández","A Sergio Massa","A algún candidato del peronismo","A algún candidato del kirchnerismo"
"P21","Nunca lo votaría",0.73,0.869,0.718,0.932
"P21","No sabe",0.1,0.057,0.05,0.022
"P22","La votaría",0.035,0.029,0.066,0.012
"P22","Puede que la vote",0.072,0.041,0.11,0.007
"P22","Nunca la votaría",0.777,0.821,0.757,0.935
"P22","No sabe",0.116,0.109,0.067,0.046
"P23","Lo votaría",0.247,0.19,0.119,0.157
"P23","Puede que lo vote",0.308,0.295,0.392,0.459
"P23","Nunca lo votaría",0.35,0.428,0.408,0.285
"P23","No sabe",0.095,0.087,0.081,0.099
"P24","Lo votaría",0.04,0.023,0.033,0.03
"P24","Puede que lo vote",0.126,0.176,0.108,0.063
"P24","Nunca lo votaría",0.668,0.706,0.768,0.825
"P24","No sabe",0.166,0.095,0.091,0.082
"P25","Mauricio Macri presidente – María Eugenia Vidal vice por Cambiemos",0.057,0.02,0.108,0.025
"P25","Horacio Rodríguez Larreta presidente - Gerardo Morales vice por Cambiemos",0.015,0.038,0.075,0
"P25","Alberto Fernández presidente – Daniel Scioli vice por el Frente de Todos",0.196,0.074,0.037,0.014
"P25","Cristina Fernández de Kirchner presidenta  - Sergio Massa vice por el Frente de Todos",0.704,0.783,0.604,0.934
"P25","Javier Milei presidente - José Luis Espert vice por los liberales",0.018,0.013,0.064,0.001
"P25","Nicolás del Caño – Myriam Bregman",0.007,0.005,0.042,0.008
"P25","Otros candidatos",0.003,0.067,0.07,0.018
"P29","Cristina Fernández de Kirchner – Sergio Massa por el Frente de Todos",0.812,0.858,0.631,0.931
"P29","Mauricio Macri – María Eugenia Vidal por Cambiemos",0.044,0.037,0.119,0.019
"P29","Javier Milei – José Luis Espert por los liberales",0.078,0.046,0.1,0.007
"P29","Nicolás del Caño – Myriam Bregman por la izquierda",0.007,0.005,0.016,0.013
"P29","Otro candidato",0.059,0.054,0.134,0.03
"P31","Horacio Rodríguez Larreta presidente – Gerardo Morales vice por Cambiemos",0.028,0.136,0.179,0.055
"P31","Alberto Fernández presidente – Daniel Scioli vice por el Frente de Todos",0.717,0.622,0.423,0.589
"P31","Javier Milei presidente – José Luis Espert por los liberales",0.079,0.051,0.083,0.004
"P31","Nicolás del Caño presidente – Myriam Bregman vice por la izquierda",0.038,0.018,0.056,0.06
"P31","Otro candidato",0.138,0.173,0.259,0.292
"P33","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.686,0.776,0.418,0.635
"P33","Patricia Bullrich presidenta – María Eugenia Vidal vice por Cambiemos",0.054,0.08,0.17,0.028
"P33","Javier Milei presidente – José Luis Espert vice por los liberales",0.051,0.01,0.108,0.007
"P33","Nicolás del Caño presidente – Myriam Bregman vice por la izquierda",0.054,0.007,0.036,0.052
"P33","Otro candidato",0.155,0.127,0.268,0.278
"P35","Sergio Massa – Wado de Pedro por el Frente de Todos",0.576,0.72,0.472,0.595
"P35","Horacio Rodríguez Larreta - Gerardo Morales, por Cambiemos",0.115,0.141,0.106,0.076
"P35","Javier Milei – José Luis Espert por los liberales",0.032,0.011,0.133,0.013
"P35","Nicolás del Caño – Myriam Bregman por la izquierda",0.024,0.011,0.027,0.065
"P35","Otro candidato",0.253,0.117,0.262,0.251
"P37","Cristina Fernández de Kirchner – Sergio Massa por el Frente de Todos",0.802,0.808,0.622,0.884
"P37","Horacio Rodríguez Larreta- Gerardo Morales por Cambiemos",0.101,0.093,0.134,0.046
"P37","Javier Milei – José Luis Espert por los liberales",0.031,0.017,0.111,0.008
"P37","Nicolás del Caño – Myriam Bregman por la izquierda",0.023,0,0.004,0.008
"P37","Otro candidato",0.043,0.082,0.129,0.054
"P38","Sergio Massa – Wado de Pedro por el Frente de Todos",0.648,0.857,0.452,0.695
"P38","Mauricio Macri – María Eugenia Vidal por Cambiemos ",0.064,0.04,0.155,0.022
"P38","Javier Milei – José Luis Espert por los liberales",0.073,0.02,0.112,0.006
"P38","Nicolás del Caño – Myriam Bregman por la izquierda",0.024,0.006,0.04,0.036
"P38","Otro candidato",0.191,0.077,0.241,0.241
"P39","Cristina Fernández de Kirchner presidenta – Sergio Massa vice",0.953,0.821,0.642,0.942
"P39","Mauricio Macri presidente – María Eugenia Vidal vice",0.034,0.099,0.223,0.035
"P39","No sabe",0.013,0.08,0.135,0.023
"P40","Alberto Fernández presidente – Daniel Scioli vice",0.862,0.769,0.488,0.765
"P40","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.055,0.076,0.212,0.01
"P40","No sabe",0.083,0.155,0.3,0.225
"P41","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.706,0.864,0.506,0.774
"P41","Patricia Bullrich presidenta – María Eugenia Vidal vice por Cambiemos",0.057,0.057,0.213,0.011
"P41","No sabe",0.237,0.079,0.281,0.215
"P42","Cristina Fernández de Kirchner presidenta – Sergio Massa vice",0.915,0.891,0.627,0.939
"P42","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.03,0.06,0.234,0.01
"P42","No sabe",0.055,0.049,0.139,0.051
"P43","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.678,0.865,0.547,0.765
"P43","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.024,0.09,0.187,0.014
"P43","No sabe",0.298,0.045,0.266,0.221
"P44","Mauricio Macri – María Eugenia Vidal",0.083,0.291,0.164,0.108
"P44","Sergio Massa – Wado de Pedro",0.671,0.651,0.58,0.715
"P44","No sabe",0.246,0.058,0.256,0.177
"P45","Sergio Massa – Wado de Pedro",0.541,0.766,0.584,0.769
"P45","Javier Milei – José Luis Espert",0.146,0.147,0.123,0.067
"P45","No sabe",0.313,0.087,0.293,0.164
"P46","Horacio Rodríguez Larreta – Gerardo Morales",0.176,0.262,0.209,0.104
"P46","Javier Milei – José Luis Espert",0.009,0.062,0.124,0.014
"P46","No sabe",0.815,0.676,0.667,0.882
"P47","Muy buena",0.326,0.152,0.146,0.134
"P47","Buena",0.341,0.304,0.245,0.409
"P47","Ni buena ni mala",0.291,0.389,0.293,0.36
"P47","Mala",0.033,0.12,0.125,0.073
"P47","Muy mala",0.009,0.035,0.187,0.01
"P47","No sabe",0,0,0.004,0.014
"P48","Muy buena",0.443,0.127,0.103,0.09
"P48","Buena",0.35,0.357,0.265,0.396
"P48","Ni buena ni mala",0.152,0.373,0.257,0.382
"P48","Mala",0.018,0.101,0.143,0.111
"P48","Muy mala",0.037,0.042,0.232,0.012
"P48","No sabe",0,0,0,0.009
"P49","Muy buena",0.763,0.523,0.39,0.814
"P49","Buena",0.118,0.202,0.16,0.101
"P49","Ni buena ni mala",0.065,0.169,0.138,0.052
"P49","Mala",0.005,0.04,0.079,0.021
"P49","Muy mala",0.049,0.057,0.233,0.012
"P49","No sabe",0,0.009,0,0
"P50","Muy buena",0.109,0.14,0.062,0.091
"P50","Buena",0.061,0.037,0.09,0.009
"P50","Ni buena ni mala",0.079,0.121,0.077,0.014
"P50","Mala",0.256,0.211,0.245,0.094
"P50","Muy mala",0.495,0.482,0.522,0.792
"P50","No sabe",0,0.009,0.004,0
"P51","Muy buena",0.021,0.034,0.063,0.017
"P51","Buena",0.014,0.06,0.206,0
"P51","Ni buena ni mala",0.149,0.163,0.109,0.049
"P51","Mala",0.288,0.235,0.193,0.141
"P51","Muy mala",0.512,0.495,0.4,0.789
"P51","No sabe",0.016,0.013,0.029,0.004
"P52","Muy buena",0.196,0.348,0.137,0.072
"P52","Buena",0.264,0.254,0.299,0.33
"P52","Ni buena ni mala",0.333,0.188,0.263,0.399
"P52","Mala",0.08,0.096,0.125,0.079
"P52","Muy mala",0.127,0.101,0.142,0.116
"P52","No sabe",0,0.013,0.034,0.004
"P53","Muy buena",0.042,0.024,0.101,0.021
"P53","Buena",0.023,0.075,0.095,0.045
"P53","Ni buena ni mala",0.107,0.104,0.086,0.034
"P53","Mala",0.297,0.17,0.174,0.082
"P53","Muy mala",0.523,0.627,0.51,0.812
"P53","No sabe",0.008,0,0.034,0.006
"P54","Muy buena",0.028,0.004,0.061,0.018
"P54","Buena",0.009,0.029,0.085,0.001
"P54","Ni buena ni mala",0.165,0.146,0.138,0.028
"P54","Mala",0.21,0.167,0.149,0.076
"P54","Muy mala",0.556,0.651,0.521,0.873
"P54","No sabe",0.032,0.003,0.046,0.004
"P55","Muy buena",0.027,0.015,0.051,0.012
"P55","Buena",0.017,0.029,0.083,0
"P55","Ni buena ni mala",0.137,0.074,0.13,0.035
"P55","Mala",0.192,0.242,0.191,0.085
"P55","Muy mala",0.598,0.637,0.515,0.86
"P55","No sabe",0.029,0.003,0.03,0.008
"P56","Muy buena",0.236,0.118,0.115,0.107
"P56","Buena",0.414,0.299,0.249,0.38
"P56","Ni buena ni mala",0.161,0.242,0.281,0.375
"P56","Mala",0.098,0.147,0.141,0.029
"P56","Muy mala",0.091,0.185,0.212,0.107
"P56","No sabe",0,0.009,0.002,0.002
"P57","Muy buena",0.029,0.054,0.072,0.013
"P57","Buena",0.147,0.221,0.126,0.077
"P57","Ni buena ni mala",0.358,0.375,0.368,0.399
"P57","Mala",0.263,0.133,0.124,0.218
"P57","Muy mala",0.135,0.178,0.227,0.248
"P57","No sabe",0.068,0.039,0.083,0.045
"P58","Muy buena",0.046,0.014,0.028,0.003
"P58","Buena",0.077,0.087,0.062,0.016
"P58","Ni buena ni mala",0.278,0.303,0.298,0.125
"P58","Mala",0.152,0.222,0.183,0.164
"P58","Muy mala",0.402,0.326,0.362,0.64
"P58","No sabe",0.045,0.048,0.067,0.052
"P59","Siempre",0.408,0.306,0.25,0.398
"P59","Casi siempre",0.305,0.33,0.379,0.34
"P59","Casi nunca",0.205,0.246,0.216,0.16
"P59","Nunca, pero esta es una excepción",0.082,0.118,0.155,0.102
"P60","Si",0.569,0.572,0.578,0.604
"P60","No",0.431,0.428,0.422,0.396
