"var","categoria","A Alberto Fernández","A Sergio Massa","A algún candidato del peronismo","A algún candidato del kirchnerismo"
"P04","Tengo trabajo estable",0.323,0.48,0.446,0.517
"P04","Realizo changas o trabajos de vez en cuando",0.31,0.188,0.173,0.147
"P04","No tengo trabajo",0.197,0.12,0.205,0.153
"P04","Soy jubilado o pensionado",0.17,0.212,0.176,0.183
"P05","1",0.383,0.23,0.242,0.205
"P05","2",0.083,0.052,0.101,0.037
"P05","3",0.027,0.035,0.058,0.034
"P05","4",0.058,0.138,0.073,0.046
"P05","5",0.124,0.142,0.14,0.119
"P05","6",0.027,0.069,0.055,0.067
"P05","7",0.051,0.075,0.122,0.163
"P05","8",0.05,0.104,0.071,0.072
"P05","9",0.197,0.155,0.138,0.257
"P06","1",0.505,0.359,0.319,0.537
"P06","2",0.063,0.052,0.078,0.065
"P06","3",0.02,0.042,0.042,0.053
"P06","4",0.016,0.081,0.042,0.037
"P06","5",0.119,0.165,0.181,0.122
"P06","6",0.019,0.022,0.029,0.021
"P06","7",0.012,0.058,0.039,0.03
"P06","8",0.064,0.054,0.044,0.03
"P06","9",0.182,0.167,0.226,0.105
"P07","1",0.593,0.475,0.459,0.664
"P07","2",0.008,0.037,0.075,0.048
"P07","3",0.003,0.016,0.024,0.037
"P07","4",0.003,0.027,0.03,0.016
"P07","5",0.058,0.093,0.089,0.072
"P07","6",0.003,0.009,0.012,0.01
"P07","7",0.016,0.033,0.032,0.015
"P07","8",0.011,0.039,0.01,0.013
"P07","9",0.305,0.271,0.269,0.125
"P11","A Alberto Fernández",0.578,0.111,0.011,0.026
"P11","A Sergio Massa",0.044,0.465,0.017,0.016
"P11","A algún candidato del peronismo",0.028,0.037,0.615,0.011
"P11","A Cristina Fernández de Kirchner",0.35,0.387,0.357,0.947
"P14","Lo votaría",0.097,0.078,0.071,0.028
"P14","Puede que lo vote",0.057,0.056,0.145,0.015
"P14","Nunca lo votaría",0.762,0.697,0.721,0.892
"P14","No sabe",0.084,0.169,0.063,0.065
"P15","Lo votaría",0.272,0.482,0.149,0.154
"P15","Puede que lo vote",0.331,0.225,0.411,0.447
"P15","Nunca lo votaría",0.309,0.217,0.338,0.291
"P15","No sabe",0.088,0.076,0.102,0.108
"P16","Lo votaría",0.629,0.323,0.115,0.164
"P16","Puede que lo vote",0.267,0.421,0.394,0.511
"P16","Nunca lo votaría",0.056,0.175,0.359,0.201
"P16","No sabe",0.048,0.081,0.132,0.124
"P17","La votaría",0.79,0.622,0.516,0.881
"P17","Puede que la vote",0.086,0.209,0.177,0.081
"P17","Nunca la votaría",0.089,0.125,0.291,0.035
"P17","No sabe",0.035,0.044,0.016,0.003
"P18","Lo votaría",0.132,0.133,0.139,0.102
"P18","Puede que lo vote",0.117,0.12,0.105,0.012
"P18","Nunca lo votaría",0.681,0.727,0.709,0.865
"P18","No sabe",0.07,0.02,0.047,0.021
"P19","Lo votaría",0.04,0.039,0.078,0.028
"P19","Puede que lo vote",0.152,0.22,0.166,0.077
"P19","Nunca lo votaría",0.654,0.625,0.627,0.817
"P19","No sabe",0.154,0.116,0.129,0.078
"P20","La votaría",0.043,0.038,0.1,0.027
"P20","Puede que la vote",0.059,0.044,0.093,0.012
"P20","Nunca la votaría",0.835,0.868,0.767,0.942
"P20","No sabe",0.063,0.05,0.04,0.019
"P21","Lo votaría",0.057,0.021,0.111,0.024
"P21","Puede que lo vote",0.113,0.053,0.121,0.022
