"var","categoria","Muy buena","Buena","Ni buena ni mala","Mala","Muy mala","No sabe"
"P07","Del Frente de Todos y el peronismo",0.335,0.106,0.179,0.376,0.559,0.178
"P07","De Cambiemos",0.505,0.621,0.37,0.145,0.124,0.093
"P07","De los Liberales libertarios",0.056,0.181,0.262,0.305,0.208,0.291
"P07","De la Izquierda",0.008,0.007,0.021,0.034,0.025,0
"P07","No sabe",0.096,0.085,0.168,0.14,0.084,0.438
"P09","A Alberto Fernández",0.299,0.481,0.224,0.132,0.109,0.441
"P09","A Sergio Massa",0.103,0.038,0.189,0.125,0.097,0.452
"P09","A algún candidato del peronismo",0.104,0.332,0.199,0.076,0.084,0.107
"P09","A algún candidato del kirchnerismo",0.494,0.149,0.388,0.667,0.71,0
"P10","A Alberto Fernández",0.117,0.451,0.257,0.054,0.025,0
"P10","A Sergio Massa",0.008,0.068,0.162,0.059,0.053,0
"P10","A algún candidato del peronismo",0.14,0.332,0.147,0.042,0.055,0.548
"P10","A Cristina Fernández de Kirchner",0.735,0.149,0.434,0.845,0.867,0.452
"P11","A Horacio Rodriguez Larreta",0.422,0.155,0.11,0.214,0.066,0
"P11","A Patricia Bullrich",0.47,0.74,0.818,0.615,0.702,0.398
"P11","A Facundo Manes",0.065,0.08,0.041,0.083,0.107,0.602
"P11","A Gerardo Morales",0.043,0.025,0.031,0.088,0.125,0
"P12","Lo votaria",0.281,0.085,0.186,0.343,0.479,0.06
"P12","Puede que lo vote",0.146,0.243,0.173,0.183,0.115,0.09
"P12","Nunca lo votaría",0.469,0.541,0.516,0.357,0.315,0.312
"P12","No sabe",0.104,0.131,0.125,0.117,0.091,0.538
"P13","Lo votaria",0.374,0.26,0.158,0.088,0.108,0
"P13","Puede que lo vote",0.199,0.412,0.301,0.221,0.11,0.176
"P13","Nunca lo votaría",0.369,0.19,0.384,0.579,0.658,0.347
"P13","No sabe",0.058,0.138,0.157,0.112,0.124,0.477
"P14","Lo votaria",0.141,0.085,0.098,0.062,0.033,0.025
"P14","Puede que lo vote",0.158,0.23,0.252,0.048,0.072,0.119
"P14","Nunca lo votaría",0.425,0.3,0.263,0.468,0.552,0.128
"P14","No sabe",0.276,0.385,0.387,0.422,0.343,0.728
"P15","Lo votaria",0.114,0.037,0.035,0.024,0.043,0
"P15","Puede que lo vote",0.151,0.147,0.151,0.133,0.122,0.026
"P15","Nunca lo votaría",0.446,0.448,0.413,0.438,0.537,0.244
"P15","No sabe",0.289,0.368,0.401,0.405,0.298,0.73
"P16","Lo votaria",0.14,0.029,0.038,0.02,0.021,0
"P16","Puede que lo vote",0.04,0.122,0.117,0.027,0.045,0
"P16","Nunca lo votaría",0.508,0.381,0.376,0.47,0.548,0.207
"P16","No sabe",0.312,0.468,0.469,0.483,0.386,0.793
"P17","Lo votaria",0.139,0.009,0.053,0.006,0.004,0.025
"P17","Puede que lo vote",0.071,0.133,0.131,0.022,0.037,0
"P17","Nunca lo votaría",0.49,0.436,0.386,0.492,0.588,0.247
"P17","No sabe",0.3,0.422,0.43,0.48,0.371,0.728
"P18","Lucas Ghi con el  apoyo de Axel Kicillof y Cristina Fernández de Kirchner por el Frente de Todos",0.204,0.071,0.183,0.388,0.495,0.113
"P18","A Martin Marinucci con el apoyo de Axel Kicillof y Sergio Massa  por el Frente de Todos",0.018,0.082,0.046,0.081,0.025,0.13
"P18","A Ramiro Tagliaferro con el  apoyo de Horacio Rodríguez Larreta y Mauricio Macri por Juntos por el Cambio",0.296,0.237,0.186,0.109,0.088,0.068
"P18","A Analía Zapulla con el apoyo  de Patricia Bullrich y Mauricio Macri por Juntos por el Cambio",0.275,0.317,0.285,0.164,0.082,0.286
"P18","Al candidato de José Luis Espert por Juntos por el Cambio",0.034,0.06,0.028,0.05,0.033,0.025
"P18","A Roly Moretto con el apoyo de Facundo Manes por Juntos por el Cambio",0.125,0.071,0.075,0.061,0.071,0
"P18","A Ariel Diguan con el apoyo de Javier Milei por la Libertad Avanza",0.025,0.11,0.125,0.117,0.13,0.147
"P18","Al candidato del Frente de Izquierda",0,0.005,0.016,0.012,0.027,0
"P18","No sabe",0.023,0.047,0.056,0.018,0.049,0.231
"P19","A Scioli Presidente, Kiciloff Gobernador y Lucas Ghi Intendente por el Frente de Todos",0.295,0.033,0.145,0.344,0.437,0.156
"P19","A Scioli Presidente, Kiciloff Gobernador y  Martin Marinucci Intendente por el Frente de Todos",0.057,0.089,0.069,0.09,0.044,0.041
"P19","A Horacio Rodríguez Larreta Presidente, Santilli Gobernador y Ramiro Tagliaferro Intendente por Juntos por el Cambio",0.347,0.186,0.12,0.043,0.016,0.026
"P19","A Patricia Presidenta, Joaquín De la Torre Gobernador y Analia Zapulla Intendenta por Juntos por el Cambio",0.177,0.414,0.274,0.134,0.111,0.285
"P19","A Javier Millei Presidente, su candidato a Gobernador y Ariel Diguan Intendente por la Libertad Avanza",0.073,0.158,0.252,0.206,0.171,0.079
"P19","A los candidatos a Presidente, Gobernador e Intendente del Frente de Izquierda",0,0,0.015,0.058,0.051,0
"P19","No sabe",0.051,0.12,0.125,0.125,0.17,0.413
"P20","A Lucas Ghi con el  apoyo de Axel Kicilof, Cristina Fernández de Kirchner, Sergio Massa y Alberto Fernández por el Frente de Todos",0.261,0.1,0.226,0.458,0.572,0.418
"P20","A Ramiro Tagliaferro con el  apoyo de Horacio Rodríguez Larreta, Mauricio Macri y Patricia Bullrich por Juntos por el Cambio",0.458,0.48,0.38,0.183,0.104,0.025
"P20","A Ariel Diguan con el apoyo de Javier Millei por la Libertad Avanza",0.163,0.196,0.224,0.196,0.15,0
"P20","Al candidato del Frente de Izquierda",0.047,0.066,0.051,0.017,0.043,0.149
"P20","No sabe",0.071,0.158,0.119,0.146,0.131,0.408
"P21","A Lucas Ghi con el  apoyo de Axel Kicilof, Cristina Fernández de Kirchner, Sergio Massa y Alberto Fernández por el Frente de Todos",0.29,0.077,0.236,0.496,0.555,0.286
"P21","A Analía Zapulla con el apoyo  de Patricia Bullrich y Mauricio Macri por Juntos por el Cambio",0.518,0.625,0.369,0.173,0.154,0.176
"P21","A Ariel Diguan con el apoyo de Javier Millei por la Libertad Avanza",0.049,0.156,0.264,0.219,0.155,0
"P21","Al candidato del Frente de Izquierda",0,0.014,0.027,0,0.036,0.109
