"var","categoria","Totalmente seguro","Bastante seguro","Algo seguro","Para nada seguro"
"P10_imputadas","A Daniel Passerini intendente y Javier Pretto viceintendente por Hacemos Unidos Por Córdoba",0.442,0.395,0.427,0.216
"P10_imputadas","A Rodrigo de Loredo intendente y Soher el Sukaria viceintendenta por Juntos por el Cambio",0.436,0.488,0.369,0.385
"P10_imputadas","A Verónica Sikora intendenta y Enrique Rigatuso viceintendente por La Libertad Primero",0.026,0.023,0.07,0.142
"P10_imputadas","A Juan Pablo Quinteros intendente y Gabriel Ratner viceintendente por Somos Córdoba",0.018,0.028,0.052,0.084
"P10_imputadas","A Jorge Scala intendente y Paola Janett González Cuevas viceintendenta por el Partido Demócrata",0.008,0.009,0.008,0.008
"P10_imputadas","A Humberto Spaccesi intendente y Silvia Peñaloza viceintendenta por Córdoba de Todos",0.014,0.022,0.007,0
"P10_imputadas","A César Orgaz intendente y Gonzalo Frontera viceintendente por Encuentro Vecinal Córdoba",0.011,0.006,0.003,0.018
"P10_imputadas","A Laura Vilches intendenta y Virginia Caldera Marsengo viceintendenta por El Frente De Izquierda y De Trabajadores-Unidad",0.034,0.021,0.034,0.074
"P10_imputadas","A los candidatos de otros partidos políticos",0.011,0.008,0.03,0.073
