"var","categoria","Siempre","Casi siempre","Casi nunca","Nunca, pero esta es una excepción"
"P08","Unión por la Patria",0.358,0.274,0.307,0.261
"P08","Juntos por el Cambio",0.359,0.394,0.328,0.271
"P08","De los Liberales libertarios",0.064,0.104,0.09,0.068
"P08","De la Izquierda",0.024,0.04,0.02,0.06
"P08","Hacemos por nuestro país",0.059,0.061,0.06,0.034
"P08","Otro",0.017,0.032,0.058,0.024
"P08","En blanco",0.042,0.024,0.053,0.049
"P08","No sabe",0.077,0.071,0.084,0.233
"P10","A Daniel Passerini intendente y Javier Pretto viceintendente por Hacemos Unidos Por Córdoba",0.467,0.384,0.423,0.326
"P10","A Rodrigo de Loredo intendente y Soher el Sukaria viceintendenta por Juntos por el Cambio",0.413,0.427,0.345,0.319
"P10","A Verónica Sikora intendenta y Enrique Rigatuso viceintendente por La Libertad Primero",0.037,0.046,0.025,0.055
"P10","A Juan Pablo Quinteros intendente y Gabriel Ratner viceintendente por Somos Córdoba",0.018,0.041,0.024,0.064
"P10","A Jorge Scala intendente y Paola Janett González Cuevas viceintendenta por el Partido Demócrata",0.005,0.007,0.012,0
"P10","A Humberto Spaccesi intendente y Silvia Peñaloza viceintendenta por Córdoba de Todos",0.005,0.014,0.021,0.03
"P10","A César Orgaz intendente y Gonzalo Frontera viceintendente por Encuentro Vecinal Córdoba",0.013,0.008,0.016,0.005
"P10","A Laura Vilches intendenta y Virginia Caldera Marsengo viceintendenta por El Frente De Izquierda y De Trabajadores-Unidad",0.025,0.017,0.044,0.042
"P10","A los candidatos de otros partidos políticos",0.009,0.018,0.023,0.017
"P10","No sabe",0.008,0.038,0.067,0.142
"P12","Totalmente seguro",0.763,0.652,0.539,0.629
"P12","Bastante seguro",0.118,0.22,0.183,0.103
"P12","Algo seguro",0.07,0.086,0.146,0.11
"P12","Para nada seguro",0.049,0.042,0.132,0.158
"P13","Tiene Decidido que va a ir a votar",0.971,0.935,0.879,0.898
"P13","Tiene dudas sobre si va a ir a  votar",0.029,0.065,0.121,0.102
"P14","Si",0.694,0.57,0.336,0.229
"P14","No",0.306,0.43,0.664,0.771
