"var","categoria","1","2","3","4","5","6","7","8","9"
"P04","Tengo trabajo estable",0.377,0.363,0.495,0.425,0.426,0.486,0.544,0.532,0.376
"P04","Realizo changas o trabajos de vez en cuando",0.214,0.323,0.206,0.19,0.223,0.169,0.144,0.153,0.221
"P04","No tengo trabajo",0.237,0.164,0.175,0.189,0.189,0.143,0.129,0.152,0.239
"P04","Soy jubilado o pensionado",0.172,0.15,0.124,0.196,0.162,0.202,0.183,0.163,0.164
"P05","1",0.418,0.281,0.181,0.121,0.163,0.11,0.213,0.211,0.445
"P05","2",0.057,0.261,0.042,0.038,0.068,0.032,0.052,0.118,0.087
"P05","3",0.042,0.057,0.19,0.066,0.049,0.074,0.102,0.108,0.058
"P05","4",0.043,0.042,0.064,0.314,0.075,0.13,0.149,0.09,0.043
"P05","5",0.085,0.097,0.187,0.224,0.473,0.254,0.186,0.193,0.085
"P05","6",0.026,0.04,0.069,0.096,0.036,0.22,0.055,0.025,0.012
"P05","7",0.044,0.09,0.143,0.068,0.053,0.088,0.173,0.052,0.022
"P05","8",0.043,0.063,0.067,0.036,0.017,0.049,0.024,0.138,0.022
"P05","9",0.242,0.069,0.057,0.037,0.066,0.043,0.046,0.065,0.226
"P07","1",0.592,0.344,0.371,0.264,0.267,0.267,0.234,0.208,0.259
"P07","2",0.022,0.227,0.066,0.037,0.03,0.034,0.029,0.044,0.009
"P07","3",0.006,0.02,0.193,0.034,0.028,0.035,0.046,0.029,0.01
"P07","4",0.004,0.012,0.047,0.161,0.016,0.053,0.017,0.027,0.011
"P07","5",0.032,0.049,0.052,0.097,0.298,0.082,0.137,0.105,0.076
"P07","6",0.006,0.012,0.007,0.017,0.026,0.157,0.038,0.014,0.01
"P07","7",0.003,0.002,0.031,0.034,0.039,0.036,0.216,0.052,0.027
"P07","8",0.005,0.037,0.031,0.06,0.044,0.057,0.056,0.24,0.021
"P07","9",0.33,0.297,0.202,0.296,0.252,0.279,0.227,0.281,0.577
"P09","Del Frente de Todos y el peronismo",0.501,0.409,0.428,0.312,0.251,0.182,0.181,0.192,0.205
"P09","De Cambiemos",0.226,0.257,0.229,0.251,0.303,0.366,0.403,0.362,0.341
"P09","De los Liberales libertarios",0.07,0.099,0.108,0.115,0.15,0.185,0.244,0.274,0.254
"P09","De la Izquierda",0.038,0.061,0.04,0.043,0.029,0.028,0.014,0.021,0.028
"P09","No sabe",0.165,0.174,0.195,0.279,0.267,0.239,0.158,0.151,0.172
"P10","A Alberto Fernández",0.227,0.136,0.127,0.166,0.158,0.135,0.059,0.237,0.313
"P10","A Sergio Massa",0.128,0.164,0.134,0.26,0.212,0.229,0.357,0.192,0.188
"P10","A algún candidato del peronismo",0.145,0.198,0.199,0.176,0.308,0.282,0.228,0.216,0.229
