"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Buenos Aires","Fernandez","Macri","Lavagna"
"Siempre",0.319,0.31,0.327,0.281,0.315,0.33,0.353,0.352,0.303,0.307,0.313,0.349,0.267,0.317,0.36,0.326,0.298
"Casi siempre",0.37,0.362,0.378,0.344,0.344,0.413,0.398,0.32,0.368,0.424,0.387,0.321,0.362,0.379,0.361,0.381,0.426
"Casi nunca",0.212,0.229,0.197,0.236,0.24,0.179,0.17,0.211,0.227,0.193,0.201,0.23,0.23,0.212,0.18,0.206,0.212
"Nunca, pero esta es una excepción",0.099,0.099,0.098,0.139,0.101,0.078,0.079,0.117,0.102,0.076,0.099,0.1,0.141,0.092,0.099,0.087,0.064
