"var","categoria","A Alberto Fernández","A Sergio Massa","A algún candidato del peronismo","A algún candidato del kirchnerismo"
"P24","Puede que lo vote",0.137,0.177,0.105,0.06
"P24","Nunca lo votaría",0.623,0.674,0.705,0.839
"P24","No sabe",0.194,0.109,0.137,0.077
"P25","Mauricio Macri presidente – María Eugenia Vidal vice por Cambiemos",0.054,0.027,0.107,0.019
"P25","Horacio Rodríguez Larreta presidente - Gerardo Morales vice por Cambiemos",0.039,0.058,0.111,0.002
"P25","Alberto Fernández presidente – Daniel Scioli vice por el Frente de Todos",0.226,0.103,0.056,0.018
"P25","Cristina Fernández de Kirchner presidenta  - Sergio Massa vice por el Frente de Todos",0.65,0.713,0.549,0.933
"P25","Javier Milei presidente - José Luis Espert vice por los liberales",0.025,0.017,0.065,0.005
"P25","Nicolás del Caño – Myriam Bregman",0.004,0.008,0.02,0.006
"P25","Otros candidatos",0.002,0.074,0.092,0.017
"P29","Cristina Fernández de Kirchner – Sergio Massa por el Frente de Todos",0.819,0.822,0.576,0.932
"P29","Mauricio Macri – María Eugenia Vidal por Cambiemos",0.057,0.037,0.156,0.02
"P29","Javier Milei – José Luis Espert por los liberales",0.058,0.039,0.098,0.008
"P29","Nicolás del Caño – Myriam Bregman por la izquierda",0.015,0.003,0.009,0.006
"P29","Otro candidato",0.051,0.099,0.161,0.034
"P31","Horacio Rodríguez Larreta presidente – Gerardo Morales vice por Cambiemos",0.096,0.127,0.164,0.075
"P31","Alberto Fernández presidente – Daniel Scioli vice por el Frente de Todos",0.706,0.618,0.372,0.594
"P31","Javier Milei presidente – José Luis Espert por los liberales",0.061,0.043,0.112,0.016
"P31","Nicolás del Caño presidente – Myriam Bregman vice por la izquierda",0.02,0.023,0.031,0.042
"P31","Otro candidato",0.117,0.189,0.321,0.273
"P33","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.599,0.753,0.412,0.651
"P33","Patricia Bullrich presidenta – María Eugenia Vidal vice por Cambiemos",0.099,0.079,0.183,0.037
"P33","Javier Milei presidente – José Luis Espert vice por los liberales",0.041,0.014,0.107,0.015
"P33","Nicolás del Caño presidente – Myriam Bregman vice por la izquierda",0.05,0.013,0.027,0.049
"P33","Otro candidato",0.211,0.141,0.271,0.248
"P35","Sergio Massa – Wado de Pedro por el Frente de Todos",0.526,0.7,0.426,0.637
"P35","Horacio Rodríguez Larreta - Gerardo Morales, por Cambiemos",0.128,0.129,0.151,0.069
"P35","Javier Milei – José Luis Espert por los liberales",0.043,0.012,0.117,0.023
"P35","Nicolás del Caño – Myriam Bregman por la izquierda",0.034,0.012,0.02,0.052
"P35","Otro candidato",0.269,0.147,0.286,0.219
"P37","Cristina Fernández de Kirchner – Sergio Massa por el Frente de Todos",0.735,0.781,0.57,0.9
"P37","Horacio Rodríguez Larreta- Gerardo Morales por Cambiemos",0.102,0.081,0.169,0.041
"P37","Javier Milei – José Luis Espert por los liberales",0.033,0.035,0.098,0.013
"P37","Nicolás del Caño – Myriam Bregman por la izquierda",0.012,0.005,0.008,0.012
"P37","Otro candidato",0.118,0.098,0.155,0.034
"P38","Sergio Massa – Wado de Pedro por el Frente de Todos",0.619,0.809,0.466,0.728
"P38","Mauricio Macri – María Eugenia Vidal por Cambiemos ",0.067,0.042,0.198,0.023
"P38","Javier Milei – José Luis Espert por los liberales",0.054,0.018,0.089,0.012
"P38","Nicolás del Caño – Myriam Bregman por la izquierda",0.024,0.012,0.04,0.036
"P38","Otro candidato",0.236,0.119,0.207,0.201
"P39","Cristina Fernández de Kirchner presidenta – Sergio Massa vice",0.84,0.786,0.569,0.939
"P39","Mauricio Macri presidente – María Eugenia Vidal vice",0.087,0.086,0.254,0.037
"P39","No sabe",0.073,0.128,0.177,0.024
"P40","Alberto Fernández presidente – Daniel Scioli vice",0.814,0.71,0.442,0.777
"P40","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.07,0.071,0.213,0.014
"P40","No sabe",0.116,0.219,0.345,0.209
"P41","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.667,0.802,0.485,0.798
"P41","Patricia Bullrich presidenta – María Eugenia Vidal vice por Cambiemos",0.072,0.057,0.221,0.019
"P41","No sabe",0.261,0.141,0.294,0.183
"P42","Cristina Fernández de Kirchner presidenta – Sergio Massa vice",0.864,0.847,0.57,0.943
"P42","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.056,0.066,0.217,0.012
"P42","No sabe",0.08,0.087,0.213,0.045
"P43","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.657,0.815,0.529,0.806
"P43","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.068,0.08,0.228,0.011
"P43","No sabe",0.275,0.105,0.243,0.183
"P44","Mauricio Macri – María Eugenia Vidal",0.153,0.25,0.218,0.104
"P44","Sergio Massa – Wado de Pedro",0.524,0.645,0.545,0.738
"P44","No sabe",0.323,0.105,0.237,0.158
"P45","Sergio Massa – Wado de Pedro",0.522,0.68,0.566,0.766
"P45","Javier Milei – José Luis Espert",0.161,0.196,0.177,0.076
"P45","No sabe",0.317,0.124,0.257,0.158
"P46","Horacio Rodríguez Larreta – Gerardo Morales",0.21,0.286,0.215,0.109
"P46","Javier Milei – José Luis Espert",0.038,0.116,0.152,0.031
"P46","No sabe",0.752,0.598,0.633,0.86
"P47","Muy buena",0.305,0.15,0.118,0.144
"P47","Buena",0.292,0.346,0.231,0.394
"P47","Ni buena ni mala",0.356,0.377,0.289,0.348
"P47","Mala",0.022,0.1,0.143,0.083
"P47","Muy mala",0.025,0.027,0.205,0.018
"P47","No sabe",0,0,0.014,0.013
"P48","Muy buena",0.389,0.17,0.056,0.105
"P48","Buena",0.366,0.355,0.235,0.402
"P48","Ni buena ni mala",0.161,0.304,0.298,0.361
"P48","Mala",0.022,0.111,0.158,0.104
"P48","Muy mala",0.058,0.06,0.241,0.02
"P48","No sabe",0.004,0,0.012,0.008
"P49","Muy buena",0.624,0.527,0.345,0.821
"P49","Buena",0.176,0.217,0.146,0.11
"P49","Ni buena ni mala",0.083,0.134,0.158,0.042
"P49","Mala",0.038,0.063,0.062,0.016
"P49","Muy mala",0.06,0.051,0.288,0.011
"P49","No sabe",0.019,0.008,0.001,0
"P50","Muy buena",0.11,0.167,0.113,0.096
"P50","Buena",0.069,0.052,0.087,0.02
"P50","Ni buena ni mala",0.111,0.1,0.108,0.017
"P50","Mala",0.293,0.216,0.197,0.109
"P50","Muy mala",0.397,0.447,0.492,0.758
"P50","No sabe",0.02,0.018,0.003,0
"P51","Muy buena",0.036,0.018,0.078,0.013
"P51","Buena",0.049,0.091,0.18,0.01
"P51","Ni buena ni mala",0.18,0.18,0.146,0.053
"P51","Mala",0.255,0.203,0.199,0.145
"P51","Muy mala",0.397,0.475,0.369,0.769
"P51","No sabe",0.083,0.033,0.028,0.01
"P52","Muy buena",0.25,0.339,0.1,0.076
"P52","Buena",0.249,0.347,0.282,0.342
"P52","Ni buena ni mala",0.257,0.136,0.303,0.38
"P52","Mala",0.082,0.086,0.124,0.076
"P52","Muy mala",0.112,0.08,0.172,0.117
"P52","No sabe",0.05,0.012,0.019,0.009
"P53","Muy buena",0.079,0.062,0.122,0.019
"P53","Buena",0.03,0.122,0.071,0.052
"P53","Ni buena ni mala",0.153,0.1,0.13,0.049
"P53","Mala",0.288,0.177,0.16,0.075
"P53","Muy mala",0.419,0.539,0.487,0.795
"P53","No sabe",0.031,0,0.03,0.01
"P54","Muy buena",0.071,0.053,0.062,0.013
"P54","Buena",0.032,0.042,0.082,0.01
"P54","Ni buena ni mala",0.163,0.159,0.192,0.035
"P54","Mala",0.229,0.169,0.175,0.094
"P54","Muy mala",0.405,0.571,0.456,0.828
"P54","No sabe",0.1,0.006,0.033,0.02
"P55","Muy buena",0.038,0.044,0.062,0.009
"P55","Buena",0.047,0.07,0.101,0.006
"P55","Ni buena ni mala",0.178,0.066,0.177,0.037
"P55","Mala",0.229,0.239,0.193,0.102
"P55","Muy mala",0.434,0.576,0.45,0.837
"P55","No sabe",0.074,0.005,0.017,0.009
"P56","Muy buena",0.217,0.154,0.096,0.137
"P56","Buena",0.35,0.284,0.258,0.381
"P56","Ni buena ni mala",0.212,0.277,0.295,0.326
"P56","Mala",0.065,0.133,0.124,0.044
"P56","Muy mala",0.104,0.145,0.224,0.103
"P56","No sabe",0.052,0.007,0.003,0.009
"P57","Muy buena",0.052,0.084,0.068,0.019
"P57","Buena",0.141,0.184,0.1,0.086
"P57","Ni buena ni mala",0.32,0.424,0.393,0.367
"P57","Mala",0.198,0.151,0.153,0.187
"P57","Muy mala",0.102,0.119,0.177,0.268
"P57","No sabe",0.187,0.038,0.109,0.073
"P58","Muy buena",0.034,0.033,0.05,0.007
"P58","Buena",0.08,0.103,0.095,0.019
"P58","Ni buena ni mala",0.246,0.286,0.327,0.129
"P58","Mala",0.165,0.202,0.165,0.169
"P58","Muy mala",0.29,0.317,0.27,0.621
"P58","No sabe",0.185,0.059,0.093,0.055
"P59","Siempre",0.377,0.313,0.294,0.364
"P59","Casi siempre",0.318,0.316,0.355,0.369
"P59","Casi nunca",0.188,0.249,0.231,0.161
"P59","Nunca, pero esta es una excepción",0.117,0.122,0.12,0.106
"P60","Si",0.618,0.632,0.535,0.629
"P60","No",0.382,0.368,0.465,0.371
