"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Buenos Aires","Fernandez","Macri","Lavagna"
"A Horacio Rodriguez Larreta",0.272,0.271,0.273,0.268,0.31,0.254,0.22,0.344,0.234,0.251,0.274,0.304,0.29,0.254,0.273,0.259,0.307
"A Mauricio Macri",0.344,0.333,0.354,0.384,0.317,0.336,0.374,0.307,0.388,0.323,0.35,0.316,0.338,0.352,0.266,0.376,0.136
"A Patricia Bullrich",0.253,0.248,0.256,0.224,0.226,0.295,0.278,0.234,0.245,0.281,0.252,0.257,0.19,0.26,0.202,0.267,0.228
"A Facundo Manes",0.092,0.098,0.088,0.074,0.103,0.091,0.088,0.088,0.096,0.092,0.096,0.061,0.111,0.1,0.186,0.066,0.235
"A Gerardo Morales",0.039,0.05,0.029,0.05,0.044,0.024,0.04,0.027,0.037,0.053,0.028,0.062,0.071,0.034,0.073,0.032,0.094
