"var","categoria","Siempre","Casi siempre","Casi nunca","Nunca, pero esta es una excepción"
"P04","Tengo trabajo estable",0.433,0.448,0.492,0.453
"P04","Realizo changas o trabajos de vez en cuando",0.167,0.175,0.202,0.174
"P04","No tengo trabajo",0.19,0.17,0.173,0.194
"P04","Soy jubilado o pensionado",0.21,0.207,0.133,0.179
"P05","1",0.325,0.294,0.326,0.317
"P05","2",0.069,0.072,0.074,0.062
"P05","3",0.073,0.068,0.076,0.062
"P05","4",0.074,0.091,0.077,0.079
"P05","5",0.165,0.205,0.168,0.233
"P05","6",0.048,0.043,0.045,0.032
"P05","7",0.054,0.075,0.076,0.053
"P05","8",0.041,0.054,0.045,0.025
"P05","9",0.151,0.098,0.113,0.137
"P06","1",0.305,0.209,0.21,0.283
"P06","2",0.045,0.051,0.06,0.045
"P06","3",0.036,0.041,0.035,0.032
"P06","4",0.027,0.046,0.045,0.029
"P06","5",0.177,0.202,0.207,0.194
"P06","6",0.051,0.054,0.048,0.032
"P06","7",0.062,0.075,0.069,0.074
"P06","8",0.062,0.077,0.07,0.062
"P06","9",0.235,0.245,0.256,0.249
"P07","1",0.368,0.345,0.306,0.336
"P07","2",0.028,0.036,0.033,0.067
"P07","3",0.033,0.028,0.033,0.017
"P07","4",0.017,0.024,0.024,0.025
"P07","5",0.112,0.123,0.147,0.095
"P07","6",0.019,0.029,0.027,0.013
"P07","7",0.033,0.042,0.038,0.045
"P07","8",0.039,0.052,0.056,0.039
"P07","9",0.351,0.321,0.336,0.363
"P09","Del Frente de Todos y el peronismo",0.338,0.291,0.275,0.347
"P09","De Cambiemos",0.369,0.338,0.283,0.253
"P09","De los Liberales libertarios",0.15,0.206,0.234,0.166
"P09","De la Izquierda",0.024,0.027,0.037,0.039
"P09","No sabe",0.119,0.138,0.171,0.195
"P10","A Alberto Fernández",0.164,0.136,0.145,0.154
"P10","A Sergio Massa",0.147,0.146,0.209,0.174
"P10","A algún candidato del peronismo",0.168,0.199,0.236,0.21
"P10","A algún candidato del kirchnerismo",0.521,0.519,0.41,0.462
"P11","A Alberto Fernández",0.085,0.069,0.073,0.082
"P11","A Sergio Massa",0.086,0.08,0.116,0.082
"P11","A algún candidato del peronismo",0.141,0.153,0.205,0.08
"P11","A Cristina Fernández de Kirchner",0.688,0.698,0.606,0.756
"P12","A Horacio Rodriguez Larreta",0.242,0.266,0.249,0.274
"P12","A Mauricio Macri",0.377,0.335,0.361,0.247
"P12","A Patricia Bullrich",0.264,0.276,0.254,0.316
"P12","A Facundo Manes",0.072,0.093,0.091,0.077
"P12","A Gerardo Morales",0.045,0.03,0.045,0.086
"P13","Seguro lo votaria",0.234,0.201,0.178,0.258
"P13","Quizás lo votaría",0.3,0.352,0.375,0.269
"P13","Nunca lo votaría",0.466,0.447,0.447,0.473
"P14","Lo votaría",0.286,0.242,0.215,0.188
"P14","Puede que lo vote",0.163,0.229,0.224,0.135
"P14","Nunca lo votaría",0.473,0.433,0.466,0.51
"P14","No sabe",0.078,0.096,0.095,0.167
"P15","Lo votaría",0.154,0.114,0.13,0.117
"P15","Puede que lo vote",0.201,0.209,0.177,0.176
"P15","Nunca lo votaría",0.588,0.604,0.602,0.554
"P15","No sabe",0.057,0.073,0.091,0.153
"P16","Lo votaría",0.132,0.073,0.076,0.13
"P16","Puede que lo vote",0.172,0.169,0.162,0.154
"P16","Nunca lo votaría",0.649,0.693,0.679,0.599
"P16","No sabe",0.047,0.065,0.083,0.117
"P17","La votaría",0.297,0.253,0.214,0.32
"P17","Puede que la vote",0.061,0.057,0.076,0.067
"P17","Nunca la votaría",0.624,0.664,0.665,0.561
"P17","No sabe",0.018,0.026,0.045,0.052
"P18","Lo votaría",0.198,0.178,0.134,0.15
"P18","Puede que lo vote",0.228,0.258,0.234,0.161
"P18","Nunca lo votaría",0.528,0.501,0.551,0.562
"P18","No sabe",0.046,0.063,0.081,0.127
"P19","Lo votaría",0.122,0.097,0.072,0.064
"P19","Puede que lo vote",0.235,0.287,0.259,0.15
"P19","Nunca lo votaría",0.555,0.504,0.511,0.567
