"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Buenos Aires","Fernandez","Macri","Lavagna"
"Mauricio Macri – María Eugenia Vidal",0.411,0.396,0.425,0.355,0.403,0.439,0.458,0.355,0.412,0.469,0.44,0.387,0.333,0.409,0.171,0.69,0.299
"Sergio Massa – Wado de Pedro",0.306,0.3,0.312,0.287,0.31,0.308,0.318,0.314,0.3,0.307,0.289,0.286,0.353,0.324,0.569,0.16,0.254
"No sabe",0.283,0.304,0.263,0.358,0.287,0.253,0.224,0.331,0.288,0.224,0.271,0.327,0.314,0.267,0.26,0.15,0.447
