"var","categoria","A Alberto Fernández","A Sergio Massa","A algún candidato del peronismo","A Cristina Fernández de Kirchner"
"P04","Tengo trabajo estable",0.252,0.429,0.459,0.508
"P04","Realizo changas o trabajos de vez en cuando",0.326,0.227,0.178,0.154
"P04","No tengo trabajo",0.297,0.179,0.195,0.142
"P04","Soy jubilado o pensionado",0.125,0.165,0.168,0.196
"P05","1",0.392,0.247,0.337,0.202
"P05","2",0.078,0.1,0.101,0.041
"P05","3",0.057,0.064,0.053,0.035
"P05","4",0.04,0.073,0.098,0.038
"P05","5",0.09,0.161,0.139,0.128
"P05","6",0.037,0.05,0.032,0.07
"P05","7",0.027,0.046,0.071,0.147
"P05","8",0.046,0.046,0.041,0.091
"P05","9",0.233,0.213,0.128,0.248
"P06","1",0.488,0.313,0.293,0.489
"P06","2",0.054,0.046,0.042,0.072
"P06","3",0.037,0.031,0.036,0.064
"P06","4",0.046,0.094,0.048,0.04
"P06","5",0.093,0.192,0.237,0.135
"P06","6",0.007,0.043,0.023,0.027
"P06","7",0.012,0.061,0.043,0.031
"P06","8",0.037,0.047,0.042,0.034
"P06","9",0.226,0.173,0.236,0.108
"P07","1",0.454,0.39,0.406,0.645
"P07","2",0.016,0.025,0.036,0.039
"P07","3",0.006,0.017,0.012,0.039
"P07","4",0.012,0.014,0.035,0.017
"P07","5",0.034,0.108,0.124,0.066
"P07","6",0.013,0.046,0.014,0.01
"P07","7",0.014,0.043,0.033,0.015
"P07","8",0.02,0.041,0.03,0.015
"P07","9",0.431,0.316,0.31,0.154
"P10","A Alberto Fernández",0.841,0.111,0.077,0.1
"P10","A Sergio Massa",0.083,0.751,0.046,0.119
"P10","A algún candidato del peronismo",0.013,0.088,0.827,0.113
"P10","A algún candidato del kirchnerismo",0.063,0.05,0.05,0.668
"P14","Lo votaría",0.196,0.101,0.155,0.011
"P14","Puede que lo vote",0.093,0.168,0.134,0.019
"P14","Nunca lo votaría",0.635,0.687,0.653,0.864
"P14","No sabe",0.076,0.044,0.058,0.106
"P15","Lo votaría",0.258,0.591,0.165,0.181
"P15","Puede que lo vote",0.322,0.241,0.335,0.451
"P15","Nunca lo votaría",0.337,0.123,0.384,0.262
"P15","No sabe",0.083,0.045,0.116,0.106
"P16","Lo votaría",0.763,0.316,0.121,0.204
"P16","Puede que lo vote",0.154,0.394,0.248,0.497
"P16","Nunca lo votaría",0.046,0.205,0.486,0.18
"P16","No sabe",0.037,0.085,0.145,0.119
"P17","La votaría",0.758,0.448,0.294,0.888
"P17","Puede que la vote",0.124,0.241,0.155,0.074
"P17","Nunca la votaría",0.094,0.251,0.484,0.029
"P17","No sabe",0.024,0.06,0.067,0.009
"P18","Lo votaría",0.172,0.107,0.158,0.1
"P18","Puede que lo vote",0.135,0.197,0.146,0.021
"P18","Nunca lo votaría",0.616,0.647,0.65,0.844
"P18","No sabe",0.077,0.049,0.046,0.035
"P19","Lo votaría",0.052,0.072,0.102,0.019
"P19","Puede que lo vote",0.207,0.267,0.22,0.09
"P19","Nunca lo votaría",0.567,0.543,0.561,0.788
"P19","No sabe",0.174,0.118,0.117,0.103
"P20","La votaría",0.061,0.092,0.137,0.015
"P20","Puede que la vote",0.11,0.102,0.155,0.017
"P20","Nunca la votaría",0.735,0.728,0.65,0.931
"P20","No sabe",0.094,0.078,0.058,0.037
"P21","Lo votaría",0.083,0.088,0.114,0.02
"P21","Puede que lo vote",0.149,0.114,0.19,0.018
"P21","Nunca lo votaría",0.65,0.701,0.633,0.92
"P21","No sabe",0.118,0.097,0.063,0.042
"P22","La votaría",0.053,0.056,0.076,0.014
"P22","Puede que la vote",0.092,0.118,0.183,0.013
"P22","Nunca la votaría",0.705,0.703,0.669,0.921
"P22","No sabe",0.15,0.123,0.072,0.052
"P23","Lo votaría",0.18,0.166,0.122,0.177
"P23","Puede que lo vote",0.284,0.375,0.272,0.448
"P23","Nunca lo votaría",0.424,0.372,0.498,0.292
"P23","No sabe",0.112,0.087,0.108,0.083
"P24","Lo votaría",0.045,0.043,0.053,0.03
"P24","Puede que lo vote",0.173,0.189,0.132,0.068
