"var","categoria","A Alberto Fernández","A Sergio Massa","A algún candidato del peronismo","A Cristina Fernández de Kirchner"
"P24","Nunca lo votaría",0.602,0.63,0.69,0.804
"P24","No sabe",0.18,0.138,0.125,0.098
"P25","Mauricio Macri presidente – María Eugenia Vidal vice por Cambiemos",0.064,0.066,0.163,0.009
"P25","Horacio Rodríguez Larreta presidente - Gerardo Morales vice por Cambiemos",0.083,0.059,0.146,0.003
"P25","Alberto Fernández presidente – Daniel Scioli vice por el Frente de Todos",0.25,0.154,0.088,0.031
"P25","Cristina Fernández de Kirchner presidenta  - Sergio Massa vice por el Frente de Todos",0.555,0.586,0.354,0.935
"P25","Javier Milei presidente - José Luis Espert vice por los liberales",0.039,0.025,0.09,0.004
"P25","Nicolás del Caño – Myriam Bregman",0.002,0.01,0.024,0.007
"P25","Otros candidatos",0.007,0.1,0.135,0.011
"P29","Cristina Fernández de Kirchner – Sergio Massa por el Frente de Todos",0.774,0.706,0.394,0.949
"P29","Mauricio Macri – María Eugenia Vidal por Cambiemos",0.07,0.082,0.229,0.01
"P29","Javier Milei – José Luis Espert por los liberales",0.091,0.057,0.132,0.007
"P29","Nicolás del Caño – Myriam Bregman por la izquierda",0.01,0.004,0.009,0.007
"P29","Otro candidato",0.055,0.151,0.236,0.027
"P31","Horacio Rodríguez Larreta presidente – Gerardo Morales vice por Cambiemos",0.094,0.134,0.19,0.083
"P31","Alberto Fernández presidente – Daniel Scioli vice por el Frente de Todos",0.778,0.552,0.305,0.604
"P31","Javier Milei presidente – José Luis Espert por los liberales",0.073,0.061,0.163,0.014
"P31","Nicolás del Caño presidente – Myriam Bregman vice por la izquierda",0.003,0.039,0.024,0.039
"P31","Otro candidato",0.052,0.214,0.318,0.26
"P33","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.574,0.699,0.334,0.667
"P33","Patricia Bullrich presidenta – María Eugenia Vidal vice por Cambiemos",0.124,0.134,0.243,0.032
"P33","Javier Milei presidente – José Luis Espert vice por los liberales",0.055,0.033,0.14,0.012
"P33","Nicolás del Caño presidente – Myriam Bregman vice por la izquierda",0.026,0.011,0.013,0.052
"P33","Otro candidato",0.221,0.123,0.27,0.237
"P35","Sergio Massa – Wado de Pedro por el Frente de Todos",0.467,0.703,0.313,0.649
"P35","Horacio Rodríguez Larreta - Gerardo Morales, por Cambiemos",0.148,0.123,0.215,0.071
"P35","Javier Milei – José Luis Espert por los liberales",0.049,0.019,0.151,0.022
"P35","Nicolás del Caño – Myriam Bregman por la izquierda",0.028,0.006,0.023,0.045
"P35","Otro candidato",0.308,0.149,0.298,0.213
"P37","Cristina Fernández de Kirchner – Sergio Massa por el Frente de Todos",0.695,0.672,0.404,0.904
"P37","Horacio Rodríguez Larreta- Gerardo Morales por Cambiemos",0.131,0.138,0.253,0.03
"P37","Javier Milei – José Luis Espert por los liberales",0.05,0.057,0.134,0.01
"P37","Nicolás del Caño – Myriam Bregman por la izquierda",0.001,0,0.006,0.013
"P37","Otro candidato",0.123,0.133,0.203,0.043
"P38","Sergio Massa – Wado de Pedro por el Frente de Todos",0.544,0.766,0.364,0.743
"P38","Mauricio Macri – María Eugenia Vidal por Cambiemos ",0.084,0.088,0.288,0.014
"P38","Javier Milei – José Luis Espert por los liberales",0.087,0.022,0.114,0.012
"P38","Nicolás del Caño – Myriam Bregman por la izquierda",0.005,0.003,0.042,0.037
"P38","Otro candidato",0.28,0.121,0.192,0.194
"P39","Cristina Fernández de Kirchner presidenta – Sergio Massa vice",0.793,0.693,0.42,0.937
"P39","Mauricio Macri presidente – María Eugenia Vidal vice",0.118,0.129,0.321,0.039
"P39","No sabe",0.089,0.178,0.259,0.024
"P40","Alberto Fernández presidente – Daniel Scioli vice",0.791,0.605,0.383,0.778
"P40","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.099,0.115,0.304,0.011
"P40","No sabe",0.11,0.28,0.313,0.211
"P41","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.565,0.77,0.376,0.804
"P41","Patricia Bullrich presidenta – María Eugenia Vidal vice por Cambiemos",0.104,0.091,0.316,0.014
"P41","No sabe",0.331,0.139,0.308,0.182
"P42","Cristina Fernández de Kirchner presidenta – Sergio Massa vice",0.818,0.767,0.423,0.949
"P42","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.08,0.109,0.299,0.009
"P42","No sabe",0.102,0.124,0.278,0.042
"P43","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.548,0.8,0.398,0.816
"P43","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.117,0.091,0.319,0.012
"P43","No sabe",0.335,0.109,0.283,0.172
"P44","Mauricio Macri – María Eugenia Vidal",0.159,0.222,0.274,0.123
"P44","Sergio Massa – Wado de Pedro",0.433,0.637,0.433,0.73
"P44","No sabe",0.408,0.141,0.293,0.147
"P45","Sergio Massa – Wado de Pedro",0.451,0.674,0.416,0.759
"P45","Javier Milei – José Luis Espert",0.14,0.17,0.265,0.091
"P45","No sabe",0.409,0.156,0.319,0.15
"P46","Horacio Rodríguez Larreta – Gerardo Morales",0.174,0.271,0.282,0.137
"P46","Javier Milei – José Luis Espert",0.098,0.095,0.19,0.036
"P46","No sabe",0.728,0.634,0.528,0.827
"P47","Muy buena",0.338,0.115,0.13,0.158
"P47","Buena",0.296,0.323,0.177,0.382
"P47","Ni buena ni mala",0.303,0.418,0.282,0.35
"P47","Mala",0.021,0.093,0.131,0.086
"P47","Muy mala",0.042,0.047,0.264,0.015
"P47","No sabe",0,0.004,0.016,0.009
"P48","Muy buena",0.479,0.141,0.061,0.131
"P48","Buena",0.336,0.36,0.165,0.4
"P48","Ni buena ni mala",0.109,0.317,0.289,0.336
"P48","Mala",0.018,0.106,0.138,0.105
"P48","Muy mala",0.058,0.076,0.331,0.021
"P48","No sabe",0,0,0.016,0.007
"P49","Muy buena",0.616,0.347,0.19,0.796
"P49","Buena",0.191,0.269,0.126,0.127
"P49","Ni buena ni mala",0.09,0.165,0.197,0.05
"P49","Mala",0.026,0.128,0.082,0.015
"P49","Muy mala",0.062,0.091,0.402,0.008
"P49","No sabe",0.015,0,0.003,0.004
"P50","Muy buena",0.128,0.092,0.13,0.11
"P50","Buena",0.14,0.063,0.116,0.017
"P50","Ni buena ni mala",0.081,0.123,0.177,0.027
"P50","Mala",0.338,0.256,0.213,0.132
"P50","Muy mala",0.267,0.442,0.36,0.714
"P50","No sabe",0.046,0.024,0.004,0
"P51","Muy buena",0.051,0.036,0.105,0.011
"P51","Buena",0.095,0.099,0.235,0.015
"P51","Ni buena ni mala",0.253,0.237,0.177,0.063
"P51","Mala",0.2,0.221,0.222,0.165
"P51","Muy mala",0.275,0.37,0.243,0.728
"P51","No sabe",0.126,0.037,0.018,0.018
"P52","Muy buena",0.197,0.464,0.072,0.119
"P52","Buena",0.202,0.285,0.268,0.346
"P52","Ni buena ni mala",0.332,0.137,0.28,0.332
"P52","Mala",0.097,0.044,0.13,0.083
"P52","Muy mala",0.078,0.06,0.245,0.107
"P52","No sabe",0.094,0.01,0.005,0.013
"P53","Muy buena",0.109,0.11,0.157,0.019
"P53","Buena",0.058,0.084,0.099,0.054
"P53","Ni buena ni mala",0.198,0.14,0.161,0.053
"P53","Mala",0.315,0.175,0.23,0.095
"P53","Muy mala",0.252,0.475,0.345,0.768
"P53","No sabe",0.068,0.016,0.008,0.011
"P54","Muy buena",0.106,0.072,0.073,0.018
"P54","Buena",0.051,0.045,0.126,0.009
"P54","Ni buena ni mala",0.226,0.188,0.24,0.05
"P54","Mala",0.193,0.206,0.217,0.112
"P54","Muy mala",0.332,0.458,0.326,0.782
"P54","No sabe",0.092,0.031,0.018,0.029
"P55","Muy buena",0.075,0.082,0.076,0.007
"P55","Buena",0.074,0.053,0.157,0.01
"P55","Ni buena ni mala",0.193,0.128,0.241,0.04
"P55","Mala",0.241,0.311,0.204,0.123
"P55","Muy mala",0.342,0.419,0.316,0.802
"P55","No sabe",0.075,0.007,0.006,0.018
"P56","Muy buena",0.227,0.168,0.076,0.146
"P56","Buena",0.292,0.278,0.206,0.379
"P56","Ni buena ni mala",0.239,0.301,0.259,0.308
"P56","Mala",0.11,0.122,0.149,0.052
"P56","Muy mala",0.078,0.131,0.306,0.102
"P56","No sabe",0.054,0,0.004,0.013
"P57","Muy buena",0.071,0.121,0.073,0.025
"P57","Buena",0.133,0.162,0.118,0.103
"P57","Ni buena ni mala",0.337,0.428,0.393,0.367
"P57","Mala",0.23,0.079,0.173,0.183
"P57","Muy mala",0.093,0.134,0.147,0.234
"P57","No sabe",0.136,0.076,0.096,0.088
"P58","Muy buena",0.042,0.057,0.056,0.01
"P58","Buena",0.109,0.105,0.135,0.027
"P58","Ni buena ni mala",0.343,0.293,0.398,0.144
"P58","Mala",0.179,0.19,0.164,0.172
"P58","Muy mala",0.185,0.251,0.175,0.572
"P58","No sabe",0.142,0.104,0.072,0.075
"P59","Siempre",0.38,0.331,0.322,0.347
"P59","Casi siempre",0.316,0.315,0.356,0.357
"P59","Casi nunca",0.184,0.25,0.262,0.171
"P59","Nunca, pero esta es una excepción",0.12,0.104,0.06,0.125
"P60","Si",0.641,0.643,0.585,0.607
"P60","No",0.359,0.357,0.415,0.393
