"var","categoria","A Horacio Rodriguez Larreta","A Mauricio Macri","A Patricia Bullrich","A Facundo Manes","A Gerardo Morales"
"P29","Javier Milei – José Luis Espert por los liberales",0.127,0.063,0.189,0.065,0.071
"P29","Nicolás del Caño – Myriam Bregman por la izquierda",0.009,0.003,0.003,0.002,0.005
"P29","Otro candidato",0.179,0.04,0.109,0.306,0.311
"P31","Horacio Rodríguez Larreta presidente – Gerardo Morales vice por Cambiemos",0.666,0.512,0.471,0.516,0.66
"P31","Alberto Fernández presidente – Daniel Scioli vice por el Frente de Todos",0.127,0.116,0.091,0.147,0.143
"P31","Javier Milei presidente – José Luis Espert por los liberales",0.105,0.172,0.266,0.063,0.044
"P31","Nicolás del Caño presidente – Myriam Bregman vice por la izquierda",0.004,0.012,0.004,0.008,0
"P31","Otro candidato",0.098,0.188,0.168,0.266,0.153
"P33","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.076,0.038,0.032,0.187,0.13
"P33","Patricia Bullrich presidenta – María Eugenia Vidal vice por Cambiemos",0.641,0.729,0.797,0.414,0.499
"P33","Javier Milei presidente – José Luis Espert vice por los liberales",0.101,0.112,0.129,0.05,0.064
"P33","Nicolás del Caño presidente – Myriam Bregman vice por la izquierda",0.005,0.008,0.002,0.008,0.017
"P33","Otro candidato",0.177,0.113,0.04,0.341,0.29
"P35","Sergio Massa – Wado de Pedro por el Frente de Todos",0.145,0.076,0.093,0.108,0.213
"P35","Horacio Rodríguez Larreta - Gerardo Morales, por Cambiemos",0.633,0.547,0.526,0.531,0.568
"P35","Javier Milei – José Luis Espert por los liberales",0.098,0.206,0.224,0.029,0.051
"P35","Nicolás del Caño – Myriam Bregman por la izquierda",0.004,0.01,0.004,0.014,0.014
"P35","Otro candidato",0.12,0.161,0.153,0.318,0.154
"P37","Cristina Fernández de Kirchner – Sergio Massa por el Frente de Todos",0.085,0.06,0.047,0.192,0.197
"P37","Horacio Rodríguez Larreta- Gerardo Morales por Cambiemos",0.747,0.536,0.508,0.485,0.647
"P37","Javier Milei – José Luis Espert por los liberales",0.089,0.231,0.268,0.033,0.035
"P37","Nicolás del Caño – Myriam Bregman por la izquierda",0.002,0,0.001,0.011,0
"P37","Otro candidato",0.077,0.173,0.176,0.279,0.121
"P38","Sergio Massa – Wado de Pedro por el Frente de Todos",0.042,0.014,0.011,0.147,0.097
"P38","Mauricio Macri – María Eugenia Vidal por Cambiemos ",0.674,0.815,0.664,0.464,0.467
"P38","Javier Milei – José Luis Espert por los liberales",0.117,0.103,0.2,0.057,0.079
"P38","Nicolás del Caño – Myriam Bregman por la izquierda",0.009,0.009,0,0.011,0.015
"P38","Otro candidato",0.158,0.059,0.125,0.321,0.342
"P39","Cristina Fernández de Kirchner presidenta – Sergio Massa vice",0.088,0.07,0.036,0.197,0.179
"P39","Mauricio Macri presidente – María Eugenia Vidal vice",0.768,0.862,0.797,0.571,0.567
"P39","No sabe",0.144,0.068,0.167,0.232,0.254
"P40","Alberto Fernández presidente – Daniel Scioli vice",0.034,0.046,0.004,0.14,0.206
"P40","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.874,0.793,0.776,0.659,0.659
"P40","No sabe",0.092,0.161,0.22,0.201,0.135
"P41","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.029,0.025,0.009,0.154,0.219
"P41","Patricia Bullrich presidenta – María Eugenia Vidal vice por Cambiemos",0.806,0.862,0.907,0.603,0.54
"P41","No sabe",0.165,0.113,0.084,0.243,0.241
"P42","Cristina Fernández de Kirchner presidenta – Sergio Massa vice",0.032,0.025,0.009,0.151,0.214
"P42","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.852,0.801,0.824,0.677,0.651
"P42","No sabe",0.116,0.174,0.167,0.172,0.135
"P43","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.041,0.018,0.016,0.157,0.271
"P43","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.863,0.784,0.764,0.684,0.692
"P43","No sabe",0.096,0.198,0.22,0.159,0.037
"P44","Mauricio Macri – María Eugenia Vidal",0.647,0.743,0.739,0.561,0.622
"P44","Sergio Massa – Wado de Pedro",0.23,0.157,0.131,0.249,0.201
"P44","No sabe",0.123,0.1,0.13,0.19,0.177
"P45","Sergio Massa – Wado de Pedro",0.161,0.113,0.098,0.185,0.311
"P45","Javier Milei – José Luis Espert",0.396,0.456,0.521,0.271,0.16
"P45","No sabe",0.443,0.431,0.381,0.544,0.529
"P46","Horacio Rodríguez Larreta – Gerardo Morales",0.65,0.467,0.525,0.557,0.743
"P46","Javier Milei – José Luis Espert",0.197,0.315,0.309,0.113,0.079
"P46","No sabe",0.153,0.218,0.166,0.33,0.178
"P47","Muy buena",0.134,0.062,0.06,0.12,0.162
"P47","Buena",0.032,0.058,0.031,0.051,0.13
"P47","Ni buena ni mala",0.069,0.053,0.024,0.106,0.051
"P47","Mala",0.135,0.063,0.049,0.115,0.116
"P47","Muy mala",0.63,0.763,0.836,0.608,0.538
"P47","No sabe",0,0.001,0,0,0.003
"P48","Muy buena",0.031,0.011,0.003,0.065,0.051
"P48","Buena",0.024,0.017,0.01,0.058,0.115
"P48","Ni buena ni mala",0.054,0.045,0.016,0.058,0.063
"P48","Mala",0.147,0.075,0.063,0.144,0.139
"P48","Muy mala",0.733,0.847,0.907,0.675,0.628
"P48","No sabe",0.011,0.005,0.001,0,0.004
"P49","Muy buena",0.037,0.027,0.009,0.147,0.074
"P49","Buena",0.012,0.018,0,0.027,0.069
"P49","Ni buena ni mala",0.026,0.012,0.016,0.031,0.041
"P49","Mala",0.064,0.051,0.032,0.036,0.126
"P49","Muy mala",0.861,0.89,0.941,0.759,0.69
"P49","No sabe",0,0.002,0.002,0,0
"P50","Muy buena",0.208,0.497,0.295,0.139,0.164
"P50","Buena",0.291,0.225,0.324,0.24,0.236
"P50","Ni buena ni mala",0.201,0.076,0.175,0.246,0.237
"P50","Mala",0.064,0.036,0.055,0.138,0.163
"P50","Muy mala",0.236,0.162,0.147,0.237,0.2
"P50","No sabe",0,0.004,0.004,0,0
"P51","Muy buena",0.489,0.29,0.211,0.188,0.176
"P51","Buena",0.389,0.408,0.398,0.321,0.328
"P51","Ni buena ni mala",0.078,0.217,0.303,0.199,0.148
"P51","Mala",0.027,0.044,0.054,0.105,0.131
"P51","Muy mala",0.015,0.033,0.022,0.185,0.214
"P51","No sabe",0.002,0.008,0.012,0.002,0.003
"P52","Muy buena",0.077,0.038,0.046,0.076,0.083
"P52","Buena",0.118,0.079,0.069,0.057,0.066
"P52","Ni buena ni mala",0.094,0.089,0.099,0.075,0.119
"P52","Mala",0.195,0.123,0.144,0.199,0.08
"P52","Muy mala",0.512,0.668,0.633,0.591,0.637
"P52","No sabe",0.004,0.003,0.009,0.002,0.015
"P53","Muy buena",0.22,0.531,0.662,0.162,0.232
"P53","Buena",0.357,0.228,0.14,0.255,0.202
"P53","Ni buena ni mala",0.228,0.1,0.07,0.258,0.214
"P53","Mala",0.07,0.033,0.022,0.081,0.162
"P53","Muy mala",0.121,0.107,0.103,0.242,0.19
"P53","No sabe",0.004,0.001,0.003,0.002,0
"P54","Muy buena",0.106,0.167,0.172,0.025,0.063
"P54","Buena",0.208,0.237,0.229,0.168,0.221
"P54","Ni buena ni mala",0.41,0.355,0.427,0.307,0.206
"P54","Mala",0.137,0.169,0.116,0.147,0.24
"P54","Muy mala",0.114,0.068,0.048,0.345,0.252
"P54","No sabe",0.025,0.004,0.008,0.008,0.018
"P55","Muy buena",0.338,0.372,0.312,0.262,0.318
"P55","Buena",0.304,0.328,0.356,0.261,0.203
"P55","Ni buena ni mala",0.227,0.183,0.239,0.176,0.083
"P55","Mala",0.068,0.071,0.053,0.111,0.057
"P55","Muy mala",0.062,0.043,0.034,0.19,0.339
"P55","No sabe",0.001,0.003,0.006,0,0
"P56","Muy buena",0.079,0.05,0.057,0.093,0.08
"P56","Buena",0.078,0.081,0.045,0.104,0.035
"P56","Ni buena ni mala",0.155,0.102,0.076,0.081,0.138
"P56","Mala",0.189,0.125,0.189,0.161,0.133
"P56","Muy mala",0.495,0.634,0.624,0.556,0.61
"P56","No sabe",0.004,0.008,0.009,0.005,0.004
"P57","Muy buena",0.112,0.064,0.109,0.598,0.135
"P57","Buena",0.239,0.176,0.164,0.158,0.249
"P57","Ni buena ni mala",0.335,0.35,0.361,0.096,0.299
"P57","Mala",0.082,0.157,0.135,0.026,0.197
"P57","Muy mala",0.18,0.232,0.193,0.122,0.075
"P57","No sabe",0.052,0.021,0.038,0,0.045
"P58","Muy buena",0.151,0.075,0.082,0.232,0.409
"P58","Buena",0.283,0.224,0.254,0.304,0.225
"P58","Ni buena ni mala",0.356,0.4,0.409,0.272,0.163
"P58","Mala",0.069,0.152,0.096,0.045,0.164
"P58","Muy mala",0.075,0.118,0.099,0.13,0.003
"P58","No sabe",0.066,0.031,0.06,0.017,0.036
"P59","Siempre",0.34,0.388,0.349,0.307,0.38
"P59","Casi siempre",0.391,0.361,0.382,0.417,0.261
"P59","Casi nunca",0.184,0.195,0.177,0.203,0.199
"P59","Nunca, pero esta es una excepción",0.085,0.056,0.092,0.073,0.16
"P60","Si",0.572,0.562,0.607,0.469,0.497
"P60","No",0.428,0.438,0.393,0.531,0.503
