"var","categoria","1","2","3","4","5","6","7","8","9"
"P04","Tengo trabajo estable",0.491,0.232,0.283,0.279,0.421,0.517,0.534,0.515,0.34
"P04","Realizo changas o trabajos de vez en cuando",0.18,0.574,0.098,0.107,0.217,0.149,0.164,0.179,0.242
"P04","No tengo trabajo",0.188,0.118,0.538,0.136,0.208,0.154,0.154,0.138,0.251
"P04","Soy jubilado o pensionado",0.141,0.076,0.081,0.478,0.154,0.18,0.148,0.168,0.167
"P06","1",0.376,0.202,0.185,0.16,0.126,0.18,0.214,0.304,0.45
"P06","2",0.05,0.185,0.05,0.031,0.029,0.056,0.086,0.089,0.026
"P06","3",0.021,0.019,0.111,0.032,0.037,0.063,0.091,0.062,0.014
"P06","4",0.018,0.022,0.047,0.189,0.053,0.107,0.053,0.041,0.011
"P06","5",0.099,0.163,0.144,0.19,0.473,0.169,0.172,0.08,0.083
"P06","6",0.015,0.018,0.051,0.076,0.059,0.24,0.067,0.054,0.012
"P06","7",0.039,0.038,0.092,0.113,0.056,0.077,0.17,0.033,0.017
"P06","8",0.039,0.088,0.099,0.07,0.059,0.035,0.053,0.202,0.025
"P06","9",0.343,0.265,0.221,0.139,0.108,0.073,0.094,0.135,0.362
"P07","1",0.327,0.264,0.254,0.261,0.282,0.446,0.59,0.503,0.505
"P07","2",0.028,0.093,0.03,0.041,0.038,0.054,0.031,0.048,0.012
"P07","3",0.018,0.019,0.051,0.046,0.028,0.064,0.043,0.015,0.004
"P07","4",0.007,0.027,0.034,0.073,0.027,0.055,0.011,0.021,0.005
"P07","5",0.099,0.126,0.118,0.159,0.185,0.075,0.074,0.054,0.037
"P07","6",0.013,0.016,0.041,0.041,0.028,0.038,0.009,0.023,0.009
"P07","7",0.026,0.026,0.072,0.07,0.041,0.034,0.048,0.025,0.011
"P07","8",0.031,0.048,0.074,0.062,0.051,0.04,0.027,0.059,0.016
"P07","9",0.451,0.381,0.326,0.247,0.32,0.194,0.167,0.252,0.401
"P09","Del Frente de Todos y el peronismo",0.265,0.264,0.219,0.251,0.207,0.418,0.559,0.531,0.477
"P09","De Cambiemos",0.367,0.324,0.351,0.4,0.271,0.253,0.156,0.176,0.183
"P09","De los Liberales libertarios",0.186,0.171,0.257,0.146,0.189,0.089,0.116,0.105,0.093
"P09","De la Izquierda",0.022,0.031,0.023,0.012,0.025,0.045,0.03,0.06,0.07
