"var","categoria","Lo votaría","Puede que lo vote","Nunca lo votaría","No sabe"
"P04","Tengo trabajo estable",0.403,0.452,0.446,0.305
"P04","Realizo changas o trabajos de vez en cuando",0.2,0.187,0.201,0.257
"P04","No tengo trabajo",0.171,0.165,0.201,0.272
"P04","Soy jubilado o pensionado",0.226,0.196,0.152,0.166
"P05","1",0.364,0.325,0.301,0.289
"P05","2",0.089,0.086,0.064,0.077
"P05","3",0.055,0.081,0.06,0.075
"P05","4",0.094,0.096,0.057,0.075
"P05","5",0.196,0.219,0.161,0.276
"P05","6",0.028,0.048,0.044,0.036
"P05","7",0.042,0.037,0.078,0.031
"P05","8",0.023,0.026,0.054,0.028
"P05","9",0.109,0.082,0.181,0.113
"P06","1",0.251,0.151,0.333,0.257
"P06","2",0.046,0.04,0.059,0.034
"P06","3",0.028,0.028,0.044,0.034
"P06","4",0.037,0.055,0.039,0.084
"P06","5",0.204,0.217,0.168,0.218
"P06","6",0.044,0.077,0.035,0.045
"P06","7",0.062,0.096,0.043,0.067
"P06","8",0.058,0.079,0.054,0.049
"P06","9",0.27,0.257,0.225,0.212
"P07","1",0.336,0.227,0.425,0.298
"P07","2",0.032,0.036,0.034,0.04
"P07","3",0.026,0.033,0.022,0.025
"P07","4",0.023,0.031,0.016,0.032
"P07","5",0.102,0.145,0.097,0.116
"P07","6",0.02,0.031,0.017,0.025
"P07","7",0.034,0.05,0.027,0.04
"P07","8",0.035,0.059,0.035,0.037
"P07","9",0.392,0.388,0.327,0.387
"P09","Del Frente de Todos y el peronismo",0.224,0.102,0.452,0.146
"P09","De Cambiemos",0.584,0.504,0.147,0.098
"P09","De los Liberales libertarios",0.068,0.208,0.196,0.129
"P09","De la Izquierda",0.022,0.028,0.038,0.037
"P09","No sabe",0.102,0.158,0.167,0.59
"P10","A Alberto Fernández",0.236,0.303,0.182,0.34
"P10","A Sergio Massa",0.248,0.292,0.143,0.15
"P10","A algún candidato del peronismo",0.201,0.292,0.188,0.233
"P10","A algún candidato del kirchnerismo",0.315,0.113,0.487,0.277
"P11","A Alberto Fernández",0.2,0.256,0.112,0.243
"P11","A Sergio Massa",0.093,0.28,0.088,0.117
"P11","A algún candidato del peronismo",0.192,0.288,0.124,0.153
"P11","A Cristina Fernández de Kirchner",0.515,0.176,0.676,0.487
"P12","A Horacio Rodriguez Larreta",0.474,0.148,0.224,0.161
"P12","A Mauricio Macri",0.258,0.399,0.383,0.208
"P12","A Patricia Bullrich",0.182,0.315,0.243,0.35
"P12","A Facundo Manes",0.06,0.095,0.11,0.162
"P12","A Gerardo Morales",0.026,0.043,0.04,0.119
"P13","Seguro lo votaria",0.315,0.185,0.246,0.132
"P13","Quizás lo votaría",0.276,0.382,0.321,0.35
"P13","Nunca lo votaría",0.409,0.433,0.433,0.518
"P14","Lo votaría",0.465,0.35,0.12,0.098
"P14","Puede que lo vote",0.196,0.354,0.126,0.106
"P14","Nunca lo votaría",0.243,0.226,0.683,0.311
"P14","No sabe",0.096,0.07,0.071,0.485
"P15","Lo votaría",0.185,0.096,0.135,0.062
"P15","Puede que lo vote",0.14,0.151,0.25,0.094
"P15","Nunca lo votaría",0.619,0.711,0.529,0.384
"P15","No sabe",0.056,0.042,0.086,0.46
"P16","Lo votaría",0.115,0.049,0.156,0.122
"P16","Puede que lo vote",0.104,0.077,0.236,0.084
