"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Buenos Aires","Fernandez","Macri","Lavagna"
"Cristina Fernández de Kirchner – Sergio Massa por el Frente de Todos",0.313,0.28,0.344,0.295,0.326,0.309,0.313,0.348,0.307,0.283,0.29,0.274,0.341,0.347,0.706,0.061,0.117
"Mauricio Macri – María Eugenia Vidal por Cambiemos",0.274,0.238,0.308,0.157,0.237,0.337,0.431,0.252,0.265,0.31,0.291,0.27,0.194,0.273,0.06,0.583,0.166
"Javier Milei – José Luis Espert por los liberales",0.229,0.293,0.167,0.383,0.238,0.157,0.098,0.218,0.248,0.213,0.237,0.259,0.244,0.205,0.097,0.227,0.291
"Nicolás del Caño – Myriam Bregman por la izquierda",0.024,0.023,0.025,0.028,0.031,0.017,0.012,0.026,0.018,0.03,0.024,0.016,0.025,0.028,0.021,0.01,0.022
"Otro candidato",0.16,0.166,0.156,0.137,0.168,0.18,0.146,0.156,0.162,0.164,0.158,0.181,0.196,0.147,0.116,0.119,0.404
