"var","categoria","Positiva","Neutra","Negativa","No sabe"
"P06","Julio Zamora",0.757,0.342,0.315,0.251
"P06","Segundo Cernadas",0.059,0.277,0.417,0.172
"P06","Otro candidato",0.077,0.219,0.153,0.386
"P06","En blanco",0.037,0.03,0.027,0.117
"P06","No sabe",0.07,0.132,0.088,0.074
"P07","A los candidatos del Frente de todos",0.57,0.268,0.162,0.453
"P07","A los candidatos de Juntos por el cambio",0.184,0.504,0.46,0.286
"P07","A los candidatos del Peronismo no kirchnerista, Lavagnismo o randazismo",0.143,0.131,0.136,0.072
"P07","A los candidatos de la Izquierda",0.029,0.025,0.068,0.087
"P07","A los candidatos Liberales",0.074,0.072,0.174,0.102
"P08","Diego Santilli por el PRO en Juntos por el Cambio",0.642,0.502,0.552,0.829
"P08","Facundo Manes por el radicalismo en Juntos por el Cambio",0.358,0.498,0.448,0.171
"P09","A los candidatos del Frente de todos",0.572,0.254,0.151,0.453
"P09","A los candidatos de Juntos por el cambio",0.154,0.534,0.465,0.201
"P09","A los candidatos del frente unidos por tigre",0.168,0.033,0.134,0.157
"P09","A los candidatos del Peronismo no kirchnerista, Lavagnismo o randazismo",0.045,0.068,0.056,0.015
"P09","A los candidatos de la Izquierda",0.01,0.046,0.076,0.144
"P09","A los candidatos Liberales",0.051,0.065,0.118,0.03
"P10","Luis Samyn Duco",0.343,0.191,0.287,0.132
"P10","Gonzalo Meschengieser",0.061,0,0,0
"P10","Micaela Ferraro",0.062,0.238,0.135,0.09
"P10","Javier Forlenza",0.039,0.086,0.07,0
"P10","Jose Paesani",0.042,0.008,0.023,0
"P10","Malena Galmarini",0.272,0.404,0.148,0.778
"P10","Pipo Gorosito",0.181,0.073,0.337,0
"P11","Segundo Cernadas",0.67,0.471,0.666,0.593
"P11","Nicolas Massot",0.33,0.529,0.334,0.407
"P12","Malena Galmarini por el Frente de todos",0.432,0.216,0.085,0.393
"P12","Gisela Zamora por Frente vecinal unidos",0.314,0.13,0.053,0.144
"P12","Segundo cernadas por Juntos por el Cambio",0.151,0.48,0.482,0.274
"P12","Rodriguez Laborde por el Frente de Randazzo",0.038,0.058,0.099,0.044
"P12","A los candidatos del frente de izquierda",0.004,0.038,0.133,0.086
"P12","Cervetto por los liberales",0.061,0.078,0.148,0.059
"P13","Pipo Gorosito por el Frente de todos",0.402,0.191,0.111,0.214
"P13","Gisela Zamora por Frente vecinal unidos",0.37,0.133,0.079,0.323
"P13","Segundo cernadas por Juntos por el cambio",0.152,0.507,0.532,0.201
"P13","Rodriguez Laborde por el Frente de Randazzo",0.01,0.064,0.048,0
"P13","A los candidatos del frente de izquierda",0.008,0.033,0.107,0.189
"P13","Cervetto por los liberales",0.058,0.072,0.123,0.073
"P14","Micaela Ferraro por el Frente de todos",0.352,0.191,0.107,0.384
"P14","Gisela Zamora por Frente vecinal unidos",0.355,0.131,0.089,0.294
"P14","Segundo cernadas por juntos por el cambio",0.161,0.512,0.527,0.065
"P14","Rodriguez Laborde por el Frente de Randazzo",0.039,0.071,0.062,0
"P14","A los candidatos del frente de izquierda",0.025,0.038,0.108,0.088
"P14","Cervetto por los liberales",0.068,0.057,0.107,0.169
"P15","Luis Samin Duco por el Frente de todos",0.392,0.178,0.061,0.298
"P15","Gisela Zamora por Frente vecinal unidos",0.345,0.108,0.103,0.239
"P15","Segundo cernadas por juntos por el cambio",0.161,0.542,0.531,0.149
"P15","Rodriguez Laborde por el Frente de Randazzo",0.039,0.066,0.07,0.014
"P15","A los candidatos del frente de izquierda",0.02,0.05,0.104,0.16
"P15","Cervetto por los liberales",0.043,0.056,0.131,0.14
"P18","Positiva",0.585,0.289,0.156,0.403
"P18","Neutra",0.161,0.08,0.048,0.086
"P18","Negativa",0.251,0.622,0.796,0.416
"P18","No sabe",0.003,0.009,0,0.095
"P19","Positiva",0.182,0.33,0.347,0.056
"P19","Neutra",0.149,0.146,0.246,0.25
"P19","Negativa",0.644,0.516,0.391,0.616
"P19","No sabe",0.025,0.008,0.016,0.078
"P20","Positiva",0.571,0.281,0.149,0.534
"P20","Neutra",0.151,0.045,0.037,0
"P20","Negativa",0.268,0.671,0.811,0.388
"P20","No sabe",0.01,0.003,0.003,0.078
"P21","Positiva",0.275,0.449,0.464,0.244
"P21","Neutra",0.2,0.171,0.186,0.163
"P21","Negativa",0.51,0.375,0.348,0.514
"P21","No sabe",0.015,0.005,0.002,0.079
"P22","Positiva",0.555,0.273,0.149,0.255
"P22","Neutra",0.141,0.063,0.049,0.446
"P22","Negativa",0.283,0.664,0.788,0.219
"P22","No sabe",0.021,0,0.014,0.08
"P23","Positiva",0.347,0.544,0.641,0.346
"P23","Neutra",0.22,0.134,0.166,0.141
"P23","Negativa",0.354,0.3,0.186,0.431
"P23","No sabe",0.079,0.022,0.007,0.082
"P24","Positiva",0.375,0.207,0.088,0.2
"P24","Neutra",0.255,0.261,0.085,0.484
"P24","Negativa",0.283,0.43,0.766,0.146
"P24","No sabe",0.087,0.102,0.061,0.17
"P25","Positiva",0.398,0.193,0.1,0.068
"P25","Neutra",0.303,0.11,0.054,0.484
"P25","Negativa",0.277,0.688,0.843,0.448
"P25","No sabe",0.022,0.009,0.003,0
"P26","Positiva",0.769,0.172,0.081,0.501
"P26","Neutra",0.116,0.552,0.12,0.055
"P26","Negativa",0.091,0.222,0.751,0.408
"P26","No sabe",0.024,0.054,0.048,0.036
