"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna"
"Luis Samin Duco por el Frente de todos",0.25,0.225,0.275,0.262,0.286,0.152,0.27,0.263,0.272,0.195,0.447,0.043,0.189
"Gisela Zamora por Frente vecinal unidos",0.215,0.203,0.228,0.171,0.193,0.318,0.208,0.244,0.222,0.169,0.325,0.082,0.12
"Segundo cernadas por juntos por el cambio",0.361,0.33,0.392,0.34,0.358,0.408,0.332,0.345,0.333,0.43,0.102,0.747,0.28
"Rodriguez Laborde por el Frente de Randazzo",0.056,0.068,0.044,0.004,0.073,0.045,0.118,0.077,0.046,0.048,0.052,0.019,0.283
"A los candidatos del frente de izquierda",0.051,0.059,0.042,0.07,0.048,0.035,0.048,0.015,0.073,0.055,0.067,0.007,0.043
"Cervetto por los liberales",0.067,0.115,0.019,0.153,0.042,0.042,0.024,0.056,0.054,0.103,0.007,0.102,0.085
