"var","categoria","Muy buena","Buena","Ni buena ni mala","Mala","Muy mala","No sabe"
"P06","Julio Zamora",0.823,0.841,0.434,0.38,0.139,0.253
"P06","Segundo Cernadas",0.035,0.068,0.237,0.433,0.603,0.029
"P06","Otro candidato",0.041,0.043,0.172,0.163,0.14,0.09
"P06","En blanco",0.028,0,0.016,0.004,0.056,0
"P06","No sabe",0.073,0.048,0.141,0.02,0.062,0.628
"P07","A los candidatos del Frente de todos",0.719,0.539,0.367,0.164,0.086,0.07
"P07","A los candidatos de Juntos por el cambio",0.145,0.235,0.438,0.648,0.558,0.433
"P07","A los candidatos del Peronismo no kirchnerista, Lavagnismo o randazismo",0.103,0.148,0.089,0.053,0.077,0.307
"P07","A los candidatos de la Izquierda",0.029,0.013,0.032,0.071,0.063,0.033
"P07","A los candidatos Liberales",0.004,0.065,0.074,0.064,0.216,0.157
"P08","Diego Santilli por el PRO en Juntos por el Cambio",0.509,0.773,0.503,0.485,0.572,0.682
"P08","Facundo Manes por el radicalismo en Juntos por el Cambio",0.491,0.227,0.497,0.515,0.428,0.318
"P09","A los candidatos del Frente de todos",0.716,0.496,0.323,0.176,0.091,0.095
"P09","A los candidatos de Juntos por el cambio",0.112,0.147,0.446,0.588,0.555,0.491
"P09","A los candidatos del frente unidos por tigre",0.11,0.186,0.091,0.088,0.059,0.201
"P09","A los candidatos del Peronismo no kirchnerista, Lavagnismo o randazismo",0.035,0.068,0.021,0.089,0.046,0.148
"P09","A los candidatos de la Izquierda",0.016,0.037,0.063,0.032,0.064,0
"P09","A los candidatos Liberales",0.011,0.066,0.056,0.027,0.185,0.065
"P10","Luis Samyn Duco",0.294,0.351,0.043,0.023,0.774,0.301
"P10","Gonzalo Meschengieser",0.15,0.003,0,0,0,0
"P10","Micaela Ferraro",0.031,0.018,0.522,0.63,0.064,0.203
"P10","Javier Forlenza",0.004,0.087,0.016,0.152,0,0
"P10","Jose Paesani",0.006,0.115,0.024,0,0.032,0
"P10","Malena Galmarini",0.3,0.37,0.216,0.127,0.065,0.496
"P10","Pipo Gorosito",0.215,0.056,0.179,0.068,0.065,0
"P11","Segundo Cernadas",0.641,0.687,0.567,0.534,0.693,1
"P11","Nicolas Massot",0.359,0.313,0.433,0.466,0.307,0
"P12","Malena Galmarini por el Frente de todos",0.403,0.415,0.271,0.179,0.058,0.12
"P12","Gisela Zamora por Frente vecinal unidos",0.372,0.345,0.099,0.139,0.058,0.118
"P12","Segundo cernadas por Juntos por el Cambio",0.115,0.153,0.446,0.462,0.595,0.525
"P12","Rodriguez Laborde por el Frente de Randazzo",0.033,0.03,0.034,0.118,0.064,0.114
"P12","A los candidatos del frente de izquierda",0.026,0.008,0.047,0.072,0.06,0.05
"P12","Cervetto por los liberales",0.051,0.049,0.103,0.03,0.165,0.073
"P13","Pipo Gorosito por el Frente de todos",0.425,0.33,0.264,0.152,0.064,0.07
"P13","Gisela Zamora por Frente vecinal unidos",0.387,0.424,0.126,0.151,0.037,0.152
"P13","Segundo cernadas por Juntos por el cambio",0.114,0.175,0.422,0.561,0.664,0.561
"P13","Rodriguez Laborde por el Frente de Randazzo",0.031,0.008,0.035,0.036,0.019,0.164
"P13","A los candidatos del frente de izquierda",0.036,0.013,0.044,0.044,0.063,0
"P13","Cervetto por los liberales",0.007,0.05,0.109,0.056,0.153,0.053
"P14","Micaela Ferraro por el Frente de todos",0.391,0.321,0.272,0.088,0.071,0.07
"P14","Gisela Zamora por Frente vecinal unidos",0.414,0.417,0.151,0.148,0.065,0.068
"P14","Segundo cernadas por juntos por el cambio",0.105,0.156,0.395,0.631,0.629,0.659
