"var","categoria","Positiva","Neutra","Negativa","No sabe"
"P06","Julio Zamora",0.759,0.673,0.35,0.4
"P06","Segundo Cernadas",0.042,0.053,0.416,0
"P06","Otro candidato",0.081,0.064,0.13,0.167
"P06","En blanco",0.032,0.023,0.022,0.263
"P06","No sabe",0.086,0.187,0.082,0.17
"P07","A los candidatos del Frente de todos",0.787,0.464,0.06,0.057
"P07","A los candidatos de Juntos por el cambio",0.094,0.138,0.616,0.339
"P07","A los candidatos del Peronismo no kirchnerista, Lavagnismo o randazismo",0.082,0.221,0.132,0.099
"P07","A los candidatos de la Izquierda",0.007,0.13,0.043,0.36
"P07","A los candidatos Liberales",0.03,0.047,0.149,0.145
"P08","Diego Santilli por el PRO en Juntos por el Cambio",0.888,0.738,0.531,0
"P08","Facundo Manes por el radicalismo en Juntos por el Cambio",0.112,0.262,0.469,1
"P09","A los candidatos del Frente de todos",0.755,0.423,0.077,0.044
"P09","A los candidatos de Juntos por el cambio",0.058,0.294,0.592,0.106
"P09","A los candidatos del frente unidos por tigre",0.128,0.148,0.099,0.474
"P09","A los candidatos del Peronismo no kirchnerista, Lavagnismo o randazismo",0.013,0.05,0.077,0
"P09","A los candidatos de la Izquierda",0.02,0.085,0.041,0.19
"P09","A los candidatos Liberales",0.026,0,0.114,0.186
"P10","Luis Samyn Duco",0.294,0.114,0.358,0
"P10","Gonzalo Meschengieser",0.008,0,0.109,0
"P10","Micaela Ferraro",0.137,0.124,0.014,0
"P10","Javier Forlenza",0.044,0,0,0
"P10","Jose Paesani",0.029,0.159,0.016,0
"P10","Malena Galmarini",0.302,0.466,0.332,0
"P10","Pipo Gorosito",0.186,0.137,0.171,1
"P11","Segundo Cernadas",0.487,0.521,0.657,1
"P11","Nicolas Massot",0.513,0.479,0.343,0
"P12","Malena Galmarini por el Frente de todos",0.59,0.345,0.033,0.056
"P12","Gisela Zamora por Frente vecinal unidos",0.249,0.197,0.16,0.038
"P12","Segundo cernadas por Juntos por el Cambio",0.069,0.279,0.567,0.311
"P12","Rodriguez Laborde por el Frente de Randazzo",0.019,0.015,0.083,0.106
