"var","categoria","Muy buena","Buena","Ni buena ni mala","Mala","Muy mala","No sabe"
"P06","Julio Zamora",0.496,0.295,0.416,0.821,0.715,0.62
"P06","Segundo Cernadas",0.44,0.594,0.222,0.095,0.052,0.043
"P06","Otro candidato",0.015,0.061,0.221,0.084,0.074,0.1
"P06","En blanco",0.004,0.005,0.014,0,0.066,0.008
"P06","No sabe",0.045,0.045,0.127,0,0.093,0.229
"P07","A los candidatos del Frente de todos",0.266,0.148,0.265,0.687,0.655,0.394
"P07","A los candidatos de Juntos por el cambio",0.636,0.699,0.463,0.125,0.114,0.189
"P07","A los candidatos del Peronismo no kirchnerista, Lavagnismo o randazismo",0.087,0.074,0.132,0.121,0.033,0.225
"P07","A los candidatos de la Izquierda",0.003,0.002,0.05,0.017,0.087,0.026
"P07","A los candidatos Liberales",0.008,0.077,0.09,0.05,0.111,0.166
"P08","Diego Santilli por el PRO en Juntos por el Cambio",0.68,0.582,0.563,0.428,0.285,0.643
"P08","Facundo Manes por el radicalismo en Juntos por el Cambio",0.32,0.418,0.437,0.572,0.715,0.357
"P09","A los candidatos del Frente de todos",0.211,0.125,0.268,0.589,0.692,0.348
"P09","A los candidatos de Juntos por el cambio",0.583,0.706,0.422,0.048,0.08,0.194
"P09","A los candidatos del frente unidos por tigre",0.178,0.052,0.145,0.17,0.018,0.184
"P09","A los candidatos del Peronismo no kirchnerista, Lavagnismo o randazismo",0.003,0.071,0.037,0.104,0.019,0.12
"P09","A los candidatos de la Izquierda",0,0.006,0.05,0.043,0.096,0.033
"P09","A los candidatos Liberales",0.025,0.04,0.078,0.046,0.095,0.121
"P10","Luis Samyn Duco",0.052,0.262,0.397,0.298,0.28,0.095
"P10","Gonzalo Meschengieser",0,0.038,0.149,0,0.009,0
"P10","Micaela Ferraro",0.086,0,0.243,0.027,0.086,0.01
"P10","Javier Forlenza",0.015,0,0.003,0.374,0.032,0
"P10","Jose Paesani",0,0,0.097,0.067,0.009,0
"P10","Malena Galmarini",0.831,0.114,0.036,0.207,0.235,0.867
"P10","Pipo Gorosito",0.016,0.586,0.075,0.027,0.349,0.028
"P11","Segundo Cernadas",0.876,0.619,0.51,0.676,0.372,0.8
"P11","Nicolas Massot",0.124,0.381,0.49,0.324,0.628,0.2
"P12","Malena Galmarini por el Frente de todos",0.164,0.101,0.144,0.569,0.511,0.273
