"var","categoria","Siempre","Casi siempre","Casi nunca","Nunca, pero esta es una excepción"
"P05","Mucho",0.686,0.481,0.309,0.173
"P05","Bastante",0.147,0.336,0.255,0.093
"P05","Poco",0.071,0.126,0.21,0.349
"P05","Nada",0.078,0.026,0.186,0.31
"P05","No sabe",0.018,0.031,0.04,0.075
"P08","Unión por la Patria",0.439,0.348,0.287,0.15
"P08","Juntos por el Cambio",0.207,0.248,0.199,0.164
"P08","De los Liberales libertarios",0.106,0.126,0.185,0.152
"P08","De la Izquierda",0.04,0.018,0.049,0.012
"P08","Hacemos por nuestro país",0.01,0.033,0.005,0.008
"P08","Otro",0.053,0.056,0.078,0.104
"P08","En blanco",0.039,0.037,0.052,0.15
"P08","No sabe",0.106,0.134,0.145,0.26
"P09","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.353,0.307,0.264,0.166
"P09","Juan Grabois a presidente y Paula Abal Medina a vicepresidenta por Unión por la Patria",0.061,0.125,0.083,0.051
"P09","Patricia Bullrich a presidenta y Luis Petri a vicepresidente por Juntos por el Cambio",0.16,0.153,0.135,0.134
"P09","Horacio Rodríguez Larreta a presidente y Gerardo Morales a vicepresidente por Juntos por el Cambio",0.111,0.081,0.083,0.034
"P09","Javier Milei a presidente y Victoria Villarruel a vicepresidenta por la Libertad Avanza",0.157,0.188,0.254,0.307
"P09","A los candidatos a presidente del Frente de Izquierda",0.047,0.016,0.019,0.028
"P09","En blanco",0.05,0.028,0.031,0.114
"P09","No sabe",0.061,0.102,0.131,0.166
"P12","Pablo Grasso a gobernador y Javier Castro a vicegobernador dentro del lema de Unión por la Patria",0.262,0.256,0.184,0.158
"P12","Javier Belloni a gobernador y Fernando Cotillo a vicegobernador dentro del lema de Unión por la Patria",0.254,0.251,0.195,0.164
"P12","Guillermo Polke  a gobernador y Miriam Glorgia a vicegobernadora dentro del lema de Unión por la Patria",0.013,0.01,0.04,0.037
"P12","Claudio Vidal a gobernador y Fabián Leguizamón a vicegobernador dentro del lema de por Santa Cruz",0.171,0.133,0.229,0.217
"P12","Jose Carambia a gobernador y Maria Guerra a vicegobernadora dentro del lema de por Santa Cruz",0.035,0.034,0.052,0.02
"P12","A alguno de los otros candidatos a gobernador del lema Por Santa Cruz: Sergio Acevedo, Daniel Gardonio, Mario Markic o Ruben Ferrara",0.071,0.112,0.082,0.075
"P12","Roxana Reyes a gobernadora y Luis Vera a vicegobernador dentro del lema de Cambia Santa Cruz",0.093,0.108,0.126,0.107
"P12","Mirey Zeidan a gobernador y Carlos Fernández a vicegobernador dentro del lema de Cambia Santa Cruz",0.036,0.025,0.013,0.045
"P12","Alguno de los candidatos de Izquierda",0.035,0.015,0.012,0.033
"P12","No sabe",0.03,0.056,0.067,0.144
"P15","Lo votaría",0.411,0.323,0.268,0.18
"P15","Puede que lo vote",0.088,0.132,0.093,0.066
"P15","Nunca lo votaría",0.424,0.472,0.544,0.487
"P15","No sabe",0.077,0.073,0.095,0.267
"P16","Lo votaría",0.182,0.148,0.187,0.097
"P16","Puede que lo vote",0.122,0.126,0.082,0.039
"P16","Nunca lo votaría",0.618,0.646,0.587,0.568
"P16","No sabe",0.078,0.08,0.144,0.296
"P17","Lo votaría",0.156,0.16,0.206,0.167
"P17","Puede que lo vote",0.14,0.192,0.17,0.113
"P17","Nunca lo votaría",0.663,0.565,0.504,0.506
"P17","No sabe",0.041,0.083,0.12,0.214
"P18","Lo votaría",0.128,0.124,0.1,0.123
"P18","Puede que lo vote",0.118,0.168,0.208,0.123
"P18","Nunca lo votaría",0.696,0.65,0.573,0.481
"P18","No sabe",0.058,0.058,0.119,0.273
"P19","Lo votaría",0.173,0.178,0.243,0.355
"P19","Puede que lo vote",0.083,0.142,0.106,0.132
"P19","Nunca lo votaría",0.686,0.643,0.559,0.359
"P19","No sabe",0.058,0.037,0.092,0.154
"P20","Lo votaría",0.335,0.196,0.238,0.239
"P20","Puede que lo vote",0.064,0.194,0.075,0.095
"P20","Nunca lo votaría",0.552,0.532,0.58,0.403
"P20","No sabe",0.049,0.078,0.107,0.263
"P21","Lo votaría",0.268,0.252,0.261,0.182
"P21","Puede que lo vote",0.178,0.224,0.146,0.184
"P21","Nunca lo votaría",0.504,0.478,0.521,0.486
"P21","No sabe",0.05,0.046,0.072,0.148
"P22","Lo votaría",0.051,0.036,0.086,0.046
"P22","Puede que lo vote",0.083,0.089,0.026,0.068
"P22","Nunca lo votaría",0.749,0.775,0.816,0.638
"P22","No sabe",0.117,0.1,0.072,0.248
"P23","Lo votaría",0.173,0.181,0.198,0.231
"P23","Puede que lo vote",0.07,0.14,0.14,0.143
"P23","Nunca lo votaría",0.705,0.628,0.569,0.416
"P23","No sabe",0.052,0.051,0.093,0.21
