"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Weretilneck/Pesatti","Tortoriello/Álvarez Guerrero","Horne/Costa Brutten","Rivero/Astuena","Casas/Villarroel","Zamaro/Roca"
"A Liliana Alvarado por Nos Une Río Negro con el apoyo del kirchnerismo, Martín Doñate y La Cámpora",0.149,0.16,0.139,0.143,0.135,0.17,0.173,0.192,0.098,0.175,0.211,0.067,0.25,0.13,0.541,0.117
"A Hernán Cáceres por Cambia Cinco Saltos con el apoyo de una parte del PRO",0.223,0.237,0.21,0.249,0.195,0.214,0.246,0.157,0.257,0.272,0.139,0.552,0.039,0.179,0,0
"A Quique Rossi  por Avancemos Cinco Saltos",0.133,0.153,0.115,0.126,0.154,0.104,0.136,0.167,0.133,0.072,0.16,0.129,0.186,0.169,0,0.388
"A María Elena Vogel por Juntos Somos Río Negro con el apoyo de Alberto Weretilneck",0.133,0.114,0.151,0.11,0.122,0.194,0.136,0.163,0.106,0.132,0.243,0.041,0.235,0.063,0.08,0.143
"A Silvina Gastiazoro por Nueva Generación",0.027,0.035,0.019,0.023,0.046,0.008,0.01,0.036,0.023,0.019,0.011,0.006,0.018,0.158,0.103,0
"A Miguel Vidal por el Partido Socialista con el apoyo de una parte del PRO y de Anibal Tortoriello",0.048,0.029,0.066,0.055,0.038,0.059,0.046,0.048,0.056,0.033,0.051,0.043,0,0.022,0.057,0.099
"A Martín Palumbo por Vamos Con Todos con el apoyo del Movimiento Evita y de Silvia Horne",0.024,0.015,0.033,0.028,0.025,0.016,0.021,0.009,0.037,0.026,0.006,0.026,0.151,0,0,0.253
"A Norberto Soto por la UCR con el apoyo del radicalismo",0.018,0.025,0.01,0.021,0.019,0.016,0.007,0.017,0.012,0.032,0.011,0.013,0,0,0,0
"No sabe",0.245,0.232,0.257,0.245,0.266,0.219,0.225,0.211,0.278,0.239,0.168,0.123,0.121,0.279,0.219,0
