"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","CABA","Centro","1 cordón GBA","2 cordón GBA","3 cordón GBA","Cuyo","Interior GBA","NEA","NOA","Patagonia"
"Todos los días",0.267,0.282,0.254,0.304,0.268,0.246,0.254,0.258,0.27,0.271,0.273,0.256,0.249,0.294,0.236,0.296,0.278,0.221,0.277,0.244
"Entre 4 y 6 días a la semana",0.236,0.254,0.221,0.302,0.242,0.219,0.179,0.197,0.24,0.269,0.252,0.252,0.265,0.218,0.279,0.193,0.249,0.201,0.218,0.214
"Entre 1 y 3 días a la semana",0.262,0.24,0.281,0.17,0.271,0.29,0.3,0.219,0.276,0.284,0.27,0.248,0.248,0.288,0.271,0.296,0.263,0.235,0.239,0.259
"Raramente",0.178,0.161,0.193,0.159,0.158,0.202,0.209,0.221,0.172,0.146,0.17,0.179,0.182,0.153,0.152,0.166,0.158,0.262,0.211,0.182
"Nunca",0.057,0.063,0.051,0.065,0.061,0.043,0.058,0.105,0.042,0.03,0.035,0.065,0.056,0.047,0.062,0.049,0.052,0.081,0.055,0.101
