"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","CABA","Centro","1 cordón GBA","2 cordón GBA","3 cordón GBA","Cuyo","Interior GBA","NEA","NOA","Patagonia"
"Precio",0.307,0.297,0.316,0.391,0.341,0.257,0.239,0.395,0.331,0.205,0.225,0.3,0.323,0.358,0.525,0.377,0.246,0.175,0.401,0.294
"Calidad",0.153,0.153,0.152,0.17,0.105,0.159,0.223,0.174,0.143,0.147,0.162,0.192,0.122,0.138,0.05,0.087,0.141,0.215,0.185,0.149
"Ambas",0.465,0.456,0.475,0.365,0.488,0.512,0.443,0.326,0.464,0.584,0.544,0.435,0.511,0.441,0.333,0.473,0.532,0.449,0.325,0.499
"Compra sin ningún tipo de consideración",0.075,0.094,0.057,0.074,0.066,0.072,0.095,0.105,0.062,0.064,0.069,0.073,0.044,0.063,0.092,0.063,0.081,0.161,0.089,0.058
