"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","CABA","Centro","1 cordón GBA","2 cordón GBA","3 cordón GBA","Cuyo","Interior GBA","NEA","NOA","Patagonia"
"Todos los días",0.616,0.557,0.668,0.547,0.604,0.67,0.623,0.625,0.642,0.577,0.562,0.605,0.661,0.628,0.585,0.612,0.657,0.625,0.551,0.655
"Entre 4 y 6 días a la semana",0.176,0.2,0.155,0.231,0.194,0.148,0.136,0.127,0.155,0.243,0.198,0.186,0.157,0.167,0.272,0.182,0.188,0.145,0.156,0.16
"Entre 1 y 3 días a la semana",0.072,0.096,0.051,0.084,0.077,0.062,0.066,0.074,0.067,0.076,0.108,0.068,0.094,0.059,0.026,0.066,0.053,0.095,0.062,0.052
"Raramente",0.065,0.07,0.061,0.048,0.06,0.066,0.088,0.08,0.061,0.058,0.066,0.048,0.038,0.062,0.021,0.086,0.059,0.078,0.132,0.062
"Nunca",0.071,0.077,0.065,0.09,0.065,0.054,0.087,0.094,0.075,0.046,0.066,0.093,0.05,0.084,0.096,0.054,0.043,0.057,0.099,0.071
