"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","CABA","Centro","1 cordón GBA","2 cordón GBA","3 cordón GBA","Cuyo","Interior GBA","NEA","NOA","Patagonia"
"Todos los días",0.183,0.168,0.197,0.201,0.153,0.178,0.236,0.146,0.164,0.243,0.24,0.192,0.176,0.185,0.114,0.143,0.22,0.152,0.11,0.191
"Entre 4 y 6 días a la semana",0.173,0.183,0.165,0.158,0.171,0.182,0.182,0.139,0.168,0.212,0.203,0.204,0.177,0.135,0.197,0.157,0.173,0.197,0.133,0.153
"Entre 1 y 3 días a la semana",0.255,0.261,0.249,0.187,0.27,0.293,0.243,0.219,0.263,0.279,0.23,0.304,0.278,0.229,0.347,0.259,0.226,0.226,0.246,0.241
"Raramente",0.285,0.274,0.294,0.309,0.301,0.257,0.261,0.324,0.307,0.218,0.252,0.218,0.262,0.323,0.233,0.369,0.265,0.287,0.421,0.257
"Nunca",0.104,0.114,0.095,0.145,0.105,0.09,0.078,0.172,0.098,0.048,0.075,0.082,0.107,0.128,0.109,0.072,0.116,0.138,0.09,0.158
