"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","CABA","Centro","1 cordón GBA","2 cordón GBA","3 cordón GBA","Cuyo","Interior GBA","NEA","NOA","Patagonia"
"Todos los días",0.053,0.056,0.051,0.126,0.046,0.026,0.025,0.066,0.055,0.038,0.059,0.055,0.056,0.046,0.031,0.073,0.068,0.046,0.023,0.055
"Entre 4 y 6 días a la semana",0.071,0.085,0.06,0.094,0.074,0.045,0.075,0.079,0.064,0.074,0.077,0.075,0.058,0.043,0.109,0.081,0.096,0.061,0.096,0.041
"Entre 1 y 3 días a la semana",0.202,0.226,0.18,0.232,0.234,0.167,0.145,0.167,0.212,0.221,0.215,0.187,0.197,0.236,0.157,0.183,0.203,0.203,0.194,0.187
"Raramente",0.417,0.417,0.416,0.339,0.442,0.446,0.411,0.362,0.428,0.456,0.408,0.46,0.392,0.379,0.424,0.391,0.387,0.376,0.536,0.408
"Nunca",0.257,0.216,0.293,0.209,0.204,0.316,0.344,0.326,0.241,0.211,0.241,0.223,0.297,0.296,0.279,0.272,0.246,0.314,0.151,0.309
