"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","CABA","Centro","1 cordón GBA","2 cordón GBA","3 cordón GBA","Cuyo","Interior GBA","NEA","NOA","Patagonia"
"Todos los días",0.766,0.74,0.79,0.715,0.761,0.816,0.753,0.696,0.77,0.822,0.762,0.749,0.822,0.768,0.799,0.713,0.776,0.812,0.713,0.77
"Entre 4 y 6 días a la semana",0.082,0.091,0.074,0.117,0.091,0.058,0.066,0.083,0.088,0.074,0.086,0.084,0.08,0.078,0.137,0.134,0.071,0.048,0.077,0.057
"Entre 1 y 3 días a la semana",0.048,0.053,0.044,0.052,0.046,0.052,0.045,0.064,0.043,0.04,0.064,0.055,0.029,0.062,0.005,0.062,0.036,0.042,0.05,0.034
"Raramente",0.064,0.064,0.063,0.069,0.062,0.046,0.085,0.102,0.06,0.035,0.046,0.062,0.044,0.06,0,0.074,0.056,0.073,0.107,0.107
"Nunca",0.04,0.052,0.029,0.047,0.04,0.028,0.051,0.055,0.039,0.029,0.042,0.05,0.025,0.032,0.059,0.017,0.061,0.025,0.053,0.032
