"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Siempre",0.207,0.221,0.196,0.208,0.189,0.181,0.268,0.341,0.229,0.144,0.208,0.22,0.229,0.26,0.282,0.177,0.119,0.191
"Casi siempre",0.278,0.252,0.299,0.189,0.256,0.36,0.337,0.235,0.272,0.297,0.252,0.299,0.342,0.255,0.246,0.346,0.278,0.212
"Casi nunca",0.338,0.328,0.346,0.331,0.378,0.335,0.28,0.23,0.333,0.38,0.348,0.329,0.301,0.327,0.268,0.354,0.432,0.33
"Nunca, pero esta es una excepción",0.177,0.199,0.159,0.272,0.177,0.124,0.115,0.194,0.166,0.179,0.192,0.152,0.128,0.158,0.204,0.123,0.171,0.267
