"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Si",0.391,0.386,0.395,0.418,0.436,0.334,0.338,0.464,0.426,0.339,0.746,0.206,0.371,0.751,0.701,0.137,0.273,0.096
"No",0.609,0.614,0.605,0.582,0.564,0.666,0.662,0.536,0.574,0.661,0.254,0.794,0.629,0.249,0.299,0.863,0.727,0.904
