"fecha","t1 Lo votaría","t1 Puede que lo vote","t1 Nunca lo votaría","t1 No sabe","s1 Lo votaría","s1 Puede que lo vote","s1 Nunca lo votaría","s1 No sabe","s2 Lo votaría","s2 Puede que lo vote","s2 Nunca lo votaría","s2 No sabe","e1 Lo votaría","e1 Puede que lo vote","e1 Nunca lo votaría","e1 No sabe","e2 Lo votaría","e2 Puede que lo vote","e2 Nunca lo votaría","e2 No sabe","e3 Lo votaría","e3 Puede que lo vote","e3 Nunca lo votaría","e3 No sabe","e4 Lo votaría","e4 Puede que lo vote","e4 Nunca lo votaría","e4 No sabe","ed1 Lo votaría","ed1 Puede que lo vote","ed1 Nunca lo votaría","ed1 No sabe","ed2 Lo votaría","ed2 Puede que lo vote","ed2 Nunca lo votaría","ed2 No sabe","ed3 Lo votaría","ed3 Puede que lo vote","ed3 Nunca lo votaría","ed3 No sabe","v1 Lo votaría","v1 Puede que lo vote","v1 Nunca lo votaría","v1 No sabe","v2 Lo votaría","v2 Puede que lo vote","v2 Nunca lo votaría","v2 No sabe","v3 Lo votaría","v3 Puede que lo vote","v3 Nunca lo votaría","v3 No sabe","vp1 Lo votaría","vp1 Puede que lo vote","vp1 Nunca lo votaría","vp1 No sabe","vp2 Lo votaría","vp2 Puede que lo vote","vp2 Nunca lo votaría","vp2 No sabe","vp3 Lo votaría","vp3 Puede que lo vote","vp3 Nunca lo votaría","vp3 No sabe","vp4 Lo votaría","vp4 Puede que lo vote","vp4 Nunca lo votaría","vp4 No sabe","vp5 Lo votaría","vp5 Puede que lo vote","vp5 Nunca lo votaría","vp5 No sabe"
2023-06-28,0.224,0.137,0.555,0.084,0.2,0.139,0.577,0.084,0.243,0.135,0.537,0.085,0.251,0.174,0.485,0.09,0.229,0.17,0.509,0.092,0.204,0.11,0.618,0.068,0.2,0.058,0.66,0.082,0.237,0.126,0.491,0.146,0.188,0.135,0.571,0.106,0.246,0.142,0.567,0.045,0.361,0.235,0.323,0.081,0.137,0.062,0.759,0.042,0.288,0.189,0.445,0.078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-06-29,0.243,0.131,0.54,0.086,0.229,0.132,0.561,0.078,0.254,0.131,0.523,0.092,0.291,0.176,0.434,0.099,0.242,0.164,0.503,0.091,0.236,0.103,0.594,0.067,0.191,0.048,0.68,0.081,0.283,0.119,0.455,0.143,0.186,0.133,0.571,0.11,0.271,0.135,0.547,0.047,0.408,0.217,0.283,0.092,0.15,0.059,0.752,0.039,0.265,0.176,0.481,0.078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-06-30,0.249,0.134,0.524,0.093,0.243,0.131,0.544,0.082,0.254,0.137,0.507,0.102,0.27,0.172,0.439,0.119,0.259,0.171,0.481,0.089,0.243,0.11,0.583,0.064,0.213,0.049,0.64,0.098,0.316,0.13,0.395,0.159,0.183,0.134,0.566,0.117,0.275,0.137,0.537,0.051,0.413,0.22,0.28,0.087,0.171,0.061,0.719,0.049,0.181,0.159,0.577,0.083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-07-01,0.241,0.144,0.518,0.097,0.253,0.137,0.524,0.086,0.23,0.149,0.513,0.108,0.263,0.194,0.392,0.151,0.242,0.172,0.503,0.083,0.228,0.126,0.587,0.059,0.226,0.049,0.629,0.096,0.314,0.125,0.401,0.16,0.177,0.143,0.553,0.127,0.264,0.15,0.534,0.052,0.432,0.224,0.256,0.088,0.158,0.068,0.719,0.055,0.146,0.17,0.615,0.069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-07-02,0.245,0.144,0.512,0.099,0.238,0.135,0.528,0.099,0.25,0.152,0.499,0.099,0.248,0.204,0.385,0.163,0.266,0.165,0.491,0.078,0.225,0.12,0.593,0.062,0.224,0.058,0.622,0.096,0.286,0.119,0.457,0.138,0.167,0.133,0.56,0.14,0.289,0.162,0.495,0.054,0.43,0.226,0.27,0.074,0.149,0.071,0.719,0.061,0.138,0.177,0.588,0.097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-07-03,0.253,0.137,0.517,0.093,0.243,0.15,0.516,0.091,0.261,0.126,0.518,0.095,0.277,0.179,0.388,0.156,0.256,0.158,0.504,0.082,0.248,0.127,0.576,0.049,0.222,0.061,0.635,0.082,0.296,0.117,0.45,0.137,0.176,0.131,0.558,0.135,0.295,0.15,0.509,0.046,0.429,0.223,0.271,0.077,0.137,0.055,0.755,0.053,0.122,0.126,0.659,0.093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-07-04,0.263,0.129,0.522,0.086,0.262,0.142,0.507,0.089,0.264,0.117,0.535,0.084,0.294,0.153,0.447,0.106,0.27,0.15,0.494,0.086,0.269,0.13,0.54,0.061,0.206,0.06,0.645,0.089,0.293,0.127,0.432,0.148,0.207,0.106,0.573,0.114,0.294,0.145,0.517,0.044,0.448,0.23,0.249,0.073,0.144,0.033,0.769,0.054,0.123,0.102,0.659,0.116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-07-05,0.261,0.129,0.533,0.077,0.257,0.159,0.515,0.069,0.265,0.102,0.549,0.084,0.298,0.202,0.409,0.091,0.261,0.14,0.529,0.07,0.258,0.091,0.582,0.069,0.221,0.062,0.635,0.082,0.301,0.128,0.449,0.122,0.24,0.096,0.569,0.095,0.261,0.153,0.538,0.048,0.435,0.232,0.269,0.064,0.144,0.045,0.752,0.059,0.13,0.102,0.668,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-07-06,0.25,0.124,0.556,0.07,0.236,0.159,0.538,0.067,0.262,0.094,0.572,0.072,0.248,0.18,0.502,0.07,0.266,0.135,0.542,0.057,0.232,0.099,0.594,0.075,0.245,0.064,0.605,0.086,0.257,0.133,0.493,0.117,0.255,0.088,0.575,0.082,0.245,0.147,0.565,0.043,0.418,0.227,0.301,0.054,0.131,0.048,0.764,0.057,0.132,0.112,0.66,0.096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-07-07,0.255,0.12,0.546,0.079,0.242,0.136,0.547,0.075,0.266,0.106,0.545,0.083,0.227,0.225,0.432,0.116,0.292,0.098,0.561,0.049,0.24,0.093,0.581,0.086,0.241,0.057,0.624,0.078,0.215,0.116,0.528,0.141,0.291,0.087,0.534,0.088,0.242,0.147,0.561,0.05,0.449,0.214,0.277,0.06,0.123,0.052,0.78,0.045,0.19,0.062,0.648,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-07-08,0.254,0.114,0.546,0.086,0.244,0.141,0.533,0.082,0.262,0.092,0.557,0.089,0.23,0.211,0.441,0.118,0.278,0.1,0.566,0.056,0.245,0.084,0.593,0.078,0.251,0.052,0.592,0.105,0.215,0.126,0.514,0.145,0.279,0.083,0.529,0.109,0.248,0.134,0.571,0.047,0.431,0.215,0.29,0.064,0.138,0.046,0.773,0.043,0.252,0.049,0.59,0.109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-07-09,0.261,0.118,0.521,0.1,0.246,0.149,0.507,0.098,0.273,0.091,0.533,0.103,0.278,0.194,0.386,0.142,0.25,0.125,0.544,0.081,0.265,0.083,0.573,0.079,0.255,0.043,0.598,0.104,0.281,0.122,0.435,0.162,0.292,0.091,0.485,0.132,0.23,0.136,0.58,0.054,0.467,0.212,0.245,0.076,0.153,0.056,0.744,0.047,0.209,0.08,0.602,0.109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-07-10,0.244,0.109,0.542,0.105,0.244,0.124,0.529,0.103,0.244,0.096,0.554,0.106,0.234,0.151,0.443,0.172,0.255,0.133,0.548,0.064,0.248,0.083,0.584,0.085,0.236,0.041,0.612,0.111,0.274,0.105,0.483,0.138,0.262,0.08,0.507,0.151,0.22,0.133,0.59,0.057,0.465,0.191,0.281,0.063,0.155,0.056,0.739,0.05,0.245,0.114,0.505,0.136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-07-11,0.259,0.1,0.546,0.095,0.238,0.104,0.562,0.096,0.277,0.097,0.532,0.094,0.266,0.14,0.438,0.156,0.285,0.111,0.552,0.052,0.225,0.084,0.607,0.084,0.242,0.051,0.603,0.104,0.33,0.07,0.478,0.122,0.258,0.074,0.536,0.132,0.235,0.13,0.578,0.057,0.515,0.165,0.277,0.043,0.149,0.064,0.736,0.051,0.223,0.113,0.545,0.119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-07-12,0.266,0.098,0.545,0.091,0.244,0.105,0.554,0.097,0.285,0.092,0.537,0.086,0.279,0.129,0.452,0.14,0.304,0.101,0.54,0.055,0.225,0.093,0.602,0.08,0.226,0.059,0.611,0.104,0.33,0.107,0.426,0.137,0.256,0.066,0.561,0.117,0.25,0.119,0.576,0.055,0.536,0.15,0.27,0.044,0.156,0.052,0.747,0.045,0.174,0.162,0.556,0.108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-07-13,0.265,0.102,0.537,0.096,0.242,0.106,0.552,0.1,0.284,0.099,0.525,0.092,0.292,0.151,0.403,0.154,0.306,0.091,0.542,0.061,0.231,0.1,0.594,0.075,0.2,0.067,0.626,0.107,0.342,0.1,0.422,0.136,0.243,0.077,0.556,0.124,0.254,0.122,0.564,0.06,0.555,0.153,0.248,0.044,0.142,0.051,0.754,0.053,0.183,0.16,0.551,0.106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-07-14,0.253,0.096,0.579,0.072,0.229,0.1,0.588,0.083,0.273,0.092,0.571,0.064,0.304,0.089,0.512,0.095,0.254,0.117,0.569,0.06,0.236,0.098,0.615,0.051,0.207,0.066,0.638,0.089,0.334,0.093,0.479,0.094,0.218,0.07,0.607,0.105,0.249,0.115,0.595,0.041,0.57,0.13,0.261,0.039,0.122,0.063,0.765,0.05,0.113,0.157,0.643,0.087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-07-15,0.25,0.094,0.589,0.067,0.221,0.094,0.611,0.074,0.275,0.095,0.57,0.06,0.299,0.075,0.529,0.097,0.258,0.126,0.556,0.06,0.222,0.087,0.637,0.054,0.205,0.069,0.67,0.056,0.326,0.091,0.47,0.113,0.216,0.07,0.633,0.081,0.248,0.113,0.599,0.04,0.603,0.112,0.235,0.05,0.107,0.072,0.783,0.038,0.108,0.167,0.618,0.107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-07-16,0.251,0.098,0.593,0.058,0.225,0.097,0.633,0.045,0.273,0.098,0.559,0.07,0.26,0.097,0.54,0.103,0.286,0.109,0.563,0.042,0.219,0.112,0.629,0.04,0.211,0.067,0.669,0.053,0.283,0.096,0.527,0.094,0.211,0.086,0.621,0.082,0.269,0.108,0.596,0.027,0.602,0.124,0.237,0.037,0.092,0.075,0.802,0.031,0.174,0.172,0.581,0.073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-07-17,0.26,0.105,0.574,0.061,0.234,0.098,0.616,0.052,0.282,0.11,0.54,0.068,0.283,0.109,0.5,0.108,0.274,0.131,0.545,0.05,0.241,0.098,0.624,0.037,0.226,0.061,0.664,0.049,0.288,0.097,0.454,0.161,0.241,0.096,0.6,0.063,0.264,0.114,0.599,0.023,0.621,0.113,0.202,0.064,0.085,0.082,0.807,0.026,0.156,0.181,0.595,0.068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-07-18,0.245,0.122,0.544,0.089,0.243,0.119,0.561,0.077,0.247,0.125,0.529,0.099,0.271,0.13,0.408,0.191,0.242,0.157,0.539,0.062,0.244,0.118,0.605,0.033,0.22,0.057,0.655,0.068,0.244,0.098,0.454,0.204,0.238,0.143,0.515,0.104,0.251,0.115,0.599,0.035,0.566,0.159,0.179,0.096,0.091,0.079,0.792,0.038,0.169,0.196,0.562,0.073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-07-19,0.25,0.119,0.542,0.089,0.26,0.105,0.548,0.087,0.242,0.131,0.537,0.09,0.271,0.096,0.458,0.175,0.242,0.163,0.518,0.077,0.246,0.128,0.594,0.032,0.245,0.061,0.629,0.065,0.273,0.085,0.445,0.197,0.231,0.142,0.52,0.107,0.256,0.114,0.594,0.036,0.549,0.176,0.183,0.092,0.103,0.078,0.778,0.041,0.255,0.129,0.55,0.066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-07-20,0.243,0.136,0.527,0.094,0.266,0.108,0.536,0.09,0.225,0.159,0.518,0.098,0.224,0.149,0.447,0.18,0.237,0.186,0.494,0.083,0.267,0.114,0.572,0.047,0.254,0.055,0.634,0.057,0.289,0.08,0.434,0.197,0.227,0.162,0.512,0.099,0.239,0.136,0.571,0.054,0.535,0.188,0.178,0.099,0.096,0.093,0.776,0.035,0.199,0.139,0.482,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-07-21,0.256,0.133,0.495,0.116,0.293,0.113,0.495,0.099,0.225,0.15,0.494,0.131,0.224,0.135,0.39,0.251,0.26,0.192,0.458,0.09,0.274,0.11,0.565,0.051,0.269,0.053,0.613,0.065,0.28,0.078,0.392,0.25,0.253,0.161,0.47,0.116,0.249,0.132,0.55,0.069,0.516,0.192,0.175,0.117,0.113,0.083,0.759,0.045,0.252,0.139,0.407,0.202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-07-22,0.269,0.13,0.481,0.12,0.31,0.106,0.489,0.095,0.234,0.151,0.475,0.14,0.252,0.132,0.37,0.246,0.285,0.175,0.442,0.098,0.276,0.112,0.563,0.049,0.252,0.07,0.605,0.073,0.3,0.07,0.376,0.254,0.266,0.168,0.454,0.112,0.259,0.124,0.541,0.076,0.507,0.187,0.192,0.114,0.13,0.082,0.731,0.057,0.216,0.129,0.475,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-07-23,0.267,0.119,0.504,0.11,0.308,0.089,0.505,0.098,0.233,0.143,0.503,0.121,0.259,0.119,0.409,0.213,0.291,0.167,0.448,0.094,0.261,0.083,0.6,0.056,0.243,0.069,0.62,0.068,0.292,0.06,0.396,0.252,0.271,0.142,0.505,0.082,0.255,0.122,0.543,0.08,0.506,0.174,0.202,0.118,0.133,0.067,0.746,0.054,0.169,0.089,0.584,0.158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-07-24,0.267,0.111,0.515,0.107,0.296,0.089,0.519,0.096,0.243,0.129,0.511,0.117,0.243,0.122,0.422,0.213,0.294,0.143,0.481,0.082,0.264,0.074,0.604,0.058,0.255,0.078,0.596,0.071,0.279,0.071,0.46,0.19,0.273,0.122,0.501,0.104,0.259,0.117,0.545,0.079,0.512,0.178,0.204,0.106,0.148,0.066,0.721,0.065,0.191,0.081,0.573,0.155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-07-25,0.273,0.105,0.53,0.092,0.305,0.081,0.53,0.084,0.245,0.124,0.531,0.1,0.26,0.108,0.473,0.159,0.293,0.146,0.474,0.087,0.268,0.064,0.61,0.058,0.259,0.071,0.613,0.057,0.306,0.08,0.442,0.172,0.283,0.099,0.537,0.081,0.253,0.118,0.557,0.072,0.534,0.165,0.213,0.088,0.137,0.068,0.738,0.057,0.259,0.099,0.488,0.154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-07-26,0.251,0.121,0.537,0.091,0.268,0.111,0.543,0.078,0.236,0.129,0.533,0.102,0.193,0.126,0.505,0.176,0.275,0.177,0.474,0.074,0.271,0.071,0.605,0.053,0.255,0.07,0.616,0.059,0.268,0.1,0.487,0.145,0.258,0.124,0.534,0.084,0.239,0.125,0.559,0.077,0.5,0.176,0.246,0.078,0.128,0.084,0.719,0.069,0.215,0.17,0.468,0.147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-07-27,0.26,0.114,0.533,0.093,0.267,0.116,0.536,0.081,0.254,0.112,0.531,0.103,0.253,0.108,0.468,0.171,0.268,0.167,0.479,0.086,0.263,0.067,0.625,0.045,0.252,0.08,0.61,0.058,0.242,0.116,0.473,0.169,0.282,0.111,0.518,0.089,0.251,0.115,0.566,0.068,0.531,0.164,0.221,0.084,0.13,0.088,0.712,0.07,0.303,0.155,0.502,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-07-28,0.258,0.116,0.552,0.074,0.249,0.122,0.559,0.07,0.265,0.111,0.547,0.077,0.269,0.118,0.502,0.111,0.259,0.168,0.497,0.076,0.251,0.062,0.639,0.048,0.251,0.079,0.615,0.055,0.254,0.128,0.486,0.132,0.283,0.102,0.539,0.076,0.241,0.122,0.585,0.052,0.518,0.18,0.239,0.063,0.144,0.078,0.72,0.058,0.28,0.163,0.513,0.044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-07-29,0.251,0.123,0.557,0.069,0.234,0.132,0.565,0.069,0.266,0.115,0.55,0.069,0.246,0.141,0.517,0.096,0.239,0.177,0.515,0.069,0.278,0.06,0.615,0.047,0.25,0.072,0.617,0.061,0.262,0.131,0.496,0.111,0.266,0.091,0.561,0.082,0.236,0.143,0.577,0.044,0.521,0.191,0.24,0.048,0.144,0.075,0.723,0.058,0.262,0.184,0.513,0.041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-07-30,0.246,0.13,0.562,0.062,0.236,0.141,0.56,0.063,0.253,0.121,0.564,0.062,0.236,0.158,0.516,0.09,0.238,0.174,0.53,0.058,0.28,0.071,0.61,0.039,0.235,0.085,0.62,0.06,0.257,0.13,0.518,0.095,0.259,0.105,0.558,0.078,0.231,0.15,0.581,0.038,0.535,0.198,0.227,0.04,0.135,0.087,0.725,0.053,0.32,0.199,0.434,0.047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-07-31,0.252,0.128,0.56,0.06,0.228,0.136,0.57,0.066,0.271,0.121,0.552,0.056,0.268,0.132,0.516,0.084,0.24,0.179,0.525,0.056,0.281,0.074,0.606,0.039,0.221,0.086,0.633,0.06,0.254,0.132,0.52,0.094,0.272,0.105,0.557,0.066,0.235,0.144,0.578,0.043,0.55,0.187,0.216,0.047,0.143,0.084,0.733,0.04,0.263,0.179,0.442,0.116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-08-01,0.254,0.126,0.562,0.058,0.221,0.144,0.569,0.066,0.281,0.111,0.557,0.051,0.252,0.132,0.519,0.097,0.248,0.176,0.529,0.047,0.298,0.07,0.601,0.031,0.221,0.091,0.63,0.058,0.257,0.149,0.513,0.081,0.274,0.098,0.569,0.059,0.238,0.138,0.575,0.049,0.561,0.174,0.214,0.051,0.158,0.081,0.722,0.039,0.184,0.181,0.545,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-08-02,0.268,0.109,0.563,0.06,0.226,0.115,0.595,0.064,0.303,0.105,0.536,0.056,0.296,0.122,0.498,0.084,0.257,0.15,0.538,0.055,0.29,0.052,0.611,0.047,0.234,0.083,0.63,0.053,0.265,0.12,0.51,0.105,0.3,0.069,0.567,0.064,0.246,0.134,0.58,0.04,0.616,0.147,0.182,0.055,0.156,0.072,0.742,0.03,0.237,0.066,0.573,0.124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-08-03,0.27,0.106,0.57,0.054,0.247,0.11,0.59,0.053,0.291,0.102,0.553,0.054,0.288,0.11,0.525,0.077,0.272,0.138,0.544,0.046,0.287,0.065,0.604,0.044,0.232,0.088,0.629,0.051,0.282,0.118,0.53,0.07,0.303,0.064,0.559,0.074,0.243,0.132,0.592,0.033,0.622,0.152,0.187,0.039,0.166,0.065,0.731,0.038,0.201,0.066,0.624,0.109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-08-04,0.262,0.111,0.575,0.052,0.234,0.127,0.589,0.05,0.286,0.097,0.563,0.054,0.253,0.136,0.543,0.068,0.29,0.121,0.544,0.045,0.272,0.08,0.604,0.044,0.218,0.092,0.637,0.053,0.284,0.129,0.523,0.064,0.269,0.086,0.574,0.071,0.249,0.122,0.595,0.034,0.621,0.143,0.198,0.038,0.158,0.08,0.724,0.038,0.194,0.058,0.617,0.131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-08-05,0.28,0.105,0.571,0.044,0.256,0.117,0.586,0.041,0.301,0.095,0.558,0.046,0.327,0.111,0.505,0.057,0.288,0.12,0.556,0.036,0.266,0.089,0.605,0.04,0.227,0.087,0.64,0.046,0.294,0.132,0.516,0.058,0.289,0.091,0.571,0.049,0.269,0.105,0.591,0.035,0.656,0.139,0.17,0.035,0.165,0.086,0.72,0.029,0.185,0.048,0.604,0.163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-08-06,0.291,0.103,0.553,0.053,0.267,0.122,0.559,0.052,0.31,0.087,0.549,0.054,0.337,0.108,0.467,0.088,0.303,0.127,0.525,0.045,0.27,0.088,0.602,0.04,0.234,0.071,0.655,0.04,0.294,0.136,0.502,0.068,0.292,0.087,0.568,0.053,0.288,0.103,0.561,0.048,0.646,0.143,0.169,0.042,0.167,0.08,0.721,0.032,0.137,0.104,0.574,0.185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-08-07,0.287,0.112,0.547,0.054,0.268,0.14,0.549,0.043,0.303,0.089,0.545,0.063,0.32,0.128,0.456,0.096,0.297,0.134,0.523,0.046,0.267,0.103,0.597,0.033,0.252,0.064,0.646,0.038,0.323,0.141,0.475,0.061,0.272,0.095,0.58,0.053,0.285,0.115,0.548,0.052,0.653,0.158,0.16,0.029,0.146,0.092,0.724,0.038,0.149,0.112,0.66,0.079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-08-08,0.272,0.115,0.561,0.052,0.263,0.13,0.571,0.036,0.281,0.101,0.552,0.066,0.288,0.127,0.5,0.085,0.292,0.141,0.52,0.047,0.237,0.103,0.621,0.039,0.255,0.066,0.642,0.037,0.301,0.126,0.495,0.078,0.249,0.109,0.594,0.048,0.28,0.115,0.559,0.046,0.622,0.164,0.179,0.035,0.127,0.096,0.742,0.035,0.143,0.098,0.69,0.069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-08-09,0.275,0.121,0.555,0.049,0.276,0.133,0.556,0.035,0.273,0.112,0.554,0.061,0.29,0.142,0.493,0.075,0.301,0.143,0.513,0.043,0.242,0.106,0.616,0.036,0.243,0.074,0.642,0.041,0.308,0.136,0.481,0.075,0.243,0.126,0.589,0.042,0.287,0.113,0.555,0.045,0.617,0.175,0.179,0.029,0.129,0.101,0.735,0.035,0.167,0.13,0.64,0.063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-08-10,0.271,0.125,0.557,0.047,0.263,0.143,0.557,0.037,0.278,0.111,0.557,0.054,0.278,0.149,0.507,0.066,0.295,0.155,0.508,0.042,0.24,0.106,0.619,0.035,0.254,0.064,0.638,0.044,0.291,0.134,0.496,0.079,0.23,0.14,0.595,0.035,0.295,0.111,0.55,0.044,0.607,0.176,0.186,0.031,0.125,0.1,0.745,0.03,0.239,0.132,0.553,0.076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-08-11,0.269,0.127,0.556,0.048,0.256,0.138,0.564,0.042,0.28,0.117,0.549,0.054,0.289,0.142,0.498,0.071,0.284,0.158,0.512,0.046,0.24,0.112,0.614,0.034,0.249,0.068,0.643,0.04,0.292,0.129,0.503,0.076,0.225,0.144,0.594,0.037,0.294,0.113,0.546,0.047,0.605,0.19,0.178,0.027,0.115,0.096,0.757,0.032,0.286,0.127,0.526,0.061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-08-12,0.265,0.131,0.551,0.053,0.256,0.144,0.558,0.042,0.273,0.119,0.546,0.062,0.257,0.143,0.516,0.084,0.294,0.167,0.492,0.047,0.23,0.113,0.62,0.037,0.262,0.072,0.627,0.039,0.291,0.128,0.491,0.09,0.226,0.148,0.584,0.042,0.286,0.119,0.548,0.047,0.588,0.201,0.172,0.039,0.107,0.092,0.768,0.033,0.322,0.157,0.467,0.054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-08-13,0.269,0.126,0.556,0.049,0.256,0.131,0.578,0.035,0.279,0.122,0.538,0.061,0.263,0.14,0.527,0.07,0.285,0.161,0.508,0.046,0.239,0.102,0.622,0.037,0.278,0.074,0.607,0.041,0.293,0.134,0.474,0.099,0.234,0.141,0.584,0.041,0.286,0.113,0.564,0.037,0.579,0.187,0.196,0.038,0.113,0.084,0.772,0.031,0.293,0.131,0.499,0.077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
