"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Radio",0.202,0.189,0.212,0.151,0.182,0.217,0.278,0.223,0.189,0.204,0.256,0.191,0.124,0.255,0.315,0.192,0.196,0.097
"Televisión",0.342,0.316,0.363,0.24,0.296,0.415,0.462,0.354,0.374,0.314,0.318,0.365,0.345,0.329,0.194,0.431,0.312,0.294
"Diario",0.059,0.049,0.067,0.03,0.067,0.068,0.069,0.078,0.044,0.063,0.054,0.058,0.16,0.042,0.09,0.067,0.076,0.039
"Medio digital",0.184,0.227,0.149,0.265,0.2,0.149,0.099,0.123,0.18,0.208,0.19,0.18,0.179,0.208,0.211,0.124,0.194,0.237
"Redes Sociales",0.139,0.144,0.134,0.26,0.155,0.072,0.042,0.146,0.148,0.13,0.132,0.128,0.036,0.112,0.152,0.103,0.156,0.246
"Ninguno en particular",0.073,0.072,0.075,0.054,0.096,0.079,0.05,0.068,0.065,0.081,0.05,0.076,0.156,0.054,0.038,0.079,0.066,0.087
"No sabe",0.001,0.003,0,0,0.004,0,0,0.008,0,0,0,0.002,0,0,0,0.004,0,0
