"var","categoria","Siempre","Casi siempre","Casi nunca","Nunca, pero esta es una excepción"
"P11","Unión por la Patria",0.372,0.345,0.314,0.327
"P11","La Libertad Avanza",0.489,0.531,0.472,0.463
"P11","En blanco",0.067,0.061,0.155,0.059
"P11","No sabe",0.072,0.063,0.059,0.151
"P13","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.393,0.342,0.353,0.354
"P13","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.486,0.55,0.539,0.514
"P13","En blanco",0.063,0.065,0.061,0.061
"P13","No sabe",0.058,0.043,0.047,0.071
"P15","Totalmente seguro",0.759,0.721,0.726,0.737
"P15","Bastante seguro",0.119,0.141,0.122,0.085
"P15","Algo seguro",0.055,0.075,0.082,0.077
"P15","Para nada seguro",0.067,0.063,0.07,0.101
"P16","Tiene Decidido que va a ir a votar",0.89,0.931,0.917,0.907
"P16","Tiene dudas sobre si va a ir a  votar",0.055,0.05,0.059,0.047
"P16","Tiene Decidido que no va a ir a votar",0.055,0.019,0.024,0.046
"P17","Lo votaría",0.459,0.367,0.384,0.382
"P17","Puede que lo vote",0.063,0.053,0.057,0.069
"P17","Nunca lo votaría",0.45,0.542,0.524,0.515
"P17","No sabe",0.028,0.038,0.035,0.034
"P18","Lo votaría",0.485,0.453,0.446,0.46
"P18","Puede que lo vote",0.079,0.114,0.126,0.091
"P18","Nunca lo votaría",0.395,0.4,0.399,0.407
"P18","No sabe",0.041,0.033,0.029,0.042
"P19","Si",0.852,0.863,0.86,0.848
"P19","No",0.148,0.137,0.14,0.152
"P20","Sergio Massa",0.572,0.56,0.563,0.525
"P20","Javier Milei",0.428,0.44,0.437,0.475
"P21","Sergio Massa",0.475,0.461,0.472,0.458
"P21","Javier Milei",0.525,0.539,0.528,0.542
"P22","Sergio Massa",0.496,0.459,0.46,0.475
"P22","Javier Milei",0.504,0.541,0.54,0.525
"P23","Sergio Massa",0.461,0.431,0.467,0.465
"P23","Javier Milei",0.539,0.569,0.533,0.535
"P24","Si",0.464,0.362,0.369,0.394
"P24","No",0.536,0.638,0.631,0.606
"P25","Si",0.58,0.642,0.641,0.622
"P25","No",0.42,0.358,0.359,0.378
"P28","Inflación",0.306,0.365,0.373,0.374
"P28","Desempleo",0.088,0.06,0.044,0.075
"P28","Corrupción",0.333,0.293,0.345,0.319
"P28","Inseguridad",0.098,0.114,0.079,0.074
"P28","Precio del dólar",0.034,0.008,0.004,0.017
"P28","Pobreza",0.055,0.082,0.083,0.08
"P28","Narcotráfico",0.014,0.008,0.006,0.005
"P28","Tarifas",0.005,0.01,0.005,0.003
"P28","Otro",0.057,0.052,0.051,0.038
"P28","No sabe",0.01,0.008,0.01,0.015
"P32","Sin deuda",0.471,0.387,0.441,0.467
"P32","Menos de 10%",0.116,0.187,0.187,0.128
"P32","Entre 10 y 20%",0.103,0.159,0.12,0.142
"P32","Entre 20 y 30%",0.08,0.107,0.06,0.06
"P32","Entre 30 y 40%",0.041,0.064,0.054,0.044
"P32","Mas del 40%",0.147,0.065,0.101,0.104
"P32","No sabe",0.042,0.031,0.037,0.055
"P33","Gran excedente habitual",0.032,0.012,0.008,0.013
"P33","Gran excedente excepcional",0.021,0.004,0.006,0.002
"P33","Pequeño excedente habitual",0.082,0.064,0.093,0.064
"P33","Pequeño excedente excepcional",0.039,0.078,0.071,0.1
"P33","Alcanza gastos familia",0.142,0.169,0.171,0.153
"P33","No alcanza gastos familia",0.068,0.11,0.118,0.096
"P33","Solo NBFamiliares",0.236,0.297,0.26,0.241
"P33","No alcanza NBFamiliares",0.372,0.248,0.257,0.31
"P33","No sabe",0.008,0.018,0.016,0.021
"P34","Muy buena",0.142,0.046,0.072,0.052
"P34","Buena",0.232,0.238,0.209,0.211
"P34","Ni buena ni mala",0.379,0.479,0.466,0.418
"P34","Mala",0.178,0.183,0.192,0.217
"P34","Muy mala",0.064,0.039,0.039,0.067
"P34","No sabe",0.005,0.015,0.022,0.035
"P35","Mejor",0.163,0.118,0.108,0.082
"P35","Igual",0.215,0.292,0.225,0.242
"P35","Peor",0.565,0.562,0.643,0.652
"P35","No sabe",0.057,0.028,0.024,0.024
"P36","Mejor",0.19,0.154,0.19,0.208
"P36","Igual",0.249,0.277,0.239,0.201
"P36","Peor",0.404,0.358,0.392,0.373
"P36","No sabe",0.157,0.211,0.179,0.218
"P37","Muy buena",0.14,0.036,0.056,0.068
"P37","Buena",0.092,0.102,0.049,0.051
