"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Totalmente seguro",0.733,0.782,0.694,0.769,0.744,0.716,0.69,0.723,0.718,0.749,0.842,0.695,0.691,0.814,0.826,0.664,0.506,0.812
"Bastante seguro",0.12,0.109,0.129,0.089,0.137,0.114,0.136,0.132,0.126,0.112,0.099,0.132,0.1,0.113,0.094,0.138,0.165,0.104
"Algo seguro",0.074,0.063,0.083,0.089,0.056,0.09,0.068,0.066,0.078,0.073,0.029,0.089,0.12,0.035,0.055,0.098,0.12,0.068
"Para nada seguro",0.073,0.046,0.094,0.053,0.063,0.08,0.106,0.079,0.078,0.066,0.03,0.084,0.089,0.038,0.025,0.1,0.209,0.016
