"var","categoria","Muy buena","Buena","Ni buena ni mala","Mala","Muy mala","No sabe"
"P10","Siempre",0.24,0.227,0.143,0.228,0.184,0.107
"P10","Casi siempre",0.331,0.337,0.289,0.279,0.302,0.236
"P10","Casi nunca",0.309,0.306,0.382,0.341,0.35,0.413
"P10","Nunca, pero esta es una excepción",0.12,0.13,0.186,0.152,0.164,0.244
"P11","Unión por la Patria",0.836,0.625,0.249,0.195,0.062,0.246
"P11","La Libertad Avanza",0.092,0.251,0.587,0.678,0.849,0.605
"P11","En blanco",0.06,0.069,0.093,0.082,0.041,0.045
"P11","No sabe",0.012,0.055,0.071,0.045,0.048,0.104
"P13","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.852,0.587,0.265,0.182,0.066,0.275
"P13","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.111,0.313,0.626,0.762,0.886,0.668
"P13","En blanco",0.028,0.048,0.054,0.038,0.029,0.016
"P13","No sabe",0.009,0.052,0.055,0.018,0.019,0.041
"P15","Totalmente seguro",0.848,0.78,0.675,0.773,0.851,0.642
"P15","Bastante seguro",0.098,0.113,0.137,0.133,0.072,0.061
"P15","Algo seguro",0.037,0.074,0.095,0.052,0.022,0.204
"P15","Para nada seguro",0.017,0.033,0.093,0.042,0.055,0.093
"P16","Tiene Decidido que va a ir a votar",0.968,0.927,0.932,0.907,0.964,0.875
"P16","Tiene dudas sobre si va a ir a  votar",0.015,0.041,0.034,0.07,0.024,0.108
"P16","Tiene Decidido que no va a ir a votar",0.017,0.032,0.034,0.023,0.012,0.017
"P17","Lo votaría",0.9,0.641,0.262,0.227,0.125,0.286
"P17","Puede que lo vote",0.037,0.069,0.056,0.041,0.014,0.136
"P17","Nunca lo votaría",0.05,0.264,0.647,0.713,0.84,0.549
"P17","No sabe",0.013,0.026,0.035,0.019,0.021,0.029
"P18","Lo votaría",0.16,0.248,0.499,0.61,0.804,0.461
"P18","Puede que lo vote",0.043,0.073,0.132,0.113,0.096,0.173
"P18","Nunca lo votaría",0.773,0.642,0.339,0.253,0.094,0.366
"P18","No sabe",0.024,0.037,0.03,0.024,0.006,0
"P19","Si",0.945,0.856,0.884,0.859,0.923,0.86
"P19","No",0.055,0.144,0.116,0.141,0.077,0.14
"P20","Sergio Massa",0.94,0.793,0.498,0.485,0.194,0.574
"P20","Javier Milei",0.06,0.207,0.502,0.515,0.806,0.426
"P21","Sergio Massa",0.92,0.728,0.385,0.285,0.123,0.491
"P21","Javier Milei",0.08,0.272,0.615,0.715,0.877,0.509
"P22","Sergio Massa",0.925,0.7,0.404,0.314,0.108,0.48
"P22","Javier Milei",0.075,0.3,0.596,0.686,0.892,0.52
"P23","Sergio Massa",0.923,0.722,0.37,0.265,0.106,0.458
"P23","Javier Milei",0.077,0.278,0.63,0.735,0.894,0.542
"P24","Si",0.819,0.612,0.267,0.233,0.083,0.255
"P24","No",0.181,0.388,0.733,0.767,0.917,0.745
"P25","Si",0.23,0.42,0.715,0.812,0.89,0.754
"P25","No",0.77,0.58,0.285,0.188,0.11,0.246
"P28","Inflación",0.481,0.401,0.351,0.269,0.353,0.462
"P28","Desempleo",0.071,0.084,0.053,0.054,0.018,0.031
"P28","Corrupción",0.076,0.207,0.368,0.452,0.477,0.176
"P28","Inseguridad",0.074,0.082,0.118,0.082,0.062,0.077
"P28","Precio del dólar",0.037,0,0.007,0.013,0.001,0.012
"P28","Pobreza",0.124,0.115,0.054,0.077,0.038,0.135
"P28","Narcotráfico",0.009,0.002,0.006,0.001,0.016,0
"P28","Tarifas",0.009,0.003,0,0.003,0.011,0.066
"P28","Otro",0.109,0.101,0.027,0.043,0.024,0.041
"P28","No sabe",0.01,0.005,0.016,0.006,0,0
"P32","Sin deuda",0.517,0.459,0.414,0.407,0.41,0.426
"P32","Menos de 10%",0.141,0.179,0.185,0.163,0.135,0.154
"P32","Entre 10 y 20%",0.082,0.145,0.19,0.168,0.106,0.165
"P32","Entre 20 y 30%",0.051,0.071,0.072,0.084,0.093,0.063
"P32","Entre 30 y 40%",0.044,0.053,0.039,0.053,0.066,0.016
"P32","Mas del 40%",0.13,0.067,0.073,0.081,0.144,0.119
"P32","No sabe",0.035,0.026,0.027,0.044,0.046,0.057
"P33","Gran excedente habitual",0.026,0.024,0.014,0.007,0.012,0.015
"P33","Gran excedente excepcional",0.006,0.006,0.003,0.005,0.006,0.007
"P33","Pequeño excedente habitual",0.139,0.113,0.076,0.033,0.073,0.041
"P33","Pequeño excedente excepcional",0.09,0.108,0.056,0.066,0.073,0.022
"P33","Alcanza gastos familia",0.229,0.185,0.156,0.113,0.131,0.118
"P33","No alcanza gastos familia",0.082,0.077,0.135,0.101,0.104,0.085
"P33","Solo NBFamiliares",0.216,0.279,0.305,0.317,0.274,0.351
