"var","categoria","Muy buena","Buena","Ni buena ni mala","Mala","Muy mala","No sabe"
"P10","Siempre",0.265,0.196,0.218,0.184,0.174,0.232
"P10","Casi siempre",0.323,0.338,0.239,0.296,0.291,0.429
"P10","Casi nunca",0.256,0.31,0.355,0.383,0.368,0.177
"P10","Nunca, pero esta es una excepción",0.156,0.156,0.188,0.137,0.167,0.162
"P11","Unión por la Patria",0.784,0.849,0.6,0.186,0.044,0.058
"P11","La Libertad Avanza",0.133,0.081,0.201,0.632,0.835,0.661
"P11","En blanco",0.051,0.056,0.083,0.12,0.075,0.119
"P11","No sabe",0.032,0.014,0.116,0.062,0.046,0.162
"P13","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.842,0.835,0.608,0.17,0.05,0.29
"P13","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.126,0.143,0.231,0.726,0.889,0.661
"P13","En blanco",0.027,0.011,0.059,0.076,0.035,0.049
"P13","No sabe",0.005,0.011,0.102,0.028,0.026,0
"P15","Totalmente seguro",0.894,0.84,0.656,0.643,0.804,0.366
"P15","Bastante seguro",0.087,0.118,0.131,0.176,0.087,0.338
"P15","Algo seguro",0.011,0.028,0.113,0.117,0.05,0.119
"P15","Para nada seguro",0.008,0.014,0.1,0.064,0.059,0.177
"P16","Tiene Decidido que va a ir a votar",0.954,0.934,0.86,0.924,0.961,0.774
"P16","Tiene dudas sobre si va a ir a  votar",0.022,0.032,0.069,0.048,0.026,0.226
"P16","Tiene Decidido que no va a ir a votar",0.024,0.034,0.071,0.028,0.013,0
"P17","Lo votaría",0.926,0.908,0.596,0.163,0.096,0.22
"P17","Puede que lo vote",0.021,0.036,0.124,0.091,0.017,0
"P17","Nunca lo votaría",0.045,0.051,0.214,0.693,0.874,0.78
"P17","No sabe",0.008,0.005,0.066,0.053,0.013,0
"P18","Lo votaría",0.17,0.144,0.177,0.532,0.764,0.539
"P18","Puede que lo vote",0.058,0.026,0.098,0.179,0.096,0.403
"P18","Nunca lo votaría",0.746,0.823,0.674,0.27,0.122,0.058
"P18","No sabe",0.026,0.007,0.051,0.019,0.018,0
"P19","Si",0.925,0.896,0.792,0.864,0.928,0.612
"P19","No",0.075,0.104,0.208,0.136,0.072,0.388
"P20","Sergio Massa",0.931,0.948,0.77,0.482,0.271,0.36
"P20","Javier Milei",0.069,0.052,0.23,0.518,0.729,0.64
"P21","Sergio Massa",0.919,0.932,0.803,0.333,0.109,0.467
"P21","Javier Milei",0.081,0.068,0.197,0.667,0.891,0.533
"P22","Sergio Massa",0.927,0.934,0.774,0.336,0.119,0.34
"P22","Javier Milei",0.073,0.066,0.226,0.664,0.881,0.66
"P23","Sergio Massa",0.915,0.908,0.785,0.295,0.108,0.516
"P23","Javier Milei",0.085,0.092,0.215,0.705,0.892,0.484
"P24","Si",0.876,0.787,0.614,0.233,0.069,0.345
"P24","No",0.124,0.213,0.386,0.767,0.931,0.655
"P25","Si",0.197,0.235,0.413,0.757,0.929,0.71
"P25","No",0.803,0.765,0.587,0.243,0.071,0.29
"P28","Inflación",0.442,0.424,0.369,0.325,0.345,0.396
"P28","Desempleo",0.106,0.105,0.061,0.048,0.025,0.056
"P28","Corrupción",0.106,0.081,0.235,0.354,0.484,0.049
"P28","Inseguridad",0.111,0.059,0.101,0.106,0.079,0.07
"P28","Precio del dólar",0.02,0.016,0.005,0.012,0.005,0
"P28","Pobreza",0.08,0.181,0.115,0.09,0.031,0.252
"P28","Narcotráfico",0.016,0,0.004,0.007,0.009,0
"P28","Tarifas",0.024,0.004,0.016,0.007,0.001,0
"P28","Otro",0.091,0.094,0.088,0.044,0.017,0.177
"P28","No sabe",0.004,0.036,0.006,0.007,0.004,0
"P32","Sin deuda",0.56,0.457,0.492,0.355,0.409,0.235
"P32","Menos de 10%",0.103,0.195,0.204,0.195,0.141,0.161
"P32","Entre 10 y 20%",0.14,0.09,0.095,0.169,0.15,0.07
"P32","Entre 20 y 30%",0.04,0.074,0.078,0.096,0.079,0.252
"P32","Entre 30 y 40%",0.04,0.048,0.041,0.054,0.061,0
"P32","Mas del 40%",0.094,0.111,0.053,0.107,0.115,0.056
"P32","No sabe",0.023,0.025,0.037,0.024,0.045,0.226
"P33","Gran excedente habitual",0.018,0.036,0.023,0,0.014,0
"P33","Gran excedente excepcional",0.003,0.005,0.002,0.006,0.007,0.049
"P33","Pequeño excedente habitual",0.098,0.137,0.118,0.048,0.076,0
"P33","Pequeño excedente excepcional",0.063,0.132,0.058,0.048,0.069,0
"P33","Alcanza gastos familia",0.164,0.187,0.167,0.157,0.149,0
"P33","No alcanza gastos familia",0.091,0.08,0.095,0.084,0.118,0.252
"P33","Solo NBFamiliares",0.194,0.225,0.275,0.364,0.271,0.466
"P33","No alcanza NBFamiliares",0.347,0.19,0.257,0.274,0.281,0.056
"P33","No sabe",0.022,0.008,0.005,0.019,0.015,0.177
"P34","Muy buena",0.152,0.068,0.08,0.046,0.056,0
"P34","Buena",0.26,0.393,0.29,0.196,0.165,0.414
"P34","Ni buena ni mala",0.406,0.395,0.466,0.501,0.451,0.423
"P34","Mala",0.119,0.083,0.127,0.217,0.251,0.107
"P34","Muy mala",0.041,0.047,0.02,0.026,0.062,0.056
"P34","No sabe",0.022,0.014,0.017,0.014,0.015,0
"P35","Mejor",0.222,0.193,0.107,0.1,0.072,0.07
"P35","Igual",0.477,0.509,0.362,0.186,0.078,0.058
"P35","Peor",0.252,0.274,0.471,0.693,0.827,0.872
"P35","No sabe",0.049,0.024,0.06,0.021,0.023,0
"P36","Mejor",0.409,0.305,0.165,0.095,0.101,0
"P36","Igual",0.271,0.4,0.303,0.29,0.16,0.284
"P36","Peor",0.151,0.118,0.348,0.485,0.532,0.484
"P36","No sabe",0.169,0.177,0.184,0.13,0.207,0.232
"P37","Muy buena",0.144,0.034,0.081,0.084,0.048,0
"P37","Buena",0.191,0.144,0.054,0.052,0.035,0
"P37","Ni buena ni mala",0.327,0.341,0.217,0.068,0.032,0
"P37","Mala",0.282,0.404,0.476,0.46,0.237,0.698
"P37","Muy mala",0.041,0.072,0.163,0.33,0.644,0.302
"P37","No sabe",0.015,0.005,0.009,0.006,0.004,0
"P38","Mejor",0.273,0.254,0.082,0.028,0.025,0.128
"P38","Igual",0.339,0.414,0.288,0.064,0.018,0
"P38","Peor",0.342,0.3,0.542,0.844,0.939,0.816
"P38","No sabe",0.046,0.032,0.088,0.064,0.018,0.056
"P39","Mejor",0.482,0.374,0.203,0.108,0.101,0.128
"P39","Igual",0.225,0.257,0.236,0.206,0.1,0
"P39","Peor",0.161,0.174,0.326,0.573,0.651,0.64
"P39","No sabe",0.132,0.195,0.235,0.113,0.148,0.232
"P40","Muy buena",0.23,0.035,0.081,0.049,0.033,0
"P40","Buena",0.259,0.192,0.039,0.017,0.013,0
"P40","Ni buena ni mala",0.324,0.37,0.354,0.048,0.016,0.07
"P40","Mala",0.116,0.335,0.357,0.617,0.105,0.573
"P40","Muy mala",0.069,0.054,0.164,0.265,0.831,0.049
"P40","No sabe",0.002,0.014,0.005,0.004,0.002,0.308
"P42","Muy buena",0.186,0.029,0.062,0.024,0.007,0
"P42","Buena",0.336,0.21,0.108,0.041,0.008,0.128
"P42","Ni buena ni mala",0.289,0.479,0.33,0.075,0.021,0
"P42","Mala",0.103,0.209,0.373,0.56,0.101,0.387
"P42","Muy mala",0.074,0.043,0.113,0.298,0.858,0
"P42","No sabe",0.012,0.03,0.014,0.002,0.005,0.485
"P43","Muy buena",0.382,0.127,0.077,0.039,0.007,0.07
"P43","Buena",0.364,0.477,0.267,0.074,0.014,0.22
"P43","Ni buena ni mala",0.16,0.283,0.331,0.168,0.047,0.176
"P43","Mala",0.032,0.053,0.217,0.572,0.181,0.177
"P43","Muy mala",0.061,0.05,0.1,0.139,0.747,0.301
"P43","No sabe",0.001,0.01,0.008,0.008,0.004,0.056
"P44","Muy buena",0.242,0.054,0.023,0.027,0.01,0
"P44","Buena",0.317,0.259,0.118,0.006,0.009,0.22
"P44","Ni buena ni mala",0.288,0.41,0.387,0.084,0.015,0
"P44","Mala",0.067,0.191,0.33,0.574,0.087,0.423
"P44","Muy mala",0.072,0.06,0.133,0.304,0.878,0.049
"P44","No sabe",0.014,0.026,0.009,0.005,0.001,0.308
"P45","Muy buena",0.263,0.013,0.036,0.029,0.01,0
"P45","Buena",0.157,0.128,0.07,0.015,0.018,0.07
"P45","Ni buena ni mala",0.319,0.381,0.261,0.07,0.016,0
"P45","Mala",0.168,0.37,0.436,0.583,0.077,0.234
"P45","Muy mala",0.091,0.108,0.196,0.302,0.878,0.464
"P45","No sabe",0.002,0,0.001,0.001,0.001,0.232
"P46","Muy buena",0.658,0.423,0.204,0.082,0.021,0.219
"P46","Buena",0.125,0.233,0.189,0.034,0.009,0
"P46","Ni buena ni mala",0.109,0.157,0.268,0.061,0.021,0.226
"P46","Mala",0.027,0.114,0.198,0.498,0.025,0.247
"P46","Muy mala",0.073,0.073,0.138,0.323,0.921,0
"P46","No sabe",0.008,0,0.003,0.002,0.003,0.308
"P47","Muy buena",0.129,0.045,0.056,0.19,0.314,0.252
"P47","Buena",0.02,0.102,0.056,0.248,0.258,0.176
"P47","Ni buena ni mala",0.121,0.05,0.235,0.203,0.214,0.05
"P47","Mala",0.36,0.222,0.282,0.229,0.066,0.07
"P47","Muy mala",0.366,0.574,0.367,0.13,0.147,0.22
