"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.358,0.35,0.365,0.407,0.428,0.304,0.234,0.378,0.374,0.34,0.76,0.142,0.403,0.738,0.618,0.105,0.216,0.074
"Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.527,0.555,0.504,0.488,0.481,0.574,0.604,0.482,0.505,0.559,0.2,0.735,0.38,0.195,0.283,0.766,0.529,0.88
"En blanco",0.063,0.061,0.063,0.063,0.044,0.062,0.096,0.061,0.07,0.057,0.018,0.074,0.119,0.029,0.062,0.064,0.173,0.023
"No sabe",0.052,0.034,0.068,0.042,0.047,0.06,0.066,0.079,0.051,0.044,0.022,0.049,0.098,0.038,0.037,0.065,0.082,0.023
