"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","GBA","Interior","Fernandez","Macri","Lavagna"
"Horacio Rodríguez Larreta por Juntos por el Cambio",0.111,0.098,0.123,0.102,0.117,0.108,0.108,0.121,0.103,0.111,0.11,0.113,0.048,0.191,0.189
"Patricia Bullrich por Juntos por el Cambio",0.254,0.243,0.265,0.132,0.189,0.311,0.433,0.243,0.252,0.269,0.255,0.251,0.073,0.516,0.173
"Wado de Pedro por el Frente de Todos",0.156,0.146,0.167,0.167,0.156,0.151,0.156,0.108,0.169,0.193,0.164,0.141,0.336,0.031,0.09
"Daniel Scioli por el Frente de Todos",0.122,0.126,0.119,0.13,0.103,0.162,0.103,0.14,0.11,0.121,0.119,0.129,0.26,0.02,0.07
"Javier Milei por los liberales libertarios",0.212,0.269,0.154,0.346,0.251,0.148,0.086,0.207,0.239,0.176,0.201,0.233,0.111,0.203,0.252
"Al candidato del Frente de Izquierda",0.034,0.035,0.032,0.032,0.049,0.014,0.029,0.04,0.025,0.039,0.037,0.026,0.031,0.005,0.042
"No sabe",0.111,0.083,0.14,0.091,0.135,0.106,0.085,0.141,0.102,0.091,0.114,0.107,0.141,0.034,0.184
