"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","GBA","Interior","Fernandez","Macri","Lavagna"
"Sergio Massa por el Frente de Todos",0.27,0.251,0.288,0.26,0.265,0.289,0.262,0.257,0.275,0.277,0.277,0.255,0.561,0.05,0.17
"Patricia Bullrich por Juntos por el Cambio",0.328,0.296,0.36,0.195,0.244,0.416,0.521,0.316,0.325,0.348,0.335,0.315,0.09,0.664,0.255
"Javier Milei por los liberales libertarios",0.214,0.282,0.148,0.311,0.272,0.149,0.083,0.213,0.247,0.164,0.202,0.239,0.093,0.231,0.294
"Al candidato del Frente de Izquierda",0.043,0.049,0.037,0.026,0.066,0.025,0.033,0.042,0.036,0.054,0.045,0.038,0.057,0.013,0.03
"No sabe",0.145,0.122,0.167,0.208,0.153,0.121,0.101,0.172,0.117,0.157,0.141,0.153,0.199,0.042,0.251
