"var","categoria","1","2","3","4","5","6","7","8","9"
"P04","Tengo trabajo estable",0.468,0.442,0.546,0.392,0.515,0.426,0.51,0.414,0.341
"P04","Realizo changas o trabajos de vez en cuando",0.173,0.228,0.227,0.224,0.206,0.158,0.169,0.224,0.244
"P04","No tengo trabajo",0.165,0.208,0.133,0.121,0.121,0.177,0.146,0.178,0.216
"P04","Soy jubilado o pensionado",0.194,0.122,0.094,0.263,0.158,0.239,0.175,0.184,0.199
"P05","1",0.248,0.197,0.165,0.07,0.252,0.207,0.249,0.24,0.412
"P05","2",0.069,0.278,0.109,0.047,0.057,0.114,0.022,0.078,0.077
"P05","3",0.04,0.064,0.097,0.091,0.073,0.077,0.107,0.192,0.05
"P05","4",0.046,0.044,0.101,0.235,0.07,0.166,0.147,0.113,0.061
"P05","5",0.168,0.209,0.195,0.271,0.385,0.181,0.285,0.188,0.157
"P05","6",0.05,0.04,0.097,0.073,0.052,0.162,0.094,0.04,0.02
"P05","7",0.088,0.048,0.134,0.103,0.028,0.061,0.038,0.03,0.03
"P05","8",0.068,0.077,0.059,0.062,0.025,0.014,0.008,0.066,0.024
"P05","9",0.223,0.043,0.043,0.048,0.058,0.018,0.05,0.053,0.169
"P06","1",0.433,0.182,0.066,0.11,0.1,0.06,0.064,0.048,0.266
"P06","2",0.054,0.363,0.08,0.058,0.032,0.003,0.02,0.07,0.044
"P06","3",0.049,0.054,0.268,0.076,0.02,0.092,0.068,0.037,0.024
"P06","4",0.036,0.031,0.064,0.228,0.038,0.026,0.06,0.055,0.03
"P06","5",0.137,0.159,0.168,0.275,0.466,0.19,0.237,0.177,0.142
"P06","6",0.028,0.036,0.075,0.066,0.044,0.3,0.071,0.09,0.028
"P06","7",0.045,0.096,0.098,0.08,0.069,0.057,0.295,0.12,0.039
"P06","8",0.032,0.051,0.061,0.063,0.045,0.205,0.052,0.213,0.042
"P06","9",0.186,0.028,0.12,0.044,0.186,0.067,0.133,0.19,0.385
"P09","Del Frente de Todos y el peronismo",0.452,0.304,0.349,0.268,0.199,0.262,0.148,0.122,0.193
"P09","De Juntos por el cambio",0.219,0.331,0.281,0.41,0.332,0.337,0.375,0.398,0.322
