"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","GBA","Interior","Fernandez","Macri","Lavagna"
"Siempre",0.32,0.326,0.313,0.308,0.298,0.328,0.365,0.319,0.32,0.32,0.332,0.296,0.334,0.336,0.344
"Casi siempre",0.399,0.395,0.404,0.304,0.418,0.429,0.393,0.371,0.398,0.431,0.401,0.394,0.384,0.409,0.48
"Casi nunca",0.189,0.175,0.204,0.273,0.176,0.173,0.173,0.174,0.213,0.171,0.177,0.215,0.182,0.187,0.123
"Nunca, pero esta es una excepción",0.092,0.104,0.079,0.115,0.108,0.07,0.069,0.136,0.069,0.078,0.09,0.095,0.1,0.068,0.053
