"var","categoria","A Alberto Fernández","A Sergio Massa","A algún candidato del peronismo","A algún candidato del kirchnerismo"
"P32","Horacio Rodríguez Larreta por Juntos por el Cambio",0.073,0.077,0.081,0.015
"P32","Javier Milei por los liberales libertarios",0.021,0.046,0.063,0.008
"P32","Al candidato del Frente de Izquierda",0.016,0.039,0.099,0.015
"P32","No sabe",0.396,0.243,0.189,0.102
"P33","Daniel Scioli por el Frente de Todos",0.566,0.709,0.656,0.813
"P33","Horacio Rodríguez Larreta por Juntos por el Cambio",0.078,0.071,0.091,0.005
"P33","Javier Milei por los liberales libertarios",0.023,0.042,0.071,0.005
"P33","Al candidato del Frente de Izquierda",0.026,0.041,0.099,0.031
"P33","No sabe",0.307,0.137,0.083,0.146
"P34","Sergio Massa por el Frente de Todos",0.629,0.862,0.535,0.719
"P34","Patricia Bullrich por Juntos por el Cambio",0.116,0,0.127,0.008
"P34","Javier Milei por los liberales libertarios",0.059,0.034,0.027,0.015
"P34","Al candidato del Frente de Izquierda",0.015,0.011,0.093,0.067
"P34","No sabe",0.181,0.093,0.218,0.191
"P35","Alberto Fernández por el Frente de Todos",0.801,0.725,0.471,0.709
"P35","Patricia Bullrich por Juntos por el Cambio",0.078,0.003,0.096,0.001
"P35","Javier Milei por los liberales libertarios",0.059,0.059,0.097,0.009
"P35","Al candidato del Frente de Izquierda",0.024,0.045,0.127,0.112
"P35","No sabe",0.038,0.168,0.209,0.169
"P36","Wado de Pedro por el Frente de Todos",0.517,0.627,0.566,0.856
"P36","Patricia Bullrich por Juntos por el Cambio",0.093,0.007,0.097,0
"P36","Javier Milei por los liberales libertarios",0.073,0.072,0.08,0.016
"P36","Al candidato del Frente de Izquierda",0.019,0.055,0.061,0.025
"P36","No sabe",0.298,0.239,0.196,0.103
"P37","Daniel Scioli por el Frente de Todos",0.652,0.711,0.614,0.811
"P37","Patricia Bullrich por Juntos por el Cambio",0.135,0.004,0.097,0
"P37","Javier Milei por los liberales libertarios",0.016,0.073,0.086,0.023
"P37","Al candidato del Frente de Izquierda",0.006,0.037,0.065,0.035
"P37","No sabe",0.191,0.175,0.138,0.131
"P38","Horacio Rodríguez Larreta presidente – Gerardo Morales vice por Juntos por el Cambio",0.243,0.187,0.136,0.09
"P38","Sergio Massa presidente – Ricardo Alfonsín vice por el Frente de Todos",0.347,0.644,0.501,0.571
"P38","Javier Milei presidente y su candidato a vice",0.054,0.054,0.083,0.005
"P38","A los candidatos de la izquierda",0.015,0.018,0.064,0.095
"P38","No sabe",0.341,0.097,0.216,0.239
"P39","Patricia Bullrich presidenta – Gustavo Valdés vice por Juntos por el Cambio",0.271,0.033,0.085,0.013
"P39","Sergio Massa presidente – Ricardo Alfonsín vice por el Frente de Todos",0.405,0.8,0.506,0.614
"P39","Javier Milei presidente y su candidato a vice",0.023,0.033,0.065,0.003
"P39","A los candidatos de la izquierda",0.021,0.018,0.083,0.094
"P39","No sabe",0.28,0.116,0.261,0.276
"P40","Sergio Massa por el Frente de Todos",0.548,0.915,0.747,0.836
"P40","Horacio Rodríguez Larreta por Juntos por el Cambio",0.095,0.011,0.091,0.001
"P40","No sabe",0.357,0.074,0.162,0.163
"P41","Alberto Fernández por el Frente de Todos",0.685,0.666,0.665,0.781
"P41","Horacio Rodríguez Larreta por Juntos por el Cambio",0.085,0.089,0.09,0.008
"P41","No sabe",0.23,0.245,0.245,0.211
"P42","Sergio Massa por el Frente de Todos",0.559,0.851,0.709,0.841
"P42","Patricia Bullrich por Juntos por el Cambio",0.254,0.047,0.092,0.006
"P42","No sabe",0.187,0.102,0.199,0.153
"P43","Alberto Fernández por el Frente de Todos",0.69,0.772,0.655,0.823
"P43","Patricia Bullrich por Juntos por el Cambio",0.171,0.038,0.096,0.002
"P43","No sabe",0.139,0.19,0.249,0.175
"P44","Wado de Pedro por el Frente de Todos",0.418,0.688,0.62,0.909
"P44","Horacio Rodríguez Larreta por Juntos por el Cambio",0.123,0.077,0.139,0.004
"P44","No sabe",0.459,0.235,0.241,0.087
"P45","Daniel Scioli por el Frente de Todos",0.649,0.812,0.682,0.841
"P45","Horacio Rodríguez Larreta por Juntos por el Cambio",0.135,0.016,0.127,0.001
"P45","No sabe",0.216,0.172,0.191,0.158
"P46","Wado de Pedro por el Frente de Todos",0.464,0.678,0.685,0.895
"P46","Patricia Bullrich por Juntos por el Cambio",0.218,0.011,0.093,0.006
"P46","No sabe",0.318,0.311,0.222,0.099
"P47","Daniel Scioli por el Frente de Todos",0.542,0.824,0.801,0.874
"P47","Patricia Bullrich por Juntos por el Cambio",0.22,0.016,0.093,0.004
"P47","No sabe",0.238,0.16,0.106,0.122
"P48","Horacio Rodríguez Larreta por Juntos por el Cambio",0.19,0.273,0.141,0.179
"P48","Javier Milei por los liberales libertarios",0.107,0.136,0.164,0.005
"P48","No sabe",0.703,0.591,0.695,0.816
"P49","Patricia Bullrich por Juntos por el Cambio",0.157,0.077,0.069,0.025
"P49","Javier Milei por los liberales libertarios",0.061,0.15,0.196,0.018
"P49","No sabe",0.782,0.773,0.735,0.957
"P50","Alberto Fernández por el Frente de Todos",0.636,0.681,0.537,0.795
"P50","Javier Milei por los liberales libertarios",0.119,0.086,0.175,0.001
"P50","No sabe",0.245,0.233,0.288,0.204
"P51","Sergio Massa por el Frente de Todos",0.688,0.884,0.629,0.841
"P51","Javier Milei por los liberales libertarios",0.023,0.045,0.083,0.005
"P51","No sabe",0.289,0.071,0.288,0.154
"P52","Muy buena",0.459,0.255,0.144,0.107
"P52","Buena",0.235,0.273,0.171,0.254
"P52","Ni buena ni mala",0.154,0.227,0.409,0.402
"P52","Mala",0.029,0.184,0.127,0.174
"P52","Muy mala",0.107,0.059,0.149,0.063
"P52","No sabe",0.016,0.002,0,0
"P53","Muy buena",0.348,0.479,0.446,0.801
"P53","Buena",0.238,0.158,0.175,0.07
"P53","Ni buena ni mala",0.276,0.14,0.145,0.077
"P53","Mala",0.018,0.136,0.073,0.048
"P53","Muy mala",0.12,0.087,0.158,0.004
"P53","No sabe",0,0,0.003,0
"P54","Muy buena",0.114,0.117,0.095,0.084
"P54","Buena",0.056,0.036,0.031,0.004
"P54","Ni buena ni mala",0.103,0.089,0.013,0.01
"P54","Mala",0.11,0.158,0.185,0.056
"P54","Muy mala",0.617,0.6,0.673,0.846
"P54","No sabe",0,0,0.003,0
"P55","Muy buena",0.079,0,0.044,0.008
"P55","Buena",0.072,0.075,0.041,0.001
"P55","Ni buena ni mala",0.128,0.149,0.113,0.038
"P55","Mala",0.269,0.216,0.29,0.175
"P55","Muy mala",0.447,0.56,0.512,0.777
"P55","No sabe",0.005,0,0,0.001
"P56","Muy buena",0.052,0.248,0.169,0.091
"P56","Buena",0.181,0.479,0.323,0.296
"P56","Ni buena ni mala",0.533,0.176,0.274,0.405
"P56","Mala",0.082,0.02,0.127,0.138
"P56","Muy mala",0.152,0.077,0.107,0.07
"P56","No sabe",0,0,0,0
"P57","Muy buena",0.072,0.07,0.091,0.014
"P57","Buena",0.077,0.089,0.056,0.036
"P57","Ni buena ni mala",0.106,0.094,0.078,0.109
"P57","Mala",0.041,0.135,0.12,0.069
"P57","Muy mala",0.66,0.608,0.649,0.769
"P57","No sabe",0.044,0.004,0.006,0.003
"P58","Muy buena",0.063,0.045,0.084,0.007
"P58","Buena",0,0.031,0.017,0.004
"P58","Ni buena ni mala",0.013,0.075,0.2,0.004
"P58","Mala",0.193,0.194,0.126,0.067
"P58","Muy mala",0.678,0.652,0.553,0.912
"P58","No sabe",0.053,0.003,0.02,0.006
"P59","Muy buena",0.089,0.189,0.129,0.462
"P59","Buena",0.237,0.247,0.354,0.269
"P59","Ni buena ni mala",0.194,0.141,0.233,0.084
"P59","Mala",0.186,0.116,0.057,0.005
"P59","Muy mala",0.157,0.29,0.142,0.177
"P59","No sabe",0.137,0.017,0.085,0.003
"P60","Muy buena",0.14,0.288,0.179,0.225
"P60","Buena",0.491,0.388,0.285,0.407
"P60","Ni buena ni mala",0.157,0.238,0.371,0.313
"P60","Mala",0.027,0.034,0.116,0.027
"P60","Muy mala",0.141,0.052,0.049,0.025
"P60","No sabe",0.044,0,0,0.003
"P61","Muy buena",0.037,0.052,0.011,0.016
"P61","Buena",0.102,0.063,0.061,0.053
"P61","Ni buena ni mala",0.126,0.103,0.128,0.063
"P61","Mala",0.076,0.196,0.121,0.095
"P61","Muy mala",0.659,0.586,0.662,0.768
"P61","No sabe",0,0,0.017,0.005
"P62","Muy buena",0.029,0.023,0.112,0.008
"P62","Buena",0.079,0.16,0.065,0.068
"P62","Ni buena ni mala",0.219,0.377,0.28,0.335
"P62","Mala",0.239,0.227,0.261,0.245
"P62","Muy mala",0.34,0.204,0.186,0.307
"P62","No sabe",0.094,0.009,0.096,0.037
"P63","Siempre",0.341,0.396,0.273,0.318
"P63","Casi siempre",0.289,0.378,0.484,0.361
"P63","Casi nunca",0.233,0.194,0.211,0.215
"P63","Nunca, pero esta es una excepción",0.137,0.032,0.032,0.106
"P64","Si",0.568,0.765,0.585,0.588
"P64","No",0.432,0.235,0.415,0.412
