"var","categoria","A Alberto Fernández","A Sergio Massa","A algún candidato del peronismo","A algún candidato del kirchnerismo"
"P04","Tengo trabajo estable",0.293,0.502,0.513,0.551
"P04","Realizo changas o trabajos de vez en cuando",0.256,0.163,0.217,0.141
"P04","No tengo trabajo",0.235,0.133,0.086,0.11
"P04","Soy jubilado o pensionado",0.216,0.202,0.184,0.198
"P05","1",0.344,0.296,0.19,0.108
"P05","2",0.062,0.101,0.085,0.066
"P05","3",0.065,0.02,0.034,0.023
"P05","4",0.027,0.054,0.061,0.019
"P05","5",0.165,0.214,0.157,0.135
"P05","6",0.037,0.071,0.079,0.063
"P05","7",0.034,0.059,0.095,0.187
"P05","8",0.034,0.024,0.041,0.142
"P05","9",0.232,0.161,0.258,0.257
"P06","1",0.455,0.319,0.312,0.516
"P06","2",0.039,0.101,0.096,0.083
"P06","3",0.045,0.085,0.091,0.074
"P06","4",0.034,0.044,0.091,0.027
"P06","5",0.172,0.224,0.176,0.136
"P06","6",0.052,0.031,0.022,0.014
"P06","7",0.024,0.019,0.033,0.042
"P06","8",0.004,0.028,0.038,0.019
"P06","9",0.175,0.149,0.141,0.089
"P07","1",0.364,0.44,0.428,0.718
"P07","2",0.012,0.057,0.064,0.024
"P07","3",0.031,0.051,0.039,0.039
"P07","4",0.002,0.035,0.026,0.018
"P07","5",0.09,0.111,0.09,0.055
"P07","6",0.035,0.024,0.039,0.011
"P07","7",0.018,0.011,0.049,0.003
"P07","8",0.021,0.012,0.01,0.009
"P07","9",0.427,0.259,0.255,0.123
"P11","A Alberto Fernández",0.538,0.059,0.053,0.024
"P11","A Sergio Massa",0.051,0.536,0.046,0.019
"P11","A algún candidato del peronismo",0.071,0.037,0.516,0.038
"P11","A Cristina Fernández de Kirchner",0.34,0.368,0.385,0.919
"P14","Lo votaría",0.674,0.286,0.14,0.134
"P14","Puede que lo vote",0.151,0.383,0.274,0.426
"P14","Nunca lo votaría",0.132,0.226,0.419,0.283
"P14","No sabe",0.043,0.105,0.167,0.157
"P15","Lo votaría",0.152,0.062,0.07,0.023
"P15","Puede que lo vote",0.157,0.178,0.109,0.039
"P15","Nunca lo votaría",0.588,0.7,0.779,0.92
"P15","No sabe",0.103,0.06,0.042,0.018
"P16","Lo votaría",0.092,0.033,0.073,0.018
"P16","Puede que lo vote",0.132,0.18,0.178,0.088
"P16","Nunca lo votaría",0.594,0.631,0.6,0.793
"P16","No sabe",0.182,0.156,0.149,0.101
"P17","La votaría",0.161,0.017,0.074,0.016
"P17","Puede que la vote",0.108,0.057,0.069,0.004
"P17","Nunca la votaría",0.594,0.858,0.817,0.95
"P17","No sabe",0.137,0.068,0.04,0.03
"P18","Lo votaría",0.113,0.023,0.064,0.011
"P18","Puede que lo vote",0.086,0.063,0.104,0.027
"P18","Nunca lo votaría",0.652,0.854,0.787,0.953
"P18","No sabe",0.149,0.06,0.045,0.009
"P19","La votaría",0.15,0.063,0.059,0.032
"P19","Puede que la vote",0.059,0.063,0.075,0.006
"P19","Nunca la votaría",0.677,0.797,0.764,0.939
"P19","No sabe",0.114,0.077,0.102,0.023
"P20","Lo votaría",0.168,0.19,0.193,0.462
"P20","Puede que lo vote",0.224,0.243,0.346,0.336
"P20","Nunca lo votaría",0.406,0.448,0.312,0.168
"P20","No sabe",0.202,0.119,0.149,0.034
"P21","Lo votaría",0.25,0.261,0.353,0.283
"P21","Puede que lo vote",0.294,0.388,0.31,0.501
"P21","Nunca lo votaría",0.371,0.252,0.214,0.144
"P21","No sabe",0.085,0.099,0.123,0.072
"P22","Horacio Rodríguez Larreta por Juntos por el Cambio",0.032,0.028,0.031,0.003
"P22","Patricia Bullrich por Juntos por el Cambio",0.059,0.004,0.036,0.01
"P22","Facundo Manes por Juntos por el Cambio",0.017,0.023,0.029,0.009
"P22","Alberto Fernández por el Frente de Todos",0.497,0.084,0.04,0.052
"P22","Sergio Massa por el Frente de Todos",0.081,0.548,0.101,0.103
"P22","Wado de Pedro por el Frente de Todos",0.097,0.139,0.156,0.567
"P22","Daniel Scioli por el Frente de Todos",0.137,0.133,0.364,0.157
"P22","Javier Milei por los liberales libertarios",0.009,0.019,0.039,0.001
"P22","Al candidato del Frente de Izquierda",0.029,0.002,0.067,0.011
"P22","No sabe",0.042,0.02,0.137,0.087
"P23","Horacio Rodríguez Larreta por Juntos por el Cambio",0.037,0.028,0.03,0
"P23","Patricia Bullrich por Juntos por el Cambio",0.055,0.004,0.031,0.017
"P23","María Eugenia Vidal por Juntos por el Cambio",0.025,0.028,0.024,0.014
"P23","Facundo Manes por Juntos por el Cambio",0.038,0.009,0.023,0.003
"P23","Sergio Massa por el Frente de Todos",0.245,0.585,0.126,0.139
"P23","Wado de Pedro por el Frente de Todos",0.141,0.127,0.215,0.58
"P23","Daniel Scioli por el Frente de Todos",0.206,0.163,0.343,0.169
"P23","Javier Milei por los liberales libertarios",0.029,0.023,0.058,0
"P23","Al candidato del Frente de Izquierda",0.031,0.002,0.067,0.013
"P23","No sabe",0.193,0.031,0.083,0.065
"P24","Horacio Rodríguez Larreta por Juntos por el Cambio",0.053,0.023,0.026,0.003
"P24","Patricia Bullrich por Juntos por el Cambio",0.056,0.007,0.035,0.006
"P24","María Eugenia Vidal por Juntos por el Cambio",0.013,0.022,0.021,0.015
"P24","Facundo Manes por Juntos por el Cambio",0.007,0.008,0.023,0.002
"P24","Sergio Massa por el Frente de Todos",0.181,0.599,0.198,0.14
"P24","Wado de Pedro por el Frente de Todos",0.105,0.171,0.219,0.653
"P24","Alberto Fernández por el Frente de Todos",0.489,0.131,0.21,0.098
"P24","Javier Milei por los liberales libertarios",0.01,0.022,0.039,0.002
"P24","Al candidato del Frente de Izquierda",0.027,0.002,0.059,0.006
"P24","No sabe",0.059,0.015,0.17,0.075
"P25","Horacio Rodríguez Larreta por Juntos por el Cambio",0.05,0.026,0.036,0
"P25","Patricia Bullrich por Juntos por el Cambio",0.034,0.025,0.029,0.005
"P25","Facundo Manes por Juntos por el Cambio",0.06,0.008,0.036,0.005
"P25","Sergio Massa por el Frente de Todos",0.121,0.515,0.17,0.1
"P25","Wado de Pedro por el Frente de Todos",0.197,0.218,0.198,0.531
"P25","Daniel Scioli por el Frente de Todos",0.269,0.152,0.357,0.27
"P25","Javier Milei por los liberales libertario",0.074,0.037,0.076,0.022
"P25","Al candidato del Frente de Izquierda",0.019,0.006,0.032,0.005
"P25","No sabe",0.176,0.013,0.066,0.062
"P26","Horacio Rodríguez Larreta por Juntos por el Cambio",0.073,0.056,0.046,0
"P26","Patricia Bulrich por Juntos por el Cambio",0.058,0.083,0.073,0.024
"P26","Alberto Fernández por el Frente de Todos",0.582,0.144,0.099,0.162
"P26","Sergio Massa por el Frente de Todos",0.124,0.568,0.456,0.48
"P26","Javier Milei por los liberales libertarios",0.011,0.099,0.044,0.034
"P26","Al candidato del Frente de Izquierda",0,0.016,0.1,0.116
"P26","No sabe",0.152,0.034,0.182,0.184
"P27","Horacio Rodríguez Larreta por Juntos por el Cambio",0.053,0.065,0.047,0.004
"P27","Patricia Bullrich por Juntos por el Cambio",0.038,0.022,0.049,0.003
"P27","Wado de Pedro por el Frente de Todos",0.265,0.162,0.262,0.594
"P27","Sergio Massa por el Frente de Todos",0.299,0.625,0.366,0.24
"P27","Javier Milei por los liberales libertarios",0.036,0.09,0.065,0.012
"P27","Al candidato del Frente de Izquierda",0.028,0.014,0.07,0.068
"P27","No sabe",0.281,0.022,0.141,0.079
"P28","Horacio Rodríguez Larreta por Juntos por el Cambio",0.096,0.061,0.052,0.014
"P28","Patricia Bullrich por Juntos por el Cambio",0.058,0.026,0.056,0.002
"P28","Wado de Pedro por el Frente de Todos",0.215,0.281,0.276,0.608
"P28","Daniel Scioli por el Frente de Todos",0.29,0.371,0.445,0.26
"P28","Javier Milei por los liberales libertarios",0.013,0.115,0.063,0.006
"P28","Al candidato del Frente de Izquierda",0.011,0.024,0.049,0.038
"P28","No sabe",0.317,0.122,0.059,0.072
"P29","Horacio Rodríguez Larreta presidente – Gerardo Morales vice por Juntos por el Cambio",0.082,0.009,0.064,0
"P29","Patricia Bullrich presidenta – Gustavo Valdes vice por Juntos por el Cambio",0.019,0.025,0.05,0.016
"P29","Sergio Massa presidente – Ricardo Alfonsín vice por el Frente de Todos",0.25,0.536,0.367,0.188
"P29","Wado de Pedro presidente – Jorge Capitanich vice por el Frente de Todos",0.357,0.277,0.294,0.672
"P29","Javier Milei presidente y su candidato a vice",0,0.079,0.023,0.003
"P29","A los candidatos de la izquierda",0.018,0.002,0.051,0.041
"P29","No sabe",0.274,0.072,0.151,0.08
"P30","Alberto Fernández por el Frente de Todos",0.719,0.675,0.446,0.657
"P30","Horacio Rodríguez Larreta por Juntos por el Cambio",0.038,0.043,0.084,0.017
"P30","Javier Milei por los liberales libertarios",0.015,0.055,0.105,0.015
"P30","Al candidato del Frente de Izquierda",0.007,0.039,0.096,0.095
"P30","No sabe",0.221,0.188,0.269,0.216
"P31","Sergio Massa por el Frente de Todos",0.548,0.806,0.582,0.678
"P31","Horacio Rodríguez Larreta por Juntos por el Cambio",0.106,0.052,0.087,0.018
"P31","Javier Milei por los liberales libertarios",0.085,0.057,0.043,0.004
"P31","Al candidato del Frente de Izquierda",0.032,0.009,0.084,0.064
"P31","No sabe",0.229,0.076,0.204,0.236
"P32","Wado de Pedro por el Frente de Todos",0.494,0.595,0.568,0.86
