"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","GBA","Interior","Fernandez","Macri","Lavagna"
"Alberto Fernández por el Frente de Todos",0.258,0.235,0.28,0.272,0.257,0.262,0.241,0.274,0.254,0.246,0.267,0.24,0.53,0.046,0.086
"Patricia Bullrich por Juntos por el Cambio",0.334,0.315,0.353,0.222,0.253,0.405,0.521,0.309,0.339,0.355,0.335,0.331,0.077,0.688,0.249
"Javier Milei por los liberales libertarios",0.211,0.277,0.147,0.307,0.262,0.145,0.1,0.198,0.249,0.169,0.2,0.233,0.108,0.214,0.329
"Al candidato del Frente de Izquierda",0.059,0.05,0.067,0.044,0.092,0.03,0.038,0.062,0.054,0.061,0.062,0.052,0.087,0.018,0.03
"No sabe",0.138,0.123,0.153,0.155,0.136,0.158,0.1,0.157,0.104,0.169,0.136,0.144,0.198,0.034,0.306
