"var","categoria","La votaría","Puede que la vote","Nunca la votaría","No sabe"
"P04","Tengo trabajo estable",0.373,0.448,0.478,0.325
"P04","Realizo changas o trabajos de vez en cuando",0.167,0.212,0.192,0.316
"P04","No tengo trabajo",0.165,0.181,0.176,0.235
"P04","Soy jubilado o pensionado",0.295,0.159,0.154,0.124
"P05","1",0.416,0.318,0.234,0.297
"P05","2",0.071,0.085,0.071,0.083
"P05","3",0.093,0.081,0.036,0.095
"P05","4",0.087,0.102,0.052,0.08
"P05","5",0.188,0.24,0.177,0.22
"P05","6",0.029,0.032,0.061,0.026
"P05","7",0.02,0.03,0.089,0.025
"P05","8",0.018,0.026,0.068,0.04
"P05","9",0.078,0.086,0.212,0.134
"P06","1",0.175,0.192,0.328,0.252
"P06","2",0.025,0.034,0.079,0.062
"P06","3",0.029,0.025,0.064,0.034
"P06","4",0.034,0.042,0.044,0.045
"P06","5",0.176,0.194,0.18,0.241
"P06","6",0.055,0.056,0.035,0.046
"P06","7",0.094,0.094,0.041,0.052
"P06","8",0.086,0.074,0.03,0.017
"P06","9",0.326,0.289,0.199,0.251
"P07","1",0.227,0.249,0.485,0.174
"P07","2",0.023,0.037,0.032,0.031
"P07","3",0.03,0.033,0.035,0.036
"P07","4",0.022,0.02,0.021,0.025
"P07","5",0.137,0.142,0.087,0.164
"P07","6",0.04,0.028,0.018,0.024
"P07","7",0.037,0.049,0.02,0.036
"P07","8",0.042,0.058,0.02,0.025
"P07","9",0.442,0.384,0.282,0.485
"P09","Del Frente de Todos y el peronismo",0.06,0.079,0.48,0.208
"P09","De Juntos por el cambio",0.703,0.34,0.106,0.107
"P09","De los Liberales libertarios",0.171,0.405,0.177,0.144
"P09","De la Izquierda",0.014,0.045,0.054,0.026
"P09","No sabe",0.052,0.131,0.183,0.515
"P10","A Alberto Fernández",0.495,0.384,0.108,0.377
"P10","A Sergio Massa",0.068,0.263,0.201,0.241
"P10","A algún candidato del peronismo",0.293,0.315,0.19,0.142
"P10","A algún candidato del kirchnerismo",0.144,0.038,0.501,0.24
"P11","A Alberto Fernández",0.327,0.403,0.064,0.345
"P11","A Sergio Massa",0.122,0.176,0.128,0.174
"P11","A algún candidato del peronismo",0.361,0.259,0.119,0.09
"P11","A Cristina Fernández de Kirchner",0.19,0.162,0.689,0.391
"P12","A Horacio Rodriguez Larreta",0.141,0.53,0.471,0.545
"P12","A Patricia Bullrich",0.811,0.371,0.27,0.338
"P12","A Facundo Manes",0.029,0.037,0.162,0.078
"P12","A Gerardo Morales",0.019,0.062,0.097,0.039
"P13","Lo votaría",0.058,0.078,0.186,0.068
"P13","Puede que lo vote",0.069,0.124,0.269,0.132
"P13","Nunca lo votaría",0.826,0.748,0.412,0.36
"P13","No sabe",0.047,0.05,0.133,0.44
"P14","Lo votaría",0.052,0.071,0.136,0.108
"P14","Puede que lo vote",0.026,0.086,0.206,0.119
"P14","Nunca lo votaría",0.9,0.826,0.538,0.394
"P14","No sabe",0.022,0.017,0.12,0.379
"P15","Lo votaría",0.264,0.167,0.059,0.068
"P15","Puede que lo vote",0.396,0.367,0.092,0.113
"P15","Nunca lo votaría",0.292,0.414,0.807,0.329
"P15","No sabe",0.048,0.052,0.042,0.49
"P16","Lo votaría",0.164,0.083,0.046,0.03
"P16","Puede que lo vote",0.257,0.436,0.114,0.079
"P16","Nunca lo votaría",0.487,0.402,0.73,0.202
"P16","No sabe",0.092,0.079,0.11,0.689
"P18","Lo votaría",0.31,0.329,0.17,0.163
"P18","Puede que lo vote",0.252,0.344,0.091,0.126
"P18","Nunca lo votaría",0.386,0.271,0.712,0.18
"P18","No sabe",0.052,0.056,0.027,0.531
"P19","La votaría",0.274,0.139,0.049,0.09
"P19","Puede que la vote",0.346,0.363,0.07,0.115
"P19","Nunca la votaría",0.317,0.426,0.833,0.262
"P19","No sabe",0.063,0.072,0.048,0.533
"P20","Lo votaría",0.052,0.028,0.178,0.077
"P20","Puede que lo vote",0.058,0.124,0.196,0.041
"P20","Nunca lo votaría",0.85,0.744,0.529,0.268
"P20","No sabe",0.04,0.104,0.097,0.614
"P21","Lo votaría",0.035,0.047,0.171,0.078
"P21","Puede que lo vote",0.035,0.088,0.28,0.057
"P21","Nunca lo votaría",0.907,0.825,0.488,0.332
"P21","No sabe",0.023,0.04,0.061,0.533
"P22","Horacio Rodríguez Larreta por Juntos por el Cambio",0.064,0.173,0.053,0.083
"P22","Patricia Bullrich por Juntos por el Cambio",0.704,0.202,0.035,0.081
"P22","Facundo Manes por Juntos por el Cambio",0.038,0.084,0.045,0.025
"P22","Alberto Fernández por el Frente de Todos",0.017,0.025,0.082,0.13
"P22","Sergio Massa por el Frente de Todos",0.012,0.033,0.125,0.071
"P22","Wado de Pedro por el Frente de Todos",0.018,0.006,0.204,0.04
"P22","Daniel Scioli por el Frente de Todos",0.007,0.024,0.12,0.036
"P22","Javier Milei por los liberales libertarios",0.117,0.374,0.18,0.209
"P22","Al candidato del Frente de Izquierda",0.013,0.013,0.033,0.011
"P22","No sabe",0.01,0.066,0.123,0.314
"P23","Horacio Rodríguez Larreta por Juntos por el Cambio",0.067,0.15,0.058,0.068
"P23","Patricia Bullrich por Juntos por el Cambio",0.669,0.171,0.038,0.079
"P23","María Eugenia Vidal por Juntos por el Cambio",0.073,0.105,0.022,0.063
"P23","Facundo Manes por Juntos por el Cambio",0.027,0.072,0.037,0.027
"P23","Sergio Massa por el Frente de Todos",0.008,0.042,0.162,0.069
"P23","Wado de Pedro por el Frente de Todos",0.01,0.008,0.213,0.039
"P23","Daniel Scioli por el Frente de Todos",0.013,0.023,0.135,0.056
"P23","Javier Milei por los liberales libertarios",0.115,0.364,0.18,0.187
"P23","Al candidato del Frente de Izquierda",0.006,0.01,0.04,0.008
"P23","No sabe",0.012,0.055,0.115,0.404
"P24","Horacio Rodríguez Larreta por Juntos por el Cambio",0.071,0.156,0.058,0.05
"P24","Patricia Bullrich por Juntos por el Cambio",0.677,0.183,0.036,0.055
"P24","María Eugenia Vidal por Juntos por el Cambio",0.07,0.094,0.016,0.113
"P24","Facundo Manes por Juntos por el Cambio",0.028,0.068,0.035,0.019
"P24","Sergio Massa por el Frente de Todos",0.005,0.028,0.164,0.106
"P24","Wado de Pedro por el Frente de Todos",0.008,0.012,0.246,0.039
"P24","Alberto Fernández por el Frente de Todos",0.016,0.047,0.11,0.09
"P24","Javier Milei por los liberales libertarios",0.114,0.355,0.179,0.166
"P24","Al candidato del Frente de Izquierda",0.007,0.012,0.034,0.002
"P24","No sabe",0.004,0.045,0.122,0.36
"P25","Horacio Rodríguez Larreta por Juntos por el Cambio",0.089,0.182,0.051,0.065
"P25","Patricia Bullrich por Juntos por el Cambio",0.588,0.176,0.024,0.073
"P25","Facundo Manes por Juntos por el Cambio",0.141,0.116,0.036,0.072
"P25","Sergio Massa por el Frente de Todos",0.006,0.029,0.143,0.104
"P25","Wado de Pedro por el Frente de Todos",0.021,0.027,0.222,0.059
"P25","Daniel Scioli por el Frente de Todos",0.009,0.022,0.182,0.055
"P25","Javier Milei por los liberales libertario",0.058,0.212,0.11,0.136
"P25","Al candidato del Frente de Izquierda",0.066,0.187,0.136,0.091
"P25","No sabe",0.022,0.049,0.096,0.345
"P26","Horacio Rodríguez Larreta por Juntos por el Cambio",0.108,0.197,0.067,0.115
"P26","Patricia Bulrich por Juntos por el Cambio",0.683,0.231,0.052,0.078
"P26","Alberto Fernández por el Frente de Todos",0.011,0.05,0.142,0.144
"P26","Sergio Massa por el Frente de Todos",0.021,0.03,0.3,0.117
"P26","Javier Milei por los liberales libertarios",0.136,0.366,0.189,0.142
"P26","Al candidato del Frente de Izquierda",0.017,0.028,0.083,0.025
"P26","No sabe",0.024,0.098,0.167,0.379
"P27","Horacio Rodríguez Larreta por Juntos por el Cambio",0.111,0.201,0.075,0.114
"P27","Patricia Bullrich por Juntos por el Cambio",0.689,0.22,0.047,0.09
"P27","Wado de Pedro por el Frente de Todos",0.007,0.025,0.263,0.064
"P27","Sergio Massa por el Frente de Todos",0.022,0.035,0.244,0.139
"P27","Javier Milei por los liberales libertarios",0.137,0.42,0.183,0.21
"P27","Al candidato del Frente de Izquierda",0.009,0.029,0.054,0.039
"P27","No sabe",0.025,0.07,0.134,0.344
"P28","Horacio Rodríguez Larreta por Juntos por el Cambio",0.113,0.216,0.079,0.091
"P28","Patricia Bullrich por Juntos por el Cambio",0.688,0.24,0.041,0.085
"P28","Wado de Pedro por el Frente de Todos",0.004,0.021,0.291,0.078
"P28","Daniel Scioli por el Frente de Todos",0.02,0.014,0.221,0.054
"P28","Javier Milei por los liberales libertarios",0.141,0.429,0.181,0.226
"P28","Al candidato del Frente de Izquierda",0.005,0.035,0.049,0.031
"P28","No sabe",0.029,0.045,0.138,0.435
"P29","Horacio Rodríguez Larreta presidente – Gerardo Morales vice por Juntos por el Cambio",0.163,0.234,0.085,0.102
"P29","Patricia Bullrich presidenta – Gustavo Valdes vice por Juntos por el Cambio",0.601,0.186,0.033,0.097
