"var","categoria","Inflación","Desempleo","Corrupción","Inseguridad","Precio del dólar","Pobreza","Narcotráfico","Tarifas","Otro","No sabe"
"P09_votan","Unión por la Patria",0.285,0.251,0.105,0.197,0.439,0.392,0.147,0.418,0.481,0.305
"P09_votan","Juntos por el Cambio",0.299,0.311,0.364,0.443,0.252,0.194,0.398,0.093,0.132,0.185
"P09_votan","De los liberales libertarios",0.249,0.149,0.338,0.166,0.117,0.119,0.169,0.212,0.101,0.257
"P09_votan","De la Izquierda",0.033,0.061,0.029,0.039,0.07,0.07,0.019,0.032,0.032,0
"P09_votan","Hacemos por nuestro país",0.012,0.026,0.017,0.024,0,0.015,0.015,0,0.016,0
"P09_votan","Otro",0.033,0.092,0.052,0.025,0.058,0.053,0.033,0.154,0.143,0.023
"P09_votan","En blanco",0.022,0.029,0.028,0.017,0,0.024,0.06,0.091,0.036,0.031
"P09_votan","No sabe",0.067,0.081,0.067,0.089,0.064,0.133,0.159,0,0.059,0.199
"P12_votan","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.264,0.269,0.12,0.226,0.349,0.327,0.134,0.225,0.344,0.271
"P12_votan","Juan Grabois a Presidente y Paula Abal Medina a Vicepresidente por Union por la Patria",0.082,0.105,0.032,0.06,0.068,0.115,0.03,0.206,0.137,0.075
"P12_votan","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.188,0.107,0.239,0.287,0.1,0.117,0.163,0.114,0.074,0.084
"P12_votan","Horacio Rodríguez Larreta a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.118,0.148,0.116,0.112,0.098,0.068,0.246,0.046,0.06,0.044
"P12_votan","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.248,0.168,0.368,0.202,0.27,0.187,0.25,0.193,0.246,0.233
"P12_votan","Los candidatos a presidente y vicepresidente de las diferentes opciones de izquierda",0.015,0.055,0.018,0.02,0,0.06,0.013,0,0.014,0.007
"P12_votan","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.021,0.022,0.032,0.035,0,0.031,0.021,0,0.042,0.022
"P12_votan","Otros",0.024,0.048,0.029,0.012,0.098,0.006,0.004,0.117,0.039,0.034
"P12_votan","En blanco",0.014,0.011,0.015,0.008,0,0.033,0.046,0.09,0.038,0
"P12_votan","No sabe",0.026,0.067,0.031,0.038,0.017,0.056,0.093,0.009,0.006,0.23
"P22_votan","Totalmente seguro.",0.657,0.536,0.635,0.578,0.658,0.555,0.595,0.589,0.675,0.642
"P22_votan","Bastante seguro",0.162,0.163,0.149,0.165,0.126,0.186,0.081,0.302,0.121,0.248
"P22_votan","Algo seguro",0.089,0.141,0.114,0.115,0.21,0.16,0.121,0.077,0.108,0.015
"P22_votan","Para nada seguro",0.092,0.16,0.102,0.142,0.006,0.099,0.203,0.032,0.096,0.095
"P23_votan","Tiene Decidido que va a ir a votar.",0.93,0.878,0.939,0.922,0.745,0.909,0.823,0.877,0.931,0.882
"P23_votan","Tiene dudas sobre si va a ir a  votar",0.07,0.122,0.061,0.078,0.255,0.091,0.177,0.123,0.069,0.118
"P09_imputada_votan","Unión por la Patria",0.308,0.281,0.12,0.213,0.449,0.402,0.173,0.418,0.489,0.363
"P09_imputada_votan","Juntos por el Cambio",0.312,0.327,0.387,0.491,0.289,0.252,0.429,0.093,0.144,0.291
"P09_imputada_votan","De los liberales libertarios",0.259,0.163,0.362,0.176,0.117,0.145,0.203,0.212,0.114,0.268
"P09_imputada_votan","De la Izquierda",0.036,0.078,0.033,0.044,0.087,0.074,0.082,0.032,0.053,0.019
"P09_imputada_votan","Hacemos por nuestro país",0.013,0.026,0.017,0.026,0,0.015,0.015,0,0.016,0
"P09_imputada_votan","Otro",0.041,0.096,0.053,0.025,0.058,0.083,0.038,0.154,0.143,0.028
"P09_imputada_votan","En blanco",0.031,0.029,0.028,0.025,0,0.029,0.06,0.091,0.041,0.031
"P12_imputada_votan","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.276,0.29,0.129,0.247,0.349,0.336,0.209,0.225,0.344,0.362
"P12_imputada_votan","Juan Grabois a Presidente y Paula Abal Medina a Vicepresidente por Union por la Patria",0.082,0.106,0.032,0.06,0.068,0.115,0.03,0.206,0.137,0.075
"P12_imputada_votan","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.196,0.107,0.24,0.289,0.1,0.125,0.169,0.123,0.074,0.109
"P12_imputada_votan","Horacio Rodríguez Larreta a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.119,0.163,0.117,0.114,0.098,0.07,0.246,0.046,0.06,0.11
"P12_imputada_votan","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.253,0.192,0.378,0.208,0.287,0.188,0.263,0.193,0.246,0.233
"P12_imputada_votan","Los candidatos a presidente y vicepresidente de las diferentes opciones de izquierda",0.014,0.055,0.024,0.02,0,0.06,0.013,0,0.02,0.007
"P12_imputada_votan","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.021,0.024,0.033,0.035,0,0.031,0.021,0,0.042,0.022
"P12_imputada_votan","Otros",0.025,0.052,0.032,0.016,0.098,0.028,0.004,0.117,0.039,0.082
"P12_imputada_votan","En blanco",0.014,0.011,0.015,0.011,0,0.047,0.045,0.09,0.038,0
