"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Centro","Norte","Sur","Buenos Aires"
"Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.248,0.217,0.277,0.221,0.269,0.239,0.257,0.282,0.231,0.228,0.491,0.066,0.2,0.205,0.287,0.341,0.251
"Juan Grabois a Presidente y Paula Abal Medina a Vicepresidente por Union por la Patria",0.078,0.072,0.084,0.082,0.08,0.077,0.069,0.076,0.072,0.091,0.131,0.038,0.101,0.079,0.052,0.103,0.089
"Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.194,0.181,0.206,0.09,0.173,0.266,0.346,0.164,0.193,0.237,0.069,0.381,0.173,0.208,0.144,0.127,0.218
"Horacio Rodríguez Larreta a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.106,0.1,0.112,0.085,0.093,0.149,0.122,0.1,0.102,0.122,0.06,0.175,0.088,0.102,0.097,0.065,0.121
"Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.253,0.303,0.206,0.384,0.26,0.15,0.122,0.248,0.28,0.212,0.144,0.285,0.229,0.254,0.296,0.252,0.227
"Los candidatos a presidente y vicepresidente de las diferentes opciones de izquierda",0.026,0.028,0.023,0.017,0.037,0.026,0.014,0.028,0.024,0.025,0.02,0.01,0.061,0.023,0.026,0.022,0.028
"Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.029,0.03,0.028,0.024,0.029,0.039,0.026,0.028,0.026,0.035,0.02,0.017,0.069,0.054,0.021,0.01,0.014
"Otros",0.041,0.046,0.037,0.061,0.036,0.034,0.028,0.048,0.042,0.032,0.04,0.016,0.054,0.04,0.063,0.055,0.029
"En blanco",0.025,0.023,0.027,0.036,0.023,0.02,0.016,0.026,0.03,0.018,0.025,0.012,0.025,0.035,0.014,0.025,0.023
