"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","GBA","Interior"
"Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.37,0.351,0.389,0.322,0.396,0.38,0.339,0.353,0.358,0.403,0.702,0.083,0.294,0.36,0.392
"Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.45,0.44,0.459,0.386,0.407,0.492,0.541,0.429,0.455,0.464,0.158,0.796,0.425,0.457,0.436
"En blanco",0.112,0.145,0.081,0.218,0.121,0.081,0.048,0.136,0.11,0.091,0.089,0.075,0.153,0.118,0.1
"No sabe",0.068,0.064,0.071,0.074,0.076,0.047,0.072,0.082,0.077,0.042,0.051,0.046,0.128,0.065,0.072
