"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","GBA","Interior"
"Sergio Massa Presidente, Agustin Rossi Vicepresidente y Axel Kicillof gobernador, Veronica Magario vicegobernadora; por Unión por la Patria",0.351,0.335,0.366,0.3,0.383,0.354,0.314,0.357,0.323,0.38,0.656,0.077,0.274,0.352,0.349
"Patricia Bullrich Presidenta, Luis Petri Vicepresidente y Nestor Grindetti gobernador, Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.327,0.295,0.358,0.225,0.25,0.412,0.467,0.311,0.343,0.323,0.121,0.628,0.294,0.326,0.329
"Javier Milei Presidente, Victoria Villarruel Vicepresidenta y Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.18,0.229,0.132,0.359,0.207,0.101,0.079,0.179,0.189,0.168,0.096,0.204,0.207,0.181,0.176
"Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente, Alejandro Bodart a gobernador y Jimena Letieri por el Frente de Izquierda",0.031,0.037,0.025,0.033,0.042,0.018,0.024,0.031,0.029,0.033,0.037,0.005,0.026,0.03,0.033
"Juan Schiaretti a presidente, Florencio Randazzo vicepresidente por Hacemos por Nuestro País",0.013,0.017,0.01,0.022,0.015,0.011,0.007,0.013,0.01,0.018,0.011,0.009,0.058,0.011,0.018
"Otros",0.044,0.042,0.045,0.038,0.045,0.049,0.036,0.042,0.048,0.039,0.037,0.041,0.071,0.048,0.035
"En blanco",0.016,0.016,0.017,0.008,0.019,0.013,0.022,0.023,0.015,0.012,0.017,0.011,0.025,0.018,0.014
"No sabe",0.038,0.029,0.047,0.015,0.039,0.042,0.051,0.044,0.043,0.027,0.025,0.025,0.045,0.034,0.046
