"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","GBA","Interior"
"Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.393,0.351,0.434,0.331,0.322,0.452,0.52,0.388,0.399,0.391,0.184,0.663,0.45,0.396,0.387
"Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.22,0.267,0.174,0.374,0.244,0.162,0.119,0.222,0.241,0.192,0.144,0.237,0.203,0.223,0.215
"En blanco",0.266,0.273,0.259,0.206,0.306,0.287,0.195,0.237,0.238,0.33,0.481,0.062,0.212,0.264,0.269
"No sabe",0.121,0.109,0.133,0.089,0.128,0.099,0.166,0.153,0.122,0.087,0.191,0.038,0.135,0.117,0.129
