"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","GBA","Interior"
"Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.374,0.371,0.378,0.332,0.411,0.362,0.346,0.374,0.352,0.404,0.704,0.094,0.332,0.365,0.393
"Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.355,0.412,0.298,0.496,0.371,0.318,0.249,0.334,0.368,0.359,0.149,0.532,0.356,0.361,0.342
"En blanco",0.155,0.131,0.179,0.111,0.137,0.199,0.171,0.155,0.159,0.151,0.089,0.213,0.178,0.16,0.146
"No sabe",0.116,0.086,0.145,0.061,0.081,0.121,0.234,0.137,0.121,0.086,0.058,0.161,0.134,0.114,0.119
