"var","categoria","Totalmente seguro","Bastante seguro","Algo seguro","Para nada seguro"
"P24","Juan Schiaretti a presidente, Florencio Randazzo vicepresidente por Hacemos por Nuestro País",0.007,0.005,0.016,0.013
"P24","Otros",0.015,0.024,0.044,0.052
"P24","En blanco",0.012,0.011,0.011,0.067
"P24","No sabe",0.012,0.017,0.023,0.277
"P26","Tiene Decidido que va a ir a votar",0.969,0.779,0.689,0.692
"P26","Tiene dudas sobre si va a ir a votar",0.016,0.216,0.157,0.175
"P26","Tiene Decidido que no va a ir a votar",0.015,0.005,0.154,0.133
"P31","Sergio Massa Presidente, Agustin Rossi Vicepresidente y Axel Kicillof gobernador, Veronica Magario vicegobernadora; por Unión por la Patria",0.369,0.371,0.328,0.171
"P31","Patricia Bullrich Presidenta, Luis Petri Vicepresidente y Nestor Grindetti gobernador, Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.339,0.328,0.293,0.253
"P31","Javier Milei Presidente, Victoria Villarruel Vicepresidenta y Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.194,0.163,0.186,0.068
"P31","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente, Alejandro Bodart a gobernador y Jimena Letieri por el Frente de Izquierda",0.028,0.033,0.045,0.039
"P31","Juan Schiaretti a presidente, Florencio Randazzo vicepresidente por Hacemos por Nuestro País",0.009,0.026,0.033,0.007
"P31","Otros",0.034,0.033,0.08,0.106
"P31","En blanco",0.015,0.019,0.003,0.037
"P31","No sabe",0.012,0.027,0.032,0.319
"P32","Sergio Massa Presidente, Agustin Rossi Vicepresidente y Axel Kicillof gobernador, Veronica Magario vicegobernadora; por Unión por la Patria",0.36,0.378,0.306,0.203
"P32","Horacio Rodríguez Larreta Presidente, Gerardo Morales Vicepresidente y Diego Santilli gobernador, Gustavo Posse vicegobernador; por Juntos por el Cambio",0.289,0.296,0.287,0.229
"P32","Javier Milei Presidente, Victoria Villarruel Vicepresidenta y Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.23,0.209,0.195,0.113
"P32","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente, Alejandro Bodart a gobernador y Jimena Letieri por el Frente de Izquierda",0.032,0.026,0.023,0.017
"P32","Juan Schiaretti a presidente, Florencio Randazzo vicepresidente por Hacemos por Nuestro País",0.011,0.024,0.043,0.029
"P32","Otros",0.037,0.036,0.087,0.079
"P32","En blanco",0.018,0.019,0.012,0.042
"P32","No sabe",0.023,0.012,0.047,0.288
"P33","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.379,0.405,0.348,0.215
"P33","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.472,0.441,0.367,0.311
"P33","En blanco",0.107,0.079,0.198,0.143
"P33","No sabe",0.042,0.075,0.087,0.331
"P34","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.396,0.416,0.385,0.314
"P34","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.229,0.182,0.247,0.156
"P34","En blanco",0.271,0.29,0.234,0.186
"P34","No sabe",0.104,0.112,0.134,0.344
"P35","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.385,0.368,0.288,0.204
"P35","Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.38,0.447,0.467,0.324
"P35","En blanco",0.168,0.082,0.167,0.146
"P35","No sabe",0.067,0.103,0.078,0.326
"P36","Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.33,0.413,0.349,0.298
"P36","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.298,0.236,0.278,0.204
"P36","En blanco",0.266,0.229,0.246,0.185
"P36","No sabe",0.106,0.122,0.127,0.313
"P37","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.386,0.427,0.318,0.166
"P37","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.376,0.311,0.322,0.241
"P37","En blanco",0.147,0.125,0.223,0.243
"P37","No sabe",0.091,0.137,0.137,0.35
"P47","Lo votaría",0.371,0.325,0.263,0.133
"P47","Puede que lo vote",0.074,0.143,0.121,0.134
"P47","Nunca lo votaría",0.542,0.47,0.559,0.558
"P47","No sabe",0.013,0.062,0.057,0.175
"P48","Lo votaría",0.242,0.259,0.136,0.105
"P48","Puede que lo vote",0.11,0.128,0.135,0.097
"P48","Nunca lo votaría",0.619,0.581,0.669,0.643
"P48","No sabe",0.029,0.032,0.06,0.155
"P49","Lo votaría",0.38,0.382,0.287,0.271
"P49","Puede que lo vote",0.125,0.135,0.238,0.176
"P49","Nunca lo votaría",0.472,0.438,0.414,0.376
"P49","No sabe",0.023,0.045,0.061,0.177
"P50","Lo votaría",0.274,0.321,0.269,0.262
"P50","Puede que lo vote",0.173,0.214,0.34,0.204
"P50","Nunca lo votaría",0.528,0.407,0.357,0.37
"P50","No sabe",0.025,0.058,0.034,0.164
"P51","Lo votaría",0.241,0.187,0.197,0.135
"P51","Puede que lo vote",0.158,0.176,0.217,0.189
"P51","Nunca lo votaría",0.574,0.6,0.545,0.519
"P51","No sabe",0.027,0.037,0.041,0.157
"P52","Lo votaría",0.07,0.081,0.066,0.059
"P52","Puede que lo vote",0.16,0.177,0.172,0.105
"P52","Nunca lo votaría",0.735,0.692,0.686,0.68
"P52","No sabe",0.035,0.05,0.076,0.156
"P53","Lo votaría",0.031,0.052,0.053,0.049
"P53","Puede que lo vote",0.123,0.271,0.25,0.185
"P53","Nunca lo votaría",0.799,0.593,0.609,0.616
"P53","No sabe",0.047,0.084,0.088,0.15
"P57","Si",0.541,0.45,0.536,0.415
"P57","No",0.459,0.55,0.464,0.585
