"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","GBA","Interior"
"Sergio Massa Presidente, Agustin Rossi Vicepresidente y Axel Kicillof gobernador, Veronica Magario vicegobernadora; por Unión por la Patria",0.348,0.325,0.369,0.282,0.382,0.355,0.316,0.359,0.317,0.377,0.661,0.066,0.282,0.346,0.352
"Horacio Rodríguez Larreta Presidente, Gerardo Morales Vicepresidente y Diego Santilli gobernador, Gustavo Posse vicegobernador; por Juntos por el Cambio",0.286,0.26,0.31,0.204,0.219,0.346,0.42,0.278,0.287,0.293,0.113,0.524,0.341,0.286,0.285
"Javier Milei Presidente, Victoria Villarruel Vicepresidenta y Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.216,0.272,0.163,0.367,0.251,0.162,0.086,0.215,0.233,0.195,0.109,0.275,0.172,0.226,0.196
"Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente, Alejandro Bodart a gobernador y Jimena Letieri por el Frente de Izquierda",0.029,0.035,0.024,0.049,0.03,0.019,0.025,0.026,0.033,0.027,0.037,0.008,0.015,0.026,0.035
"Juan Schiaretti a presidente, Florencio Randazzo vicepresidente por Hacemos por Nuestro País",0.017,0.022,0.012,0.04,0.017,0.007,0.012,0.021,0.011,0.021,0.012,0.012,0.072,0.013,0.025
"Otros",0.044,0.037,0.05,0.043,0.036,0.046,0.059,0.032,0.057,0.037,0.027,0.059,0.044,0.046,0.039
"En blanco",0.019,0.018,0.02,0.009,0.019,0.021,0.024,0.019,0.016,0.024,0.014,0.017,0.036,0.019,0.019
"No sabe",0.041,0.031,0.052,0.006,0.046,0.044,0.058,0.05,0.046,0.026,0.027,0.039,0.038,0.038,0.049
