"var","categoria","Siempre","Casi siempre","Casi nunca","Nunca, pero esta es una excepción"
"P05","Mucho",0.555,0.37,0.292,0.297
"P05","Bastante",0.219,0.422,0.32,0.204
"P05","Poco",0.153,0.12,0.287,0.225
"P05","Nada",0.042,0.047,0.083,0.209
"P05","No sabe",0.031,0.041,0.018,0.065
"P09","Alfredo Cornejo a gobernador y Hebe Casado a vicegobernador por Cambia Mendoza",0.306,0.373,0.253,0.195
"P09","Omar De Marchi a gobernador y Daniel Orozco a vicegobernador por La Unión Mendocina",0.25,0.24,0.255,0.275
"P09","Omar Parisi a gobernador y Lucas Ilardo a vicegobernador por Elegí Mendoza",0.221,0.118,0.141,0.085
"P09","Mario Vadillo a gobernador y Emanuel Fugazzotto a vicegobernador por el Partido Verde",0.029,0.032,0.033,0.049
"P09","Lautaro Giménez a gobernador y Noelia Barbeito a vicegobernadora por el Frente de Izquierda",0.07,0.032,0.083,0.079
"P09","En blanco",0.055,0.078,0.068,0.068
"P09","No sabe",0.069,0.127,0.167,0.249
"P12","Con políticas de shock, mano dura y castigando a los corruptos y ladrones",0.435,0.433,0.494,0.493
"P12","Con políticas muy estudiadas y progresivas para que las transformaciones de fondo necesarias se puedan realizar",0.221,0.224,0.172,0.115
"P12","Con políticas de desarrollo que permitan el crecimiento con inclusión social",0.201,0.178,0.179,0.133
"P12","Con políticas que limiten los privilegios de los que más tienen y favorezcan a los sectores más vulnerables",0.059,0.077,0.056,0.085
"P12","Con políticas revolucionarias que permitan la transformación igualitaria de la sociedad apoyándose en las mayorías populares",0.056,0.031,0.028,0.011
"P12","No sabe",0.028,0.057,0.071,0.163
"P13","Totalmente seguro",0.695,0.597,0.562,0.653
"P13","Bastante seguro",0.169,0.192,0.152,0.069
"P13","Algo seguro",0.058,0.091,0.164,0.125
"P13","Para nada seguro",0.078,0.12,0.122,0.153
"P14","Tiene Decidido que va a ir a votar",0.876,0.872,0.833,0.867
"P14","Tiene dudas sobre si va a ir a  votar",0.104,0.094,0.087,0.087
"P14","Tiene Decidido que no va a ir a votar",0.02,0.034,0.08,0.046
"P15","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.286,0.205,0.255,0.136
"P15","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.322,0.351,0.261,0.209
"P15","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.326,0.361,0.349,0.503
"P15","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.028,0.013,0.028,0.01
"P15","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos nuestro País",0.008,0.004,0.011,0.021
"P15","En blanco",0.012,0.029,0.011,0.016
"P15","No sabe",0.018,0.037,0.085,0.105
"P18","Lo votaría",0.359,0.408,0.222,0.232
"P18","Puede que lo vote",0.171,0.157,0.242,0.117
"P18","Nunca lo votaría",0.418,0.371,0.42,0.56
"P18","No sabe",0.052,0.064,0.116,0.091
"P19","Lo votaría",0.293,0.231,0.258,0.237
"P19","Puede que lo vote",0.221,0.159,0.25,0.14
"P19","Nunca lo votaría",0.42,0.521,0.419,0.522
"P19","No sabe",0.066,0.089,0.073,0.101
"P20","Lo votaría",0.242,0.139,0.166,0.141
"P20","Puede que lo vote",0.197,0.134,0.154,0.092
"P20","Nunca lo votaría",0.473,0.676,0.57,0.637
"P20","No sabe",0.088,0.051,0.11,0.13
"P21","Lo votaría",0.159,0.064,0.101,0.108
"P21","Puede que lo vote",0.162,0.15,0.154,0.046
"P21","Nunca lo votaría",0.585,0.705,0.586,0.624
"P21","No sabe",0.094,0.081,0.159,0.222
"P22","Lo votaría",0.142,0.063,0.082,0.091
"P22","Puede que lo vote",0.162,0.137,0.129,0.044
"P22","Nunca lo votaría",0.631,0.731,0.659,0.709
"P22","No sabe",0.065,0.069,0.13,0.156
"P23","Si",0.468,0.477,0.354,0.293
"P23","No",0.532,0.523,0.646,0.707
"P09_imputada","Alfredo Cornejo a gobernador y Hebe Casado a vicegobernador por Cambia Mendoza",0.337,0.421,0.303,0.271
"P09_imputada","Omar De Marchi a gobernador y Daniel Orozco a vicegobernador por La Unión Mendocina",0.269,0.282,0.286,0.375
"P09_imputada","Omar Parisi a gobernador y Lucas Ilardo a vicegobernador por Elegí Mendoza",0.24,0.127,0.163,0.123
"P09_imputada","Mario Vadillo a gobernador y Emanuel Fugazzotto a vicegobernador por el Partido Verde",0.029,0.045,0.04,0.067
"P09_imputada","Lautaro Giménez a gobernador y Noelia Barbeito a vicegobernadora por el Frente de Izquierda",0.07,0.039,0.11,0.092
"P09_imputada","En blanco",0.055,0.086,0.098,0.072
"P15_imputada","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.293,0.216,0.259,0.158
"P15_imputada","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.33,0.368,0.283,0.23
"P15_imputada","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.329,0.368,0.402,0.55
"P15_imputada","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.028,0.013,0.032,0.01
"P15_imputada","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos nuestro País",0.008,0.006,0.013,0.033
"P15_imputada","En blanco",0.012,0.029,0.011,0.019
