"var","categoria","Totalmente seguro","Bastante seguro","Algo seguro","Para nada seguro"
"P05","Mucho",0.436,0.388,0.299,0.225
"P05","Bastante",0.331,0.37,0.447,0.24
"P05","Poco",0.139,0.183,0.172,0.254
"P05","Nada",0.049,0.055,0.079,0.198
"P05","No sabe",0.045,0.004,0.003,0.083
"P06","Siempre",0.245,0.236,0.116,0.146
"P06","Casi siempre",0.333,0.426,0.286,0.354
"P06","Casi nunca",0.246,0.264,0.406,0.281
"P06","Nunca, pero esta es una excepción",0.176,0.074,0.192,0.219
"P09","Alfredo Cornejo a gobernador y Hebe Casado a vicegobernador por Cambia Mendoza",0.335,0.36,0.286,0.108
"P09","Omar De Marchi a gobernador y Daniel Orozco a vicegobernador por La Unión Mendocina",0.27,0.292,0.192,0.185
"P09","Omar Parisi a gobernador y Lucas Ilardo a vicegobernador por Elegí Mendoza",0.163,0.092,0.161,0.091
"P09","Mario Vadillo a gobernador y Emanuel Fugazzotto a vicegobernador por el Partido Verde",0.023,0.064,0.028,0.062
"P09","Lautaro Giménez a gobernador y Noelia Barbeito a vicegobernadora por el Frente de Izquierda",0.05,0.09,0.053,0.027
"P09","En blanco",0.072,0.016,0.052,0.115
"P09","No sabe",0.087,0.086,0.228,0.412
"P12","Con políticas de shock, mano dura y castigando a los corruptos y ladrones",0.538,0.309,0.288,0.395
"P12","Con políticas muy estudiadas y progresivas para que las transformaciones de fondo necesarias se puedan realizar",0.172,0.365,0.179,0.097
"P12","Con políticas de desarrollo que permitan el crecimiento con inclusión social",0.169,0.149,0.33,0.139
"P12","Con políticas que limiten los privilegios de los que más tienen y favorezcan a los sectores más vulnerables",0.053,0.079,0.053,0.146
"P12","Con políticas revolucionarias que permitan la transformación igualitaria de la sociedad apoyándose en las mayorías populares",0.015,0.059,0.037,0.046
"P12","No sabe",0.053,0.039,0.113,0.177
"P14","Tiene Decidido que va a ir a votar",0.955,0.761,0.73,0.625
"P14","Tiene dudas sobre si va a ir a  votar",0.028,0.224,0.098,0.258
"P14","Tiene Decidido que no va a ir a votar",0.017,0.015,0.172,0.117
"P15","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.242,0.23,0.226,0.12
"P15","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.291,0.364,0.347,0.189
"P15","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.413,0.337,0.306,0.273
"P15","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.015,0.039,0.003,0.04
"P15","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos nuestro País",0.007,0.003,0.022,0.024
"P15","En blanco",0.015,0,0.005,0.073
"P15","No sabe",0.017,0.027,0.091,0.281
"P18","Lo votaría",0.37,0.32,0.231,0.114
"P18","Puede que lo vote",0.144,0.22,0.294,0.187
"P18","Nunca lo votaría",0.431,0.406,0.341,0.497
"P18","No sabe",0.055,0.054,0.134,0.202
"P19","Lo votaría",0.284,0.287,0.175,0.103
"P19","Puede que lo vote",0.166,0.224,0.239,0.268
"P19","Nunca lo votaría",0.493,0.423,0.453,0.435
"P19","No sabe",0.057,0.066,0.133,0.194
"P20","Lo votaría",0.207,0.124,0.099,0.082
"P20","Puede que lo vote",0.112,0.172,0.145,0.307
"P20","Nunca lo votaría",0.61,0.636,0.628,0.43
"P20","No sabe",0.071,0.068,0.128,0.181
"P21","Lo votaría",0.128,0.071,0.022,0.071
"P21","Puede que lo vote",0.109,0.178,0.18,0.199
"P21","Nunca lo votaría",0.675,0.641,0.492,0.505
"P21","No sabe",0.088,0.11,0.306,0.225
"P22","Lo votaría",0.125,0.011,0.045,0.046
"P22","Puede que lo vote",0.091,0.163,0.155,0.235
"P22","Nunca lo votaría",0.714,0.735,0.565,0.562
"P22","No sabe",0.07,0.091,0.235,0.157
"P23","Si",0.444,0.396,0.33,0.314
"P23","No",0.556,0.604,0.67,0.686
"P09_imputada","Alfredo Cornejo a gobernador y Hebe Casado a vicegobernador por Cambia Mendoza",0.362,0.402,0.367,0.266
"P09_imputada","Omar De Marchi a gobernador y Daniel Orozco a vicegobernador por La Unión Mendocina",0.3,0.3,0.257,0.304
"P09_imputada","Omar Parisi a gobernador y Lucas Ilardo a vicegobernador por Elegí Mendoza",0.173,0.117,0.173,0.142
"P09_imputada","Mario Vadillo a gobernador y Emanuel Fugazzotto a vicegobernador por el Partido Verde",0.031,0.067,0.059,0.072
"P09_imputada","Lautaro Giménez a gobernador y Noelia Barbeito a vicegobernadora por el Frente de Izquierda",0.057,0.095,0.091,0.036
"P09_imputada","En blanco",0.077,0.019,0.053,0.18
"P15_imputada","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.245,0.236,0.23,0.175
"P15_imputada","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.295,0.372,0.382,0.275
"P15_imputada","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.423,0.337,0.355,0.394
"P15_imputada","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.015,0.039,0.003,0.048
"P15_imputada","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos nuestro País",0.007,0.016,0.021,0.035
"P15_imputada","En blanco",0.015,0,0.009,0.073
