"var","categoria","Si","No"
"P21","Martin Lousteau a Jefe de Gobierno por Juntos por el Cambio",0.222,0.235
"P21","Ramiro Marra por la Libertad Avanza",0.106,0.109
"P21","Vanina Biasi por el Frente de Izquierda",0.064,0.067
"P21","Otros",0.047,0.05
"P21","En blanco",0.043,0.043
"P21","No sabe",0.026,0.072
"P25","Totalmente seguro",0.734,0.655
"P25","Bastante seguro",0.156,0.214
"P25","Algo seguro",0.072,0.082
"P25","Para nada seguro",0.038,0.049
"P26","Tiene Decidido que va a ir a votar",0.933,0.897
"P26","Tiene dudas sobre si va a ir a votar",0.039,0.071
"P26","Tiene Decidido que no va a ir a votar",0.028,0.032
"P27","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.309,0.31
"P27","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.425,0.398
"P27","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.132,0.131
"P27","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.035,0.055
"P27","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.023,0.026
"P27","Otros",0.034,0.03
"P27","En blanco",0.007,0.017
"P27","No sabe",0.035,0.033
"P28","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.294,0.302
"P28","Horacio Rodríguez Larreta a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.375,0.349
"P28","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.209,0.172
"P28","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.033,0.05
"P28","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.016,0.015
"P28","Otros",0.034,0.036
"P28","En blanco",0.016,0.035
"P28","No sabe",0.023,0.041
"P29","Leandro Santoro a Jefe de Gobierno por Unión por la Patria",0.325,0.297
"P29","Jorge Macri a Jefe de Gobierno por Juntos por el Cambio",0.43,0.412
"P29","Ramiro Marra por la Libertad Avanza",0.122,0.132
"P29","Vanina Biasi por el Frente de Izquierda",0.018,0.033
"P29","Otros",0.054,0.057
"P29","En blanco",0.024,0.019
"P29","No sabe",0.027,0.05
"P30","Leandro Santoro a Jefe de Gobierno por Unión por la Patria",0.29,0.305
"P30","Martin Lousteau a Jefe de Gobierno por Juntos por el Cambio",0.396,0.361
"P30","Ramiro Marra por la Libertad Avanza",0.156,0.14
"P30","Vanina Biasi por el Frente de Izquierda",0.012,0.023
"P30","Otros",0.063,0.068
"P30","En blanco",0.037,0.033
"P30","No sabe",0.046,0.07
"P33","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.375,0.337
"P33","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.495,0.511
"P33","En blanco",0.084,0.089
"P33","No sabe",0.046,0.063
"P34","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.518,0.45
"P34","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.155,0.156
"P34","En blanco",0.249,0.301
"P34","No sabe",0.078,0.093
"P35","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.357,0.344
"P35","Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.432,0.418
"P35","En blanco",0.142,0.152
"P35","No sabe",0.069,0.086
"P36","Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.442,0.398
"P36","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.25,0.243
"P36","En blanco",0.205,0.252
"P36","No sabe",0.103,0.107
"P37","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.362,0.336
"P37","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.342,0.333
"P37","En blanco",0.184,0.188
"P37","No sabe",0.112,0.143
"P38","Leandro Santoro por Unión por la Patria",0.35,0.334
"P38","Jorge Macri por Juntos por el Cambio",0.521,0.477
"P38","En blanco",0.084,0.149
"P38","No sabe",0.045,0.04
"P39","Leandro Santoro por Unión por la Patria",0.32,0.326
"P39","Martin Lousteau por Juntos por el Cambio",0.479,0.43
"P39","En blanco",0.149,0.171
"P39","No sabe",0.052,0.073
"P40","Lo votaría",0.334,0.309
"P40","Puede que lo vote",0.111,0.112
"P40","Nunca lo votaría",0.519,0.537
"P40","No sabe",0.036,0.042
"P41","Lo votaría",0.223,0.249
"P41","Puede que lo vote",0.089,0.095
"P41","Nunca lo votaría",0.672,0.622
"P41","No sabe",0.016,0.034
"P42","Lo votaría",0.457,0.416
"P42","Puede que lo vote",0.116,0.134
"P42","Nunca lo votaría",0.397,0.416
"P42","No sabe",0.03,0.034
"P43","Lo votaría",0.355,0.286
"P43","Puede que lo vote",0.214,0.22
"P43","Nunca lo votaría",0.392,0.46
"P43","No sabe",0.039,0.034
"P44","Lo votaría",0.2,0.175
"P44","Puede que lo vote",0.193,0.21
"P44","Nunca lo votaría",0.583,0.581
"P44","No sabe",0.024,0.034
"P45","Lo votaría",0.119,0.089
"P45","Puede que lo vote",0.158,0.22
"P45","Nunca lo votaría",0.68,0.643
"P45","No sabe",0.043,0.048
"P46","Lo votaría",0.079,0.045
"P46","Puede que lo vote",0.141,0.191
"P46","Nunca lo votaría",0.741,0.719
"P46","No sabe",0.039,0.045
"P54","Lo votaría",0.277,0.281
"P54","Puede que lo vote",0.088,0.105
"P54","Nunca lo votaría",0.613,0.588
"P54","No sabe",0.022,0.026
"P55","Lo votaría",0.415,0.336
"P55","Puede que lo vote",0.134,0.199
"P55","Nunca lo votaría",0.429,0.444
"P55","No sabe",0.022,0.021
"P56","Lo votaría",0.329,0.255
"P56","Puede que lo vote",0.231,0.309
"P56","Nunca lo votaría",0.408,0.394
"P56","No sabe",0.032,0.042
