"var","categoria","Si","No"
"P05","Mucho",0.622,0.529
"P05","Bastante",0.271,0.319
"P05","Poco",0.087,0.098
"P05","Nada",0.008,0.037
"P05","No sabe",0.012,0.017
"P06","Siempre",0.324,0.232
"P06","Casi siempre",0.473,0.392
"P06","Casi nunca",0.178,0.296
"P06","Nunca, pero esta es una excepción",0.025,0.08
"P08","Unión por la Patria",0.303,0.312
"P08","Juntos por el Cambio",0.506,0.454
"P08","Liberales",0.103,0.121
"P08","Izquierda",0.029,0.039
"P08","Otro",0.026,0.024
"P08","No sabe",0.033,0.05
"P09","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.217,0.195
"P09","Juan Grabois a Presidente y Paula Abal Medina a Vicepresidente por Unión por la Patria",0.087,0.115
"P09","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.359,0.324
"P09","Horacio Rodríguez Larreta a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.148,0.142
"P09","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.13,0.132
"P09","Myriam Bregman a Presidente y Nicolas del Caño a Vicepresidente por el Frente de Izquierda",0.027,0.028
"P09","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.01,0.013
"P09","Otros",0.011,0.016
"P09","En blanco",0.002,0.007
"P09","No sabe",0.009,0.028
"P12","Leandro Santoro a Jefe de Gobierno por Unión por la Patria",0.266,0.246
"P12","Jorge Macri a Jefe de Gobierno por Juntos por el Cambio",0.328,0.296
"P12","Martin Lousteau a Jefe de Gobierno por Juntos por el Cambio",0.208,0.2
"P12","Ramiro Marra por la Libertad Avanza",0.109,0.095
"P12","Vanina Biasi por el Frente de Izquierda",0.043,0.067
"P12","Otros",0.017,0.035
"P12","En blanco",0.018,0.018
"P12","No sabe",0.011,0.043
"P18","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.197,0.205
"P18","Juan Grabois a Presidente y Paula Abal Medina a Vicepresidente por Unión por la Patria",0.123,0.127
"P18","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.306,0.287
"P18","Horacio Rodríguez Larreta a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.177,0.169
"P18","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.146,0.096
"P18","Myriam Bregman a Presidente y Nicolas del Caño a Vicepresidente por el Frente de Izquierda",0.016,0.033
"P18","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.005,0.014
"P18","Otros",0.013,0.018
"P18","En blanco",0.007,0.02
"P18","No sabe",0.01,0.031
"P21","Leandro Santoro a Jefe de Gobierno por Unión por la Patria",0.222,0.218
"P21","Jorge Macri a Jefe de Gobierno por Juntos por el Cambio",0.27,0.206
