"var","categoria","Totalmente seguro","Bastante seguro","Algo seguro","Para nada seguro"
"P21","Jorge Macri a Jefe de Gobierno por Juntos por el Cambio",0.249,0.235,0.273,0.089
"P21","Martin Lousteau a Jefe de Gobierno por Juntos por el Cambio",0.204,0.273,0.249,0.235
"P21","Ramiro Marra por la Libertad Avanza",0.116,0.057,0.12,0.076
"P21","Vanina Biasi por el Frente de Izquierda",0.058,0.096,0.048,0.031
"P21","Otros",0.053,0.05,0.027,0.163
"P21","En blanco",0.049,0.038,0.037,0.044
"P21","No sabe",0.051,0.047,0.072,0.176
"P26","Tiene Decidido que va a ir a votar",0.958,0.836,0.691,0.653
"P26","Tiene dudas sobre si va a ir a votar",0.028,0.138,0.081,0.171
"P26","Tiene Decidido que no va a ir a votar",0.014,0.026,0.228,0.176
"P27","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.311,0.264,0.289,0.245
"P27","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.406,0.407,0.332,0.248
"P27","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.154,0.119,0.142,0.041
"P27","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.038,0.048,0.01,0.021
"P27","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.016,0.038,0.051,0.108
"P27","Otros",0.03,0.062,0.099,0.076
"P27","En blanco",0.014,0.006,0.032,0.085
"P27","No sabe",0.031,0.056,0.045,0.176
"P28","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.313,0.299,0.259,0.282
"P28","Horacio Rodríguez Larreta a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.333,0.404,0.373,0.234
"P28","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.223,0.122,0.23,0.068
"P28","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.039,0.049,0,0.015
"P28","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.013,0.026,0.039,0.103
"P28","Otros",0.029,0.042,0.073,0.101
"P28","En blanco",0.022,0.017,0.015,0.032
"P28","No sabe",0.028,0.041,0.011,0.165
"P29","Leandro Santoro a Jefe de Gobierno por Unión por la Patria",0.32,0.339,0.209,0.178
"P29","Jorge Macri a Jefe de Gobierno por Juntos por el Cambio",0.399,0.374,0.35,0.366
"P29","Ramiro Marra por la Libertad Avanza",0.156,0.072,0.183,0.059
"P29","Vanina Biasi por el Frente de Izquierda",0.025,0.021,0.021,0.042
"P29","Otros",0.054,0.11,0.169,0.083
"P29","En blanco",0.025,0.022,0.016,0.072
"P29","No sabe",0.021,0.062,0.052,0.2
"P30","Leandro Santoro a Jefe de Gobierno por Unión por la Patria",0.308,0.321,0.169,0.191
"P30","Martin Lousteau a Jefe de Gobierno por Juntos por el Cambio",0.358,0.375,0.512,0.339
"P30","Ramiro Marra por la Libertad Avanza",0.18,0.106,0.141,0.05
"P30","Vanina Biasi por el Frente de Izquierda",0.015,0.028,0.008,0.021
"P30","Otros",0.06,0.05,0.09,0.09
"P30","En blanco",0.046,0.009,0.011,0.158
"P30","No sabe",0.033,0.111,0.069,0.151
"P33","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.37,0.356,0.347,0.317
"P33","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.493,0.512,0.514,0.29
"P33","En blanco",0.092,0.06,0.08,0.124
"P33","No sabe",0.045,0.072,0.059,0.269
"P34","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.479,0.478,0.431,0.357
"P34","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.172,0.16,0.235,0.088
"P34","En blanco",0.265,0.29,0.211,0.203
"P34","No sabe",0.084,0.072,0.123,0.352
"P35","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.378,0.379,0.258,0.347
"P35","Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.396,0.436,0.504,0.266
"P35","En blanco",0.167,0.089,0.128,0.099
"P35","No sabe",0.059,0.096,0.11,0.288
"P36","Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.406,0.451,0.476,0.359
"P36","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.264,0.216,0.285,0.086
"P36","En blanco",0.23,0.247,0.114,0.182
"P36","No sabe",0.1,0.086,0.125,0.373
"P37","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.369,0.376,0.374,0.22
"P37","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.343,0.292,0.368,0.206
"P37","En blanco",0.169,0.187,0.139,0.241
"P37","No sabe",0.119,0.145,0.119,0.333
"P38","Leandro Santoro por Unión por la Patria",0.35,0.383,0.297,0.175
"P38","Jorge Macri por Juntos por el Cambio",0.496,0.478,0.56,0.316
"P38","En blanco",0.111,0.101,0.111,0.254
"P38","No sabe",0.043,0.038,0.032,0.255
"P39","Leandro Santoro por Unión por la Patria",0.336,0.347,0.189,0.237
"P39","Martin Lousteau por Juntos por el Cambio",0.427,0.526,0.531,0.36
"P39","En blanco",0.171,0.083,0.225,0.184
"P39","No sabe",0.066,0.044,0.055,0.219
"P40","Lo votaría",0.346,0.348,0.124,0.246
"P40","Puede que lo vote",0.083,0.177,0.265,0.121
"P40","Nunca lo votaría",0.541,0.442,0.554,0.475
"P40","No sabe",0.03,0.033,0.057,0.158
"P41","Lo votaría",0.251,0.254,0.125,0.172
"P41","Puede que lo vote",0.083,0.12,0.195,0.048
"P41","Nunca lo votaría",0.644,0.593,0.644,0.596
"P41","No sabe",0.022,0.033,0.036,0.184
"P42","Lo votaría",0.448,0.41,0.326,0.259
"P42","Puede que lo vote",0.111,0.141,0.183,0.186
"P42","Nunca lo votaría",0.413,0.42,0.445,0.379
"P42","No sabe",0.028,0.029,0.046,0.176
"P43","Lo votaría",0.313,0.332,0.308,0.19
"P43","Puede que lo vote",0.194,0.258,0.275,0.202
"P43","Nunca lo votaría",0.457,0.385,0.367,0.434
"P43","No sabe",0.036,0.025,0.05,0.174
"P44","Lo votaría",0.213,0.149,0.156,0.051
"P44","Puede que lo vote",0.199,0.161,0.258,0.232
"P44","Nunca lo votaría",0.568,0.651,0.536,0.559
"P44","No sabe",0.02,0.039,0.05,0.158
"P45","Lo votaría",0.1,0.111,0.105,0.088
"P45","Puede que lo vote",0.187,0.23,0.189,0.213
"P45","Nunca lo votaría",0.674,0.615,0.635,0.543
"P45","No sabe",0.039,0.044,0.071,0.156
"P46","Lo votaría",0.062,0.037,0.063,0.076
"P46","Puede que lo vote",0.14,0.227,0.215,0.254
"P46","Nunca lo votaría",0.766,0.658,0.685,0.551
"P46","No sabe",0.032,0.078,0.037,0.119
"P54","Lo votaría",0.297,0.282,0.117,0.267
"P54","Puede que lo vote",0.059,0.166,0.26,0.102
"P54","Nunca lo votaría",0.627,0.522,0.592,0.453
"P54","No sabe",0.017,0.03,0.031,0.178
"P55","Lo votaría",0.402,0.319,0.266,0.264
"P55","Puede que lo vote",0.137,0.194,0.251,0.135
"P55","Nunca lo votaría",0.446,0.456,0.445,0.488
"P55","No sabe",0.015,0.031,0.038,0.113
"P56","Lo votaría",0.284,0.285,0.348,0.257
"P56","Puede que lo vote",0.241,0.369,0.263,0.206
"P56","Nunca lo votaría",0.446,0.31,0.323,0.394
"P56","No sabe",0.029,0.036,0.066,0.143
"P57","Si",0.552,0.446,0.49,0.46
"P57","No",0.448,0.554,0.51,0.54
