"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna"
"Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.363,0.362,0.365,0.423,0.397,0.341,0.284,0.353,0.317,0.394,0.749,0.107,0.349
"Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.33,0.381,0.285,0.392,0.337,0.35,0.246,0.371,0.287,0.343,0.115,0.485,0.299
"En blanco",0.173,0.144,0.199,0.092,0.167,0.198,0.222,0.126,0.204,0.17,0.08,0.234,0.254
"No sabe",0.134,0.113,0.151,0.093,0.099,0.111,0.248,0.15,0.192,0.093,0.056,0.174,0.098
